0, 1, './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00001.png', './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00002.png', 4.608694368113467
35, 36, './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00036.png', './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00037.png', 4.1008891873744275
36, 37, './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00037.png', './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00038.png', 4.33602593193557
37, 38, './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00038.png', './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00039.png', 3.838876146490933
38, 39, './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00039.png', './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00040.png', 4.679375462416642
39, 40, './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00040.png', './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00041.png', 4.559989632531748
40, 41, './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00041.png', './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00042.png', 3.4645912220844592
41, 42, './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00042.png', './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00043.png', 3.84830725806836
42, 43, './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00043.png', './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00044.png', 4.42170364764611
43, 44, './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00044.png', './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00045.png', 3.659940546428622
44, 45, './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00045.png', './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00046.png', 3.9086448264930693
45, 46, './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00046.png', './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00047.png', 3.760807240022371
46, 47, './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00047.png', './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00048.png', 3.5918567940870547
47, 48, './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00048.png', './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00049.png', 3.900497794797086
48, 49, './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00049.png', './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00050.png', 3.7495489323396067
49, 50, './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00050.png', './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00051.png', 4.0189298616467255
50, 51, './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00051.png', './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00052.png', 4.0356135266718445
51, 52, './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00052.png', './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00053.png', 3.9778061736495705
52, 53, './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00053.png', './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00054.png', 5.144056322564412
53, 54, './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00054.png', './GTEA61/flow_x_processed/S1/scoop_jam,spoon/1/flow_x_00055.png', 4.6287245187632005
