0, 1, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00001.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00002.png', 6.2691723981950505
19, 20, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00020.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00021.png', 4.9887330399410414
20, 21, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00021.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00022.png', 4.747125507107151
21, 22, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00022.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00023.png', 5.361101865008252
22, 23, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00023.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00024.png', 5.276011763493581
23, 24, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00024.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00025.png', 5.554540711160962
24, 25, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00025.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00026.png', 5.778781856178344
25, 26, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00026.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00027.png', 5.50454429465297
26, 27, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00027.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00028.png', 5.512466449086668
27, 28, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00028.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00029.png', 4.667199838194961
28, 29, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00029.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00030.png', 5.280585215321717
29, 30, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00030.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00031.png', 6.020240800306598
30, 31, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00031.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00032.png', 5.205203560113461
31, 32, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00032.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00033.png', 4.764831562081425
32, 33, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00033.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00034.png', 4.70993072979273
33, 34, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00034.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00035.png', 4.521992645078612
34, 35, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00035.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00036.png', 5.040473045743029
35, 36, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00036.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00037.png', 5.108105385584067
36, 37, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00037.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00038.png', 3.70092027332844
37, 38, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00038.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00039.png', 5.168379832782575
38, 39, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00039.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00040.png', 4.5961556937314825
39, 40, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00040.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00041.png', 5.025392524927538
40, 41, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00041.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00042.png', 5.261424827820941
41, 42, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00042.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00043.png', 5.4688631804673875
42, 43, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00043.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00044.png', 5.049174862229794
43, 44, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00044.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00045.png', 4.710137695155535
44, 45, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00045.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00046.png', 4.419625942075447
45, 46, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00046.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00047.png', 4.355945475840997
46, 47, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00047.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00048.png', 4.47887752516623
47, 48, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00048.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00049.png', 5.516164695588871
48, 49, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00049.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00050.png', 5.3717038539194935
49, 50, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00050.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00051.png', 5.527711904155787
50, 51, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00051.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00052.png', 5.2715928897524815
51, 52, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00052.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00053.png', 5.5692897732802615
52, 53, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00053.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00054.png', 5.687133727705026
53, 54, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00054.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00055.png', 6.0976516264718805
54, 55, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00055.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00056.png', 6.270088886315843
55, 56, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00056.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00057.png', 6.253000567921134
56, 57, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00057.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00058.png', 6.099518704620648
57, 58, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00058.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00059.png', 5.7274712896640425
58, 59, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00059.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00060.png', 5.0045545252032495
59, 60, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00060.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00061.png', 4.388805469049474
60, 61, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00061.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00062.png', 6.069295842389804
61, 62, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00062.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00063.png', 5.613183068981263
62, 63, './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00063.png', './GTEA61/flow_y_processed/S3/put_bread,bread/1/flow_y_00064.png', 6.264630087773154
