0, 1, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00001.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00002.png', 7.44699891173123
12, 13, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00013.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00014.png', 5.7727535077307675
13, 14, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00014.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00015.png', 4.352843920408038
14, 15, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00015.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00016.png', 4.908547314419189
15, 16, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00016.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00017.png', 4.248460793148659
16, 17, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00017.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00018.png', 5.9183201151341684
17, 18, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00018.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00019.png', 5.622561146500326
18, 19, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00019.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00020.png', 5.5989832418454695
19, 20, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00020.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00021.png', 5.823387725921417
20, 21, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00021.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00022.png', 4.5516105369720545
21, 22, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00022.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00023.png', 4.9330588789011625
22, 23, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00023.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00024.png', 5.301021149174128
23, 24, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00024.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00025.png', 4.800532220926996
24, 25, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00025.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00026.png', 5.000940830856488
25, 26, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00026.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00027.png', 4.24590087408282
26, 27, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00027.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00028.png', 4.110677205541636
27, 28, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00028.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00029.png', 5.004492558665008
28, 29, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00029.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00030.png', 5.593305356879027
29, 30, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00030.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00031.png', 5.519491280311424
30, 31, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00031.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00032.png', 5.895165658459376
31, 32, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00032.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00033.png', 5.501794396723889
32, 33, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00033.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00034.png', 5.341198306909144
33, 34, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00034.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00035.png', 5.342993297753639
34, 35, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00035.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00036.png', 5.134299010473578
35, 36, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00036.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00037.png', 4.411981473714934
36, 37, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00037.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00038.png', 5.198400995074285
37, 38, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00038.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00039.png', 5.064682312622536
38, 39, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00039.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00040.png', 4.792517116314042
39, 40, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00040.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00041.png', 5.131626320059375
40, 41, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00041.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00042.png', 4.710683103613654
41, 42, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00042.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00043.png', 4.7363696412740595
42, 43, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00043.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00044.png', 4.747996276583824
43, 44, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00044.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00045.png', 4.687751714708306
44, 45, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00045.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00046.png', 4.997943512245525
45, 46, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00046.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00047.png', 5.229532668221918
46, 47, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00047.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00048.png', 5.671524130313582
47, 48, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00048.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00049.png', 5.110332618747131
48, 49, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00049.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00050.png', 5.5009161378910445
49, 50, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00050.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00051.png', 5.790693031101877
50, 51, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00051.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00052.png', 5.206182577047953
51, 52, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00052.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00053.png', 4.89550440608852
52, 53, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00053.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00054.png', 5.3675727602866425
53, 54, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00054.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00055.png', 5.141272098887886
54, 55, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00055.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00056.png', 5.812536555735752
55, 56, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00056.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00057.png', 5.163395771049959
56, 57, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00057.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00058.png', 6.290407520248628
57, 58, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00058.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00059.png', 5.852482215095276
58, 59, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00059.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00060.png', 5.685717131292686
59, 60, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00060.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00061.png', 5.671445184590591
60, 61, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00061.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00062.png', 4.88599855534876
61, 62, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00062.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00063.png', 5.7360824184253145
62, 63, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00063.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00064.png', 5.098675944138776
63, 64, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00064.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00065.png', 4.548400282907563
64, 65, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00065.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00066.png', 5.784388016988086
65, 66, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00066.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00067.png', 4.9899758239137215
66, 67, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00067.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00068.png', 5.062519303419865
67, 68, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00068.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00069.png', 5.858198885865465
68, 69, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00069.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00070.png', 4.493436560960229
69, 70, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00070.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00071.png', 5.5859102542931955
70, 71, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00071.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00072.png', 5.046991821955709
71, 72, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00072.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00073.png', 5.815792445803948
72, 73, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00073.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00074.png', 5.9783690731108665
73, 74, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00074.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00075.png', 5.1351428074781795
74, 75, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00075.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00076.png', 6.626767747331195
75, 76, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00076.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00077.png', 5.589629980116721
76, 77, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00077.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00078.png', 6.571322473109321
77, 78, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00078.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00079.png', 5.408589236902152
78, 79, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00079.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00080.png', 4.642253479974672
79, 80, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00080.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00081.png', 5.759507313788961
80, 81, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00081.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00082.png', 5.4367998309574475
81, 82, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00082.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00083.png', 5.2955951699219055
82, 83, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00083.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00084.png', 6.001309101989012
83, 84, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00084.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00085.png', 4.619517130281042
84, 85, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00085.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00086.png', 4.657497079786186
85, 86, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00086.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00087.png', 5.013386535125951
86, 87, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00087.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00088.png', 5.649088916311908
87, 88, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00088.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00089.png', 5.53980300873407
88, 89, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00089.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00090.png', 5.991827665473843
89, 90, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00090.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00091.png', 4.374308331237857
90, 91, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00091.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00092.png', 4.414646310155671
91, 92, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00092.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00093.png', 5.115023162164064
92, 93, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00093.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00094.png', 4.282624237838237
93, 94, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00094.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00095.png', 4.1311320089099945
94, 95, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00095.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00096.png', 4.9865470740511855
95, 96, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00096.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00097.png', 5.070365800862594
96, 97, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00097.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00098.png', 5.1132537354413605
97, 98, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00098.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00099.png', 5.577417269986367
98, 99, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00099.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00100.png', 5.174065394598692
99, 100, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00100.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00101.png', 4.725807755963978
100, 101, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00101.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00102.png', 4.375730040635661
101, 102, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00102.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00103.png', 4.9073498296969
102, 103, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00103.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00104.png', 4.160379625056998
103, 104, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00104.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00105.png', 4.457016784004197
104, 105, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00105.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00106.png', 4.699265514341688
105, 106, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00106.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00107.png', 5.785329165841154
106, 107, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00107.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00108.png', 5.882383852898473
107, 108, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00108.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00109.png', 4.781398892786936
108, 109, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00109.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00110.png', 5.465683530643032
109, 110, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00110.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00111.png', 5.292659402296657
110, 111, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00111.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00112.png', 4.8163515252238565
111, 112, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00112.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00113.png', 5.941931581060999
112, 113, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00113.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00114.png', 5.258191745923718
113, 114, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00114.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00115.png', 5.98046621550157
114, 115, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00115.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00116.png', 4.5846924634641635
115, 116, './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00116.png', './GTEA61/flow_x_processed/S4/put_bread,bread/1/flow_x_00117.png', 5.061060155829508
