0, 1, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0001.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0002.png', 0.18909433919213736
11, 12, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0012.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0013.png', 0.20671105622252395
12, 13, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0013.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0014.png', 0.20138734285646165
13, 14, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0014.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0015.png', 0.16212682350918603
14, 15, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0015.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0016.png', 0.15824521070314457
15, 16, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0016.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0017.png', 0.13480436960850517
16, 17, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0017.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0018.png', 0.23231537498005037
17, 18, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0018.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0019.png', 0.198960872726719
18, 19, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0019.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0020.png', 0.1812445223678082
19, 20, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0020.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0021.png', 0.22297835048900905
20, 21, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0021.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0022.png', 0.2077609070693524
21, 22, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0022.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0023.png', 0.18704520950675496
22, 23, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0023.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0024.png', 0.1862581995261171
23, 24, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0024.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0025.png', 0.20219363378694827
24, 25, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0025.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0026.png', 0.19277906719648905
25, 26, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0026.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0027.png', 0.16725217054153652
26, 27, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0027.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0028.png', 0.19342652566277416
27, 28, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0028.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0029.png', 0.031290820832788856
28, 29, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0029.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0030.png', 0.017773289424283963
29, 30, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0030.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0031.png', 0.017773289424283963
30, 31, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0031.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0032.png', -0.0
31, 32, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0032.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0033.png', 0.02377961204165078
32, 33, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0033.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0034.png', 0.014713458529157475
33, 34, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0034.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0035.png', 0.026084236029257704
34, 35, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0035.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0036.png', 0.09818707623508205
35, 36, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0036.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0037.png', 0.21302044448737872
36, 37, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0037.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0038.png', 0.2525814014848305
37, 38, './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0038.png', './GTEA61/processed_frames2/S1/scoop_sugar,spoon/3/mmaps/map0039.png', 0.24730031861426727
