0, 1, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0002.png', 5.9024540347653405
15, 16, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0016.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0017.png', 5.157416253648531
16, 17, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0017.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0018.png', 4.956496919457937
17, 18, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0018.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0019.png', 4.8855569858383125
18, 19, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0019.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0020.png', 5.281642687396232
19, 20, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0020.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0021.png', 5.29260468868843
20, 21, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0021.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0022.png', 5.185132400930826
21, 22, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0022.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0023.png', 5.494180511533662
22, 23, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0023.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0024.png', 5.6183518917114315
23, 24, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0024.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0025.png', 5.5671734070326755
24, 25, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0025.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0026.png', 5.315449167883997
25, 26, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0026.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0027.png', 4.972110019207122
26, 27, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0027.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0028.png', 4.894916732306908
27, 28, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0028.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0029.png', 4.825071143156001
28, 29, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0029.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0030.png', 4.707462178443541
29, 30, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0030.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0031.png', 4.921722087941749
30, 31, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0031.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0032.png', 5.095715686679348
31, 32, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0032.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0033.png', 4.6970623658303445
32, 33, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0033.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0034.png', 4.928806986486784
33, 34, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0034.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0035.png', 4.895398542967916
34, 35, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0035.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0036.png', 4.358381019823916
35, 36, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0036.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0037.png', 4.307984317710538
36, 37, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0037.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0038.png', 4.379220186707395
37, 38, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0038.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0039.png', 4.729718478574258
38, 39, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0039.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0040.png', 4.588709716330068
39, 40, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0040.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0041.png', 4.779456234905224
40, 41, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0041.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0042.png', 4.766518943612363
41, 42, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0042.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0043.png', 4.558175695905858
42, 43, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0043.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0044.png', 4.598515139809009
43, 44, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0044.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0045.png', 4.301511319027933
44, 45, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0045.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0046.png', 4.6856433509092295
45, 46, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0046.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0047.png', 4.853647834970105
46, 47, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0047.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0048.png', 4.322189063971601
47, 48, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0048.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0049.png', 4.404931237847606
48, 49, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0049.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0050.png', 4.6083581410757475
49, 50, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0050.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0051.png', 4.592870009148914
50, 51, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0051.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0052.png', 4.763181412773086
51, 52, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0052.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0053.png', 4.925201605331944
52, 53, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0053.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0054.png', 4.410639387060408
53, 54, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0054.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0055.png', 4.551885143858305
54, 55, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0055.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0056.png', 4.910347094071245
55, 56, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0056.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0057.png', 4.93460410675309
56, 57, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0057.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0058.png', 4.253059756583596
57, 58, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0058.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0059.png', 4.538694759259902
58, 59, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0059.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0060.png', 4.481933284100931
59, 60, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0060.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0061.png', 5.036287824692753
60, 61, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0061.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0062.png', 4.654039091269347
61, 62, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0062.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0063.png', 4.627492989455378
62, 63, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0063.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0064.png', 4.530320455201893
63, 64, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0064.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0065.png', 5.163616617823729
64, 65, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0065.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0066.png', 5.523739082060551
65, 66, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0066.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0067.png', 5.301666472591893
66, 67, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0067.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0068.png', 4.773206606148893
67, 68, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0068.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0069.png', 4.9379238528118
68, 69, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0069.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0070.png', 5.068229374594737
69, 70, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0070.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0071.png', 5.260409751128131
70, 71, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0071.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0072.png', 5.591630414689626
71, 72, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0072.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0073.png', 5.890074451985268
72, 73, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0073.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0074.png', 5.934941264361274
73, 74, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0074.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0075.png', 5.480569101441242
74, 75, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0075.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0076.png', 5.215374748193294
75, 76, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0076.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0077.png', 4.770334220197719
76, 77, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0077.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0078.png', 4.64583428834488
77, 78, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0078.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0079.png', 5.089255722665303
78, 79, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0079.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0080.png', 5.118262419300092
79, 80, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0080.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0081.png', 4.886337036260981
80, 81, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0081.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0082.png', 4.898411260690142
81, 82, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0082.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0083.png', 4.802563780380376
82, 83, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0083.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0084.png', 5.197551206384092
83, 84, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0084.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0085.png', 5.353350516355574
84, 85, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0085.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0086.png', 5.062640341358381
85, 86, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0086.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0087.png', 4.591685159500242
86, 87, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0087.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0088.png', 4.401680560037707
87, 88, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0088.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0089.png', 4.677063149848653
88, 89, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0089.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0090.png', 4.873797538743817
89, 90, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0090.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0091.png', 5.123131191062806
90, 91, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0091.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0092.png', 5.241817725377537
91, 92, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0092.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0093.png', 4.673285293647314
92, 93, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0093.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0094.png', 4.93601624740742
93, 94, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0094.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0095.png', 5.397537620245359
94, 95, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0095.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0096.png', 5.721309855472764
95, 96, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0096.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0097.png', 5.7541106636625665
96, 97, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0097.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0098.png', 5.717280215307286
97, 98, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0098.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0099.png', 5.39811065762436
98, 99, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0099.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0100.png', 5.14485075845295
99, 100, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0100.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0101.png', 5.09333469203629
100, 101, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0101.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0102.png', 5.154336436029936
101, 102, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0102.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0103.png', 5.246161703278759
102, 103, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0103.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0104.png', 5.414706865431278
103, 104, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0104.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0105.png', 4.800907569816934
104, 105, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0105.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0106.png', 5.197120620654462
105, 106, './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0106.png', './GTEA61/processed_frames2/S1/put_bread,bread/1/rgb/rgb0107.png', 4.710150363142842
