0, 1, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0001.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0002.png', 0.014877146129825315
32, 33, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0033.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0034.png', 0.0201224514558773
33, 34, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0034.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0035.png', 0.026599032278262522
34, 35, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0035.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0036.png', 0.026525611182244235
35, 36, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0036.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0037.png', 0.01832627266622023
36, 37, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0037.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0038.png', 0.025048571004148066
37, 38, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0038.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0039.png', 0.02986334440800564
38, 39, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0039.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0040.png', 0.0231025197657298
39, 40, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0040.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0041.png', 0.023479145960246244
40, 41, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0041.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0042.png', 0.023854614033814055
41, 42, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0042.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0043.png', 0.022875979046570613
42, 43, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0043.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0044.png', 0.021660380061057888
43, 44, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0044.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0045.png', 0.00998277997953677
44, 45, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0045.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0046.png', 0.011793349911627138
45, 46, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0046.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0047.png', 0.01761472349509604
46, 47, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0047.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0048.png', 0.006181460310416793
47, 48, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0048.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0049.png', 0.009719906366060878
48, 49, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0049.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0050.png', -0.0
49, 50, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0050.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0051.png', 0.009455882415911493
50, 51, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0051.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0052.png', 0.009455882415911493
51, 52, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0052.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0053.png', -0.0
52, 53, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0053.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0054.png', -0.0
53, 54, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0054.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0055.png', -0.0
54, 55, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0055.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0056.png', -0.0
55, 56, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0056.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0057.png', -0.0
56, 57, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0057.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0058.png', -0.0
57, 58, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0058.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0059.png', -0.0
58, 59, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0059.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0060.png', -0.0
59, 60, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0060.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0061.png', -0.0
60, 61, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0061.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0062.png', -0.0
61, 62, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0062.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0063.png', -0.0
62, 63, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0063.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0064.png', 0.01721717191832979
63, 64, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0064.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0065.png', 0.01721717191832979
64, 65, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0065.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0066.png', 0.00874590784647976
65, 66, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0066.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0067.png', 0.006649803405763776
66, 67, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0067.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0068.png', 0.009013185442534974
67, 68, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0068.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0069.png', -0.0
68, 69, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0069.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0070.png', 0.010937344481060924
69, 70, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0070.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0071.png', 0.010937344481060924
70, 71, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0071.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0072.png', -0.0
71, 72, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0072.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0073.png', -0.0
72, 73, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0073.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0074.png', -0.0
73, 74, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0074.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0075.png', 0.01585281165173505
74, 75, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0075.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0076.png', 0.01585281165173505
75, 76, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0076.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0077.png', -0.0
76, 77, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0077.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0078.png', 0.00874590784647976
77, 78, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0078.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0079.png', 0.00874590784647976
78, 79, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0079.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0080.png', -0.0
79, 80, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0080.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0081.png', 0.015447605482996772
80, 81, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0081.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0082.png', 0.013724506274630677
81, 82, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0082.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0083.png', 0.00954402043197831
82, 83, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0083.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0084.png', -0.0
83, 84, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0084.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0085.png', 0.009013185442534974
84, 85, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0085.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0086.png', 0.009013185442534974
85, 86, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0086.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0087.png', 0.016817961629347632
86, 87, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0087.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0088.png', 0.016817961629347632
87, 88, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0088.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0089.png', -0.0
88, 89, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0089.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0090.png', 0.010937344481060924
89, 90, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0090.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0091.png', 0.011622996859110547
90, 91, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0091.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0092.png', 0.00874590784647976
91, 92, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0092.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0093.png', -0.0
92, 93, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0093.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0094.png', -0.0
93, 94, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0094.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0095.png', -0.0
94, 95, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0095.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0096.png', -0.0
95, 96, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0096.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0097.png', -0.0
96, 97, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0097.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0098.png', -0.0
97, 98, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0098.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0099.png', -0.0
98, 99, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0099.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0100.png', -0.0
99, 100, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0100.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0101.png', 0.00874590784647976
100, 101, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0101.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0102.png', 0.007389065864691233
101, 102, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0102.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0103.png', 0.014467329558518765
102, 103, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0103.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0104.png', -0.0
103, 104, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0104.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0105.png', -0.0
104, 105, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0105.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0106.png', 0.008567004826127734
105, 106, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0106.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0107.png', 0.008567004826127734
106, 107, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0107.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0108.png', -0.0
107, 108, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0108.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0109.png', -0.0
108, 109, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0109.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0110.png', -0.0
109, 110, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0110.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0111.png', -0.0
110, 111, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0111.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0112.png', 0.021889271937276546
111, 112, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0112.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0113.png', 0.021889271937276546
112, 113, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0113.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0114.png', 0.0089242343066975
113, 114, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0114.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0115.png', 0.03844595164400397
114, 115, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0115.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0116.png', 0.0738949890158257
115, 116, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0116.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0117.png', 0.06597440449679357
116, 117, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0117.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0118.png', 0.059412743183367006
117, 118, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0118.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0119.png', 0.0776578582081882
118, 119, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0119.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0120.png', 0.07424440158445736
119, 120, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0120.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0121.png', 0.05550281974509674
120, 121, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0121.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0122.png', 0.07598509044007108
121, 122, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0122.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0123.png', 0.07546398989527943
122, 123, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0123.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0124.png', 0.08493105216993413
123, 124, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0124.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0125.png', 0.0958061985736881
124, 125, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0125.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0126.png', 0.05031254750138729
125, 126, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0126.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0127.png', 0.07331167673700902
126, 127, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0127.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0128.png', 0.06356386736564233
127, 128, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0128.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0129.png', 0.02460215971458488
128, 129, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0129.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0130.png', 0.03591094050933792
129, 130, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0130.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0131.png', 0.03871782248392821
130, 131, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0131.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0132.png', 0.01713746397838436
131, 132, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0132.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0133.png', 0.02272471348090405
132, 133, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0133.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0134.png', 0.021965468453938312
133, 134, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0134.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0135.png', 0.016977847647507656
134, 135, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0135.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0136.png', -0.0
135, 136, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0136.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0137.png', -0.0
136, 137, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0137.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0138.png', 0.00874590784647976
137, 138, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0138.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0139.png', 0.0021792828240274104
138, 139, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0139.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0140.png', 0.010331548040872844
139, 140, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0140.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0141.png', -0.0
140, 141, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0141.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0142.png', -0.0
141, 142, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0142.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0143.png', -0.0
142, 143, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0143.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0144.png', 0.0089242343066975
143, 144, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0144.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0145.png', 0.016817961629347632
144, 145, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0145.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0146.png', 0.018640898135046338
145, 146, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0146.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0147.png', 0.02392957055015394
146, 147, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0147.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0148.png', 0.011708225046582676
147, 148, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0148.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0149.png', 0.041481276693886945
148, 149, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0149.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0150.png', 0.05298595512536988
149, 150, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0150.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0151.png', 0.03878572555151881
150, 151, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0151.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0152.png', 0.0341066622139458
151, 152, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0152.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0153.png', 0.04121348413713743
152, 153, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0153.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0154.png', 0.04870550715713873
153, 154, './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0154.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/mmaps/map0155.png', 0.07760033570691723
