0, 1, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0001.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0002.png', 5.412534742675503
12, 13, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0013.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0014.png', 4.769773570079498
13, 14, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0014.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0015.png', 4.646556219441048
14, 15, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0015.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0016.png', 4.675834782506903
15, 16, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0016.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0017.png', 4.240581470958063
16, 17, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0017.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0018.png', 4.376724626726264
17, 18, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0018.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0019.png', 4.566925842762671
18, 19, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0019.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0020.png', 4.434419765329884
19, 20, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0020.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0021.png', 4.686200871848454
20, 21, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0021.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0022.png', 4.420667871604428
21, 22, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0022.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0023.png', 4.043160349253497
22, 23, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0023.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0024.png', 4.312428081827954
23, 24, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0024.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0025.png', 4.573929679353576
24, 25, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0025.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0026.png', 4.266405111637296
25, 26, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0026.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0027.png', 4.400655985182858
26, 27, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0027.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0028.png', 4.554025908901923
27, 28, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0028.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0029.png', 3.8596162936722593
28, 29, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0029.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0030.png', 3.772160106746398
29, 30, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0030.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0031.png', 4.310820249203983
30, 31, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0031.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0032.png', 4.5708340776560865
31, 32, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0032.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0033.png', 4.661069809107532
32, 33, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0033.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0034.png', 4.32161690744017
33, 34, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0034.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0035.png', 4.102173587916386
34, 35, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0035.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0036.png', 3.9144792702306486
35, 36, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0036.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0037.png', 4.379384213902848
36, 37, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0037.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0038.png', 3.9259509026863704
37, 38, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0038.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0039.png', 4.1107561816924765
38, 39, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0039.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0040.png', 4.145905681856137
39, 40, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0040.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0041.png', 4.108924852184619
40, 41, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0041.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0042.png', 4.0922663476788435
41, 42, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0042.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0043.png', 4.219838574152554
42, 43, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0043.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0044.png', 4.392483484883225
43, 44, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0044.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0045.png', 4.041287089018738
44, 45, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0045.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0046.png', 4.137033550203115
45, 46, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0046.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0047.png', 3.9406775913467924
46, 47, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0047.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0048.png', 4.033401604351952
47, 48, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0048.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0049.png', 3.891374460880591
48, 49, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0049.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0050.png', 4.044263623159046
49, 50, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0050.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0051.png', 4.158372156602401
50, 51, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0051.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0052.png', 4.122759926066048
51, 52, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0052.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0053.png', 4.097361324401168
52, 53, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0053.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0054.png', 3.8981646948917255
53, 54, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0054.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0055.png', 4.368585678902018
54, 55, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0055.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0056.png', 4.106124532260602
55, 56, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0056.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0057.png', 3.7906413830948242
56, 57, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0057.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0058.png', 3.91611927817408
57, 58, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0058.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0059.png', 3.9861585081083737
58, 59, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0059.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0060.png', 3.7724130746464937
59, 60, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0060.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0061.png', 4.002164333961733
60, 61, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0061.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0062.png', 4.063745848032675
61, 62, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0062.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0063.png', 3.8477625105604174
62, 63, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0063.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0064.png', 4.07399499635326
63, 64, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0064.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0065.png', 3.9443101384273
64, 65, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0065.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0066.png', 3.833001001798306
65, 66, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0066.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0067.png', 3.9035199024798346
66, 67, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0067.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0068.png', 3.8406558478560417
67, 68, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0068.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0069.png', 3.7859182561009206
68, 69, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0069.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0070.png', 4.26339137574642
69, 70, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0070.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0071.png', 3.9850826458098867
70, 71, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0071.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0072.png', 3.7274794399192954
71, 72, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0072.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0073.png', 4.028569353241478
72, 73, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0073.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0074.png', 4.310698858503806
73, 74, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0074.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0075.png', 3.9909079394529865
74, 75, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0075.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0076.png', 4.459545182871958
75, 76, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0076.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0077.png', 4.272648396313121
76, 77, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0077.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0078.png', 4.096580888781469
77, 78, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0078.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0079.png', 4.232792751967739
78, 79, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0079.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0080.png', 4.022091693778451
79, 80, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0080.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0081.png', 4.514731343923003
80, 81, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0081.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0082.png', 4.071799238541139
81, 82, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0082.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0083.png', 4.596591286802216
82, 83, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0083.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0084.png', 4.031710491858018
83, 84, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0084.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0085.png', 4.262395468699531
84, 85, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0085.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0086.png', 4.3181531695700714
85, 86, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0086.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0087.png', 3.877613896402886
86, 87, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0087.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0088.png', 3.8991505011480068
87, 88, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0088.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0089.png', 4.301862648754209
88, 89, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0089.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0090.png', 3.653282843022625
89, 90, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0090.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0091.png', 3.9970272470183845
90, 91, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0091.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0092.png', 4.124646144039767
91, 92, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0092.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0093.png', 3.836087086939725
92, 93, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0093.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0094.png', 3.9936415287233724
93, 94, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0094.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0095.png', 4.04966839801122
94, 95, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0095.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0096.png', 3.943043250365026
95, 96, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0096.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0097.png', 4.0073343387375555
96, 97, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0097.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0098.png', 3.9298065169491037
97, 98, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0098.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0099.png', 3.985259581407858
98, 99, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0099.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0100.png', 4.096229667580515
99, 100, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0100.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0101.png', 4.004659898471094
100, 101, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0101.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0102.png', 3.757722880065945
101, 102, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0102.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0103.png', 4.1119403304953694
102, 103, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0103.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0104.png', 4.22485159570338
103, 104, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0104.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0105.png', 3.77465311903176
104, 105, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0105.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0106.png', 4.159895545706724
105, 106, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0106.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0107.png', 3.980188031267012
106, 107, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0107.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0108.png', 4.077131689780881
107, 108, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0108.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0109.png', 4.105792748066359
108, 109, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0109.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0110.png', 3.817913185237562
109, 110, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0110.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0111.png', 3.8996525379898155
110, 111, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0111.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0112.png', 3.8721763797906323
111, 112, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0112.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0113.png', 4.119683166146185
112, 113, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0113.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0114.png', 3.988218942160291
113, 114, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0114.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0115.png', 4.485124948856402
114, 115, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0115.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0116.png', 4.25668072072251
115, 116, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0116.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0117.png', 4.133910783849626
116, 117, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0117.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0118.png', 4.249648513189708
117, 118, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0118.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0119.png', 4.272572223970036
118, 119, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0119.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0120.png', 4.192100182024957
119, 120, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0120.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0121.png', 4.058886971119109
120, 121, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0121.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0122.png', 4.301348879646667
121, 122, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0122.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0123.png', 4.137460414925127
122, 123, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0123.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0124.png', 4.425065150447854
123, 124, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0124.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0125.png', 3.8632752950809466
124, 125, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0125.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0126.png', 3.9072023415523116
125, 126, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0126.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0127.png', 3.9720333973746236
126, 127, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0127.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0128.png', 4.221240745958745
127, 128, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0128.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0129.png', 3.909559937171564
128, 129, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0129.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0130.png', 4.061345896787282
129, 130, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0130.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0131.png', 3.980684019107299
130, 131, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0131.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0132.png', 3.7764983754727983
131, 132, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0132.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0133.png', 3.96423672050154
132, 133, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0133.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0134.png', 4.096261394817655
133, 134, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0134.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0135.png', 3.9757742133195553
134, 135, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0135.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0136.png', 4.086422092247191
135, 136, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0136.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0137.png', 4.103323557009693
136, 137, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0137.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0138.png', 3.930218593840242
137, 138, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0138.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0139.png', 4.0115196586151916
138, 139, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0139.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0140.png', 3.9566365914592074
139, 140, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0140.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0141.png', 4.370623006465189
140, 141, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0141.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0142.png', 4.142376156745184
141, 142, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0142.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0143.png', 4.129155554503622
142, 143, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0143.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0144.png', 4.172982056106478
143, 144, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0144.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0145.png', 4.425696689056935
144, 145, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0145.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0146.png', 4.303039789594898
145, 146, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0146.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0147.png', 4.710552421302833
146, 147, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0147.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0148.png', 4.772280653309944
147, 148, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0148.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0149.png', 4.775791024905543
148, 149, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0149.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0150.png', 4.458240997685456
149, 150, './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0150.png', './GTEA61/processed_frames2/S3/pour_water,cup/3/rgb/rgb0151.png', 5.0172275188860525
