0, 1, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0001.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0002.png', 0.4917098617479593
20, 21, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0021.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0022.png', 0.10723570288063541
21, 22, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0022.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0023.png', 0.09313482881012455
22, 23, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0023.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0024.png', 0.10044440450949546
23, 24, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0024.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0025.png', 0.08358048821396279
24, 25, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0025.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0026.png', 0.06386641720539875
25, 26, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0026.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0027.png', 0.07662071971125123
26, 27, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0027.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0028.png', 0.07084844244398614
27, 28, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0028.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0029.png', 0.0639268843701421
28, 29, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0029.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0030.png', 0.08588417081257922
29, 30, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0030.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0031.png', 0.08789306854527425
30, 31, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0031.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0032.png', 0.05506435608131476
31, 32, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0032.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0033.png', 0.045126013519396685
32, 33, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0033.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0034.png', 0.05456223400944879
33, 34, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0034.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0035.png', 0.032211526230827264
34, 35, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0035.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0036.png', 0.0338273144808655
35, 36, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0036.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0037.png', 0.0468909968420623
36, 37, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0037.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0038.png', 0.05774490308501487
37, 38, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0038.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0039.png', 0.06525358996141556
38, 39, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0039.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0040.png', 0.10081919999023181
39, 40, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0040.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0041.png', 0.09770143046601631
40, 41, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0041.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0042.png', 0.11846835376193388
41, 42, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0042.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0043.png', 0.11560156967629039
42, 43, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0043.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0044.png', 0.14405483008483222
43, 44, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0044.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0045.png', 0.1387034811154292
44, 45, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0045.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0046.png', 0.19583642183959005
45, 46, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0046.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0047.png', 0.18974655238744262
46, 47, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0047.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0048.png', 0.18428519588851555
47, 48, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0048.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0049.png', 0.252465435862608
48, 49, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0049.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0050.png', 0.2998116179496483
49, 50, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0050.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0051.png', 0.30584366534914253
50, 51, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0051.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0052.png', 0.31188614441893037
51, 52, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0052.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0053.png', 0.3604016975046107
52, 53, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0053.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0054.png', 0.3949567226213519
53, 54, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0054.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0055.png', 0.34373001348492294
54, 55, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0055.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0056.png', 0.39764358335168
55, 56, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0056.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0057.png', 0.3680793216695386
56, 57, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0057.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0058.png', 0.35943131073802564
57, 58, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0058.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0059.png', 0.33061301104765745
58, 59, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0059.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0060.png', 0.32867737808029984
59, 60, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0060.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0061.png', 0.3270426450476013
60, 61, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0061.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0062.png', 0.3143282082847797
61, 62, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0062.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0063.png', 0.25620308469194114
62, 63, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0063.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0064.png', 0.20527986318539954
63, 64, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0064.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0065.png', 0.18243659077911717
64, 65, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0065.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0066.png', 0.22023988152895324
65, 66, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0066.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0067.png', 0.09990828060705953
66, 67, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0067.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0068.png', 0.11862132884347698
67, 68, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0068.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0069.png', 0.09531713311984358
68, 69, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0069.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0070.png', 0.11994458395454047
69, 70, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0070.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0071.png', 0.12166822656765947
70, 71, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0071.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0072.png', 0.1706080877612826
71, 72, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0072.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0073.png', 0.1774280664136353
72, 73, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0073.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0074.png', 0.21765211480083407
73, 74, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0074.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0075.png', 0.20308333683296523
74, 75, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0075.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0076.png', 0.19682290149009807
75, 76, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0076.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0077.png', 0.177917890352025
76, 77, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0077.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0078.png', 0.17385069353331004
77, 78, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0078.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0079.png', 0.1923469668840271
78, 79, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0079.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0080.png', 0.1579202528974261
79, 80, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0080.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0081.png', 0.1923469668840271
80, 81, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0081.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0082.png', 0.18322969946113646
81, 82, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0082.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0083.png', 0.20935266084465448
82, 83, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0083.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0084.png', 0.22533780852793506
83, 84, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0084.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0085.png', 0.16934108228273365
84, 85, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0085.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0086.png', 0.13792654426487128
85, 86, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0086.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0087.png', 0.1384608416449554
86, 87, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0087.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0088.png', 0.1567112312272712
87, 88, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0088.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0089.png', 0.15156001434703403
88, 89, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0089.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0090.png', 0.13700207020780888
89, 90, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0090.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0091.png', 0.14328756724889546
90, 91, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0091.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0092.png', 0.12819012107361666
91, 92, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0092.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0093.png', 0.1598665409120754
92, 93, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0093.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0094.png', 0.11224666798048429
93, 94, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0094.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0095.png', 0.12106075073822181
94, 95, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0095.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0096.png', 0.11359222073613649
95, 96, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0096.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0097.png', 0.12111140977418641
96, 97, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0097.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0098.png', 0.13362751113094662
97, 98, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0098.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0099.png', 0.16752516319195054
98, 99, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0099.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0100.png', 0.15123019621658973
99, 100, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0100.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0101.png', 0.1394789952249395
100, 101, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0101.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0102.png', 0.15824521070314457
101, 102, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0102.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0103.png', 0.1692504520462122
102, 103, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0103.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0104.png', 0.13826662983113322
103, 104, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0104.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0105.png', 0.1407844762107392
104, 105, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0105.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0106.png', 0.1286377303723311
105, 106, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0106.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0107.png', 0.1346574443543827
106, 107, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0107.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0108.png', 0.16952229067971003
107, 108, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0108.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0109.png', 0.1783182879710991
108, 109, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0109.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0110.png', 0.11708883442349453
109, 110, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0110.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0111.png', 0.1149844450541974
110, 111, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0111.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0112.png', 0.13062115849485859
111, 112, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0112.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0113.png', 0.1337748009881646
112, 113, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0113.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0114.png', 0.12454099422598232
113, 114, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0114.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0115.png', 0.1151902648821401
114, 115, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0115.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0116.png', 0.10644649621211291
115, 116, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0116.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0117.png', 0.12669449566639196
116, 117, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0117.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0118.png', 0.12838911965026195
117, 118, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0118.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0119.png', 0.0993175848931634
118, 119, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0119.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0120.png', 0.13426538987202694
119, 120, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0120.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0121.png', 0.0993175848931634
120, 121, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0121.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0122.png', 0.12734328177695536
121, 122, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0122.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0123.png', 0.13062115849485859
122, 123, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0123.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0124.png', 0.16097500475579501
123, 124, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0124.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0125.png', 0.15118305937777432
124, 125, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0125.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0126.png', 0.1312143117535868
125, 126, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0126.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0127.png', 0.12348503579485987
126, 127, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0127.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0128.png', 0.16069813931067073
127, 128, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0128.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0129.png', 0.13996297339435232
128, 129, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0129.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0130.png', 0.16410126693754196
129, 130, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0130.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0131.png', 0.17822933924621284
130, 131, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0131.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0132.png', 0.16414708444197595
131, 132, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0132.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0133.png', 0.16847939238467627
132, 133, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0133.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0134.png', 0.1521248493666949
133, 134, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0134.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0135.png', 0.15661809613608071
134, 135, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0135.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0136.png', 0.1862581995261171
135, 136, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0136.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0137.png', 0.1753295787905948
136, 137, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0137.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0138.png', 0.19844857339116648
137, 138, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0138.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0139.png', 0.22420004287532166
138, 139, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0139.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0140.png', 0.26383344112431295
139, 140, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0140.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0141.png', 0.2802382553289557
140, 141, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0141.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0142.png', 0.23175401182930327
141, 142, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0142.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0143.png', 0.24885869909433178
142, 143, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0143.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0144.png', 0.22545957059658192
143, 144, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0144.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0145.png', 0.25304502768789267
144, 145, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0145.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0146.png', 0.2761706908168161
145, 146, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0146.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0147.png', 0.27672701766222935
146, 147, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0147.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0148.png', 0.28339892626314245
147, 148, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0148.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0149.png', 0.2738655940604889
148, 149, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0149.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0150.png', 0.2709152409500636
