0, 1, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00001.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00002.png', 4.276739810172331
43, 44, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00044.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00045.png', 3.7749248633554386
44, 45, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00045.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00046.png', 3.518560634040916
45, 46, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00046.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00047.png', 3.277220107528508
46, 47, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00047.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00048.png', 3.2825285891820317
47, 48, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00048.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00049.png', 3.76236277578199
48, 49, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00049.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00050.png', 4.109802488600513
49, 50, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00050.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00051.png', 3.5367738653022345
50, 51, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00051.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00052.png', 3.8261295166735803
51, 52, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00052.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00053.png', 4.159482926213449
52, 53, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00053.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00054.png', 3.891160241750568
53, 54, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00054.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00055.png', 3.75716208781764
54, 55, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00055.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00056.png', 4.045997121999206
55, 56, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00056.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00057.png', 3.8016913804170245
56, 57, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00057.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00058.png', 3.96999166282888
57, 58, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00058.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00059.png', 3.8905194826471283
58, 59, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00059.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00060.png', 4.164293990783908
59, 60, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00060.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00061.png', 4.655305955092831
60, 61, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00061.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00062.png', 3.8786404793385367
61, 62, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00062.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00063.png', 4.044264668528542
62, 63, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00063.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00064.png', 3.9518285679292107
63, 64, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00064.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00065.png', 3.6591876603398723
64, 65, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00065.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00066.png', 4.320323119091386
65, 66, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00066.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00067.png', 3.7449700230870455
66, 67, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00067.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00068.png', 4.02797088952726
67, 68, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00068.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00069.png', 3.858186390182152
68, 69, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00069.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00070.png', 3.79701437473795
69, 70, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00070.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00071.png', 4.208795562910841
70, 71, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00071.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00072.png', 4.18410483294895
71, 72, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00072.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00073.png', 3.877263358938797
72, 73, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00073.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00074.png', 4.2196536742299
73, 74, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00074.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00075.png', 4.1364505208128755
74, 75, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00075.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00076.png', 3.4567446475442236
75, 76, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00076.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00077.png', 4.066398429250167
76, 77, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00077.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00078.png', 3.691632752079208
77, 78, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00078.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00079.png', 4.165896812686768
78, 79, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00079.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00080.png', 3.7468887091701255
79, 80, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00080.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00081.png', 5.0439345020605
80, 81, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00081.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00082.png', 5.5785583636217275
81, 82, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00082.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00083.png', 4.984809343145385
82, 83, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00083.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00084.png', 5.058945684453504
83, 84, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00084.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00085.png', 5.334085286585652
84, 85, './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00085.png', './GTEA61/flow_x_processed/S2/scoop_coffee,spoon/3/flow_x_00086.png', 5.279570474214647
