0, 1, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0001.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0002.png', 6.168175311937833
50, 51, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0051.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0052.png', 5.217164196409264
51, 52, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0052.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0053.png', 4.015306155794274
52, 53, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0053.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0054.png', 4.723644268488538
53, 54, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0054.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0055.png', 4.405722762286469
54, 55, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0055.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0056.png', 4.0931678990676765
55, 56, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0056.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0057.png', 4.49510325648887
56, 57, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0057.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0058.png', 4.605936903368656
57, 58, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0058.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0059.png', 4.272518762891273
58, 59, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0059.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0060.png', 4.56997640269977
59, 60, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0060.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0061.png', 4.567708333766216
60, 61, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0061.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0062.png', 4.803508642146617
61, 62, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0062.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0063.png', 4.4257794339933145
62, 63, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0063.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0064.png', 4.230619621581223
63, 64, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0064.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0065.png', 4.25159341663222
64, 65, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0065.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0066.png', 4.5084839587712375
65, 66, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0066.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0067.png', 4.134859482398487
66, 67, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0067.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0068.png', 3.9428065396367544
67, 68, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0068.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0069.png', 4.351340169289795
68, 69, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0069.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0070.png', 4.241060942732276
69, 70, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0070.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0071.png', 3.989245436798579
70, 71, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0071.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0072.png', 4.487892988389892
71, 72, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0072.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0073.png', 4.401200544684977
72, 73, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0073.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0074.png', 4.473421013493122
73, 74, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0074.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0075.png', 4.5586093444891675
74, 75, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0075.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0076.png', 4.855459621818526
75, 76, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0076.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0077.png', 4.753402035911716
76, 77, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0077.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0078.png', 4.527515244631634
77, 78, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0078.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0079.png', 4.322046633006779
78, 79, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0079.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0080.png', 4.346884437529043
79, 80, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0080.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0081.png', 4.803910753316437
80, 81, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0081.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0082.png', 4.423230736720785
81, 82, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0082.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0083.png', 4.259391247094726
82, 83, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0083.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0084.png', 4.539305589837214
83, 84, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0084.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0085.png', 4.436752643695816
84, 85, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0085.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0086.png', 4.371578864373126
85, 86, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0086.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0087.png', 4.845330506386091
86, 87, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0087.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0088.png', 4.705600544102825
87, 88, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0088.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0089.png', 4.273721929434211
88, 89, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0089.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0090.png', 4.271891902131558
89, 90, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0090.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0091.png', 4.294236434858013
90, 91, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0091.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0092.png', 3.9652185778542943
91, 92, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0092.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0093.png', 4.412050956119343
92, 93, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0093.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0094.png', 4.049415992610394
93, 94, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0094.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0095.png', 4.063085231289449
94, 95, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0095.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0096.png', 3.970577899698289
95, 96, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0096.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0097.png', 4.0941578947905235
96, 97, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0097.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0098.png', 4.053625371650941
97, 98, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0098.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0099.png', 4.5830894186290525
98, 99, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0099.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0100.png', 4.8680494827651435
99, 100, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0100.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0101.png', 5.038737699828158
100, 101, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0101.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0102.png', 4.611047935549331
101, 102, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0102.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0103.png', 3.9917194585084426
102, 103, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0103.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0104.png', 3.8054959319059725
103, 104, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0104.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0105.png', 4.187384256584984
104, 105, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0105.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0106.png', 4.302661152467962
105, 106, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0106.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0107.png', 3.8023019789875168
106, 107, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0107.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0108.png', 3.8785546979998204
107, 108, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0108.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0109.png', 4.1130900970824875
108, 109, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0109.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0110.png', 4.0968145842888815
109, 110, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0110.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0111.png', 4.00797382853748
110, 111, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0111.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0112.png', 4.121235326709103
111, 112, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0112.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0113.png', 4.057890118859921
112, 113, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0113.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0114.png', 4.10331789335463
113, 114, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0114.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0115.png', 4.225650811630199
114, 115, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0115.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0116.png', 4.193089627756897
115, 116, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0116.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0117.png', 4.6861717033269015
116, 117, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0117.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0118.png', 4.270667564308666
117, 118, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0118.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0119.png', 4.56975670626756
118, 119, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0119.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0120.png', 4.56219585094236
119, 120, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0120.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0121.png', 4.418256005810269
120, 121, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0121.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0122.png', 4.2429465539942575
121, 122, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0122.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0123.png', 4.359557284334513
122, 123, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0123.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0124.png', 4.612262804173226
123, 124, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0124.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0125.png', 4.174647457067872
124, 125, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0125.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0126.png', 4.590529658059327
125, 126, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0126.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0127.png', 4.351591392899835
126, 127, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0127.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0128.png', 4.3717630319648775
127, 128, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0128.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0129.png', 4.19981093855302
128, 129, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0129.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0130.png', 4.071002631877003
129, 130, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0130.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0131.png', 4.204319240472749
130, 131, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0131.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0132.png', 4.389163842743954
131, 132, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0132.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0133.png', 4.222499886876785
132, 133, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0133.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0134.png', 4.175428453044194
133, 134, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0134.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0135.png', 4.184724090115193
134, 135, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0135.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0136.png', 4.245133268296302
135, 136, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0136.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0137.png', 3.733753817758918
136, 137, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0137.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0138.png', 3.9661365539102813
137, 138, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0138.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0139.png', 4.233269421582701
138, 139, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0139.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0140.png', 3.932310111798287
139, 140, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0140.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0141.png', 4.31514982009821
140, 141, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0141.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0142.png', 4.0043638289509085
141, 142, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0142.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0143.png', 4.13240448153599
142, 143, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0143.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0144.png', 4.019561088132275
143, 144, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0144.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0145.png', 4.27782656814725
144, 145, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0145.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0146.png', 4.049594331670195
145, 146, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0146.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0147.png', 4.125674602972909
146, 147, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0147.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0148.png', 4.135317964282304
147, 148, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0148.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0149.png', 4.012362026991164
148, 149, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0149.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0150.png', 4.049965969689324
149, 150, './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0150.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/rgb/rgb0151.png', 4.502076094598723
