0, 1, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0002.png', 6.622280234914266
23, 24, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0024.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0025.png', 5.24051919465726
24, 25, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0025.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0026.png', 5.183360443793065
25, 26, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0026.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0027.png', 5.433359435738061
26, 27, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0027.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0028.png', 5.331785620893255
27, 28, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0028.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0029.png', 5.317317686657008
28, 29, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0029.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0030.png', 5.280110239419704
29, 30, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0030.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0031.png', 5.101359671904965
30, 31, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0031.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0032.png', 5.133123886244966
31, 32, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0032.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0033.png', 5.404154632207969
32, 33, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0033.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0034.png', 5.074342281474138
33, 34, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0034.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0035.png', 5.340609065976514
34, 35, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0035.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0036.png', 4.81237605903083
35, 36, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0036.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0037.png', 4.877707739155675
36, 37, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0037.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0038.png', 4.935970191079854
37, 38, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0038.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0039.png', 4.887221701912446
38, 39, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0039.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0040.png', 4.800299926840272
39, 40, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0040.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0041.png', 4.623798589760494
40, 41, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0041.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0042.png', 4.670992545722786
41, 42, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0042.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0043.png', 5.3038676202397
42, 43, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0043.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0044.png', 5.288507939896239
43, 44, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0044.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0045.png', 5.372671896755062
44, 45, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0045.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0046.png', 5.342010381606709
45, 46, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0046.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0047.png', 5.440139873890661
46, 47, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0047.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0048.png', 5.028737747517602
47, 48, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0048.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0049.png', 4.851132081287752
48, 49, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0049.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0050.png', 5.229246559934386
49, 50, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0050.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0051.png', 5.285151902008193
50, 51, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0051.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0052.png', 5.178941853423021
51, 52, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0052.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0053.png', 5.1886424912285785
52, 53, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0053.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0054.png', 5.0418619625066015
53, 54, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0054.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0055.png', 5.216687747005185
54, 55, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0055.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0056.png', 5.037817069186742
55, 56, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0056.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0057.png', 4.781274680748306
56, 57, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0057.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0058.png', 4.891727945636842
57, 58, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0058.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0059.png', 4.703132779116482
58, 59, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0059.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0060.png', 5.133853271066616
59, 60, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0060.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0061.png', 4.845291033213815
60, 61, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0061.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0062.png', 4.6190076264020306
61, 62, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0062.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0063.png', 4.938898759700683
62, 63, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0063.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0064.png', 5.339772770587381
63, 64, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0064.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0065.png', 5.13456403511095
64, 65, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0065.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0066.png', 5.146408820112447
65, 66, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0066.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0067.png', 5.6871689917003225
66, 67, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0067.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0068.png', 5.34918786272156
67, 68, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0068.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0069.png', 5.540056577719858
68, 69, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0069.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0070.png', 5.131361236261628
69, 70, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0070.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0071.png', 5.279568882154322
70, 71, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0071.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0072.png', 4.976332994061456
71, 72, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0072.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0073.png', 4.942063631149409
72, 73, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0073.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0074.png', 5.509964222242135
73, 74, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0074.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0075.png', 5.627937580260822
74, 75, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0075.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0076.png', 5.449056598774758
75, 76, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0076.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0077.png', 5.0307704466032535
76, 77, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0077.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0078.png', 4.760312651349964
77, 78, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0078.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0079.png', 4.985028703756991
78, 79, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0079.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0080.png', 4.5319271409730275
79, 80, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0080.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0081.png', 5.1555419959082105
80, 81, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0081.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0082.png', 5.410801831430893
81, 82, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0082.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0083.png', 5.562841286480016
82, 83, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0083.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0084.png', 5.399327043561557
83, 84, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0084.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0085.png', 5.083757531657483
84, 85, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0085.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0086.png', 5.055444406391672
85, 86, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0086.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0087.png', 5.472621667144454
86, 87, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0087.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0088.png', 5.556416487879289
87, 88, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0088.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0089.png', 5.3591925542692564
88, 89, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0089.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0090.png', 5.386566954832862
89, 90, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0090.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0091.png', 5.501021695369305
90, 91, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0091.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0092.png', 4.686084055073263
91, 92, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0092.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0093.png', 5.287116476394598
92, 93, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0093.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0094.png', 5.440956164493447
93, 94, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0094.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0095.png', 5.103716297210093
94, 95, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0095.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0096.png', 5.36409535691923
95, 96, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0096.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0097.png', 5.33644978571248
96, 97, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0097.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0098.png', 5.111828753055307
97, 98, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0098.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0099.png', 5.176998984577029
98, 99, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0099.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0100.png', 5.437281322788817
99, 100, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0100.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0101.png', 5.471664902651422
100, 101, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0101.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0102.png', 5.619157467014831
101, 102, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0102.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0103.png', 5.200798696095621
102, 103, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0103.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0104.png', 5.236419133309263
103, 104, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0104.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0105.png', 5.014585220231047
104, 105, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0105.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0106.png', 5.13478554036838
105, 106, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0106.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0107.png', 4.954201644820315
106, 107, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0107.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0108.png', 5.27426832208119
107, 108, './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0108.png', './GTEA61/processed_frames2/S3/pour_mayonnaise,cheese,bread/1/rgb/rgb0109.png', 5.317034236447204
