0, 1, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00001.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00002.png', 5.6440232369647605
25, 26, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00026.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00027.png', 3.9044341935697484
26, 27, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00027.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00028.png', 4.3183985642366975
27, 28, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00028.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00029.png', 4.004840042122701
28, 29, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00029.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00030.png', 4.376574647035201
29, 30, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00030.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00031.png', 4.1650795096352
30, 31, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00031.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00032.png', 4.5209689956190555
31, 32, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00032.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00033.png', 5.036769792443932
32, 33, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00033.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00034.png', 4.395425706138382
33, 34, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00034.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00035.png', 4.65369519233191
34, 35, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00035.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00036.png', 4.54413966542918
35, 36, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00036.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00037.png', 4.275275447685465
36, 37, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00037.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00038.png', 4.00204626920684
37, 38, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00038.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00039.png', 4.569039653087199
38, 39, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00039.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00040.png', 4.7007376968324435
39, 40, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00040.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00041.png', 4.667570617293902
40, 41, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00041.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00042.png', 6.498315524058203
41, 42, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00042.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00043.png', 6.4051801264331285
42, 43, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00043.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00044.png', 5.222430795324079
43, 44, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00044.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00045.png', 5.218571664069763
44, 45, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00045.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00046.png', 5.220097844637637
45, 46, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00046.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00047.png', 5.821334485955813
46, 47, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00047.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00048.png', 5.615230588964819
47, 48, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00048.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00049.png', 4.882163257023589
48, 49, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00049.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00050.png', 7.482710561508612
49, 50, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00050.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00051.png', 7.392949641647911
50, 51, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00051.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00052.png', 6.806328876159758
51, 52, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00052.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00053.png', 6.497914955075857
52, 53, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00053.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00054.png', 5.836190762570844
53, 54, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00054.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00055.png', 6.670851491974902
54, 55, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00055.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00056.png', 6.301272595089391
55, 56, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00056.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00057.png', 6.076122693470998
56, 57, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00057.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00058.png', 6.627259664562406
57, 58, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00058.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00059.png', 5.995065847745402
58, 59, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00059.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00060.png', 5.867901814480518
59, 60, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00060.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00061.png', 6.346480086749744
60, 61, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00061.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00062.png', 5.928888817164837
61, 62, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00062.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00063.png', 6.59623617300947
62, 63, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00063.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00064.png', 6.343108121244539
63, 64, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00064.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00065.png', 6.423744339106982
64, 65, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00065.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00066.png', 5.212476907973236
65, 66, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00066.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00067.png', 5.346634399129615
66, 67, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00067.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00068.png', 5.729477037546878
67, 68, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00068.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00069.png', 5.000742270228779
68, 69, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00069.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00070.png', 5.561003037875391
69, 70, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00070.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00071.png', 6.503281102453831
70, 71, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00071.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00072.png', 6.102395728189744
71, 72, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00072.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00073.png', 5.803457148289206
72, 73, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00073.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00074.png', 5.874276591211588
73, 74, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00074.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00075.png', 7.360812497980354
74, 75, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00075.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00076.png', 5.362020243605873
75, 76, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00076.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00077.png', 7.509472734605883
76, 77, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00077.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00078.png', 7.447720927407823
77, 78, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00078.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00079.png', 6.608129210967973
78, 79, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00079.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00080.png', 6.3823650225821
79, 80, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00080.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00081.png', 5.2899970026556735
80, 81, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00081.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00082.png', 5.41899171757083
81, 82, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00082.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00083.png', 6.226098574182698
82, 83, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00083.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00084.png', 4.621007968106418
83, 84, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00084.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00085.png', 4.549264102735988
84, 85, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00085.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00086.png', 6.210188010106718
85, 86, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00086.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00087.png', 5.4284415052948685
86, 87, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00087.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00088.png', 4.446293966129637
87, 88, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00088.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00089.png', 3.538253186700521
88, 89, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00089.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00090.png', 4.787457740334536
89, 90, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00090.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00091.png', 4.715539711569814
90, 91, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00091.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00092.png', 4.564278690996911
91, 92, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00092.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00093.png', 5.005962137457018
92, 93, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00093.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00094.png', 4.96447330759717
93, 94, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00094.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00095.png', 4.749143260251525
94, 95, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00095.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00096.png', 5.429364937620457
95, 96, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00096.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00097.png', 4.981086490188377
96, 97, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00097.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00098.png', 3.9474063532011106
97, 98, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00098.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00099.png', 3.6922635587873467
98, 99, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00099.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00100.png', 3.200133202327825
99, 100, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00100.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00101.png', 3.3060968495934375
100, 101, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00101.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00102.png', 4.754654617353419
101, 102, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00102.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00103.png', 4.647347318408431
102, 103, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00103.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00104.png', 5.920148255643864
103, 104, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00104.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00105.png', 6.060619021502126
104, 105, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00105.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00106.png', 6.659182643324589
105, 106, './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00106.png', './GTEA61/flow_x_processed/S4/pour_mayonnaise,cheese,bread/1/flow_x_00107.png', 6.086498135156882
