0, 1, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0001.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0002.png', 0.31122160564692697
34, 35, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0035.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0036.png', 0.364685759626119
35, 36, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0036.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0037.png', 0.31331768301456075
36, 37, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0037.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0038.png', 0.2985264669972634
37, 38, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0038.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0039.png', 0.27282160209624107
38, 39, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0039.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0040.png', 0.19484802700425422
39, 40, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0040.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0041.png', 0.20215122878144687
40, 41, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0041.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0042.png', 0.23183424167573777
41, 42, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0042.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0043.png', 0.22187646125554053
42, 43, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0043.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0044.png', 0.20947812024573073
43, 44, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0044.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0045.png', 0.22052664246085504
44, 45, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0045.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0046.png', 0.22869654799416034
45, 46, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0046.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0047.png', 0.19510605445260903
46, 47, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0047.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0048.png', 0.19005062831215
47, 48, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0048.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0049.png', 0.1600976915820785
48, 49, './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0049.png', './GTEA61/processed_frames2/S2/put_bread,bread/2/mmaps/map0050.png', 0.19308131765577882
