0, 1, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00001.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00002.png', 5.624835544981623
12, 13, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00013.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00014.png', 3.625001973319186
13, 14, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00014.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00015.png', 3.3374977380316917
14, 15, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00015.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00016.png', 3.529109055025302
15, 16, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00016.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00017.png', 3.802386566257772
16, 17, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00017.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00018.png', 3.600063767290849
17, 18, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00018.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00019.png', 3.544129591284113
18, 19, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00019.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00020.png', 3.5937108558386983
19, 20, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00020.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00021.png', 3.7850567496117797
20, 21, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00021.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00022.png', 3.773962707339393
21, 22, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00022.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00023.png', 3.5095940673892465
22, 23, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00023.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00024.png', 3.6498312688887267
23, 24, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00024.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00025.png', 3.999452038284674
24, 25, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00025.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00026.png', 3.134311847050748
25, 26, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00026.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00027.png', 3.3424100742664637
26, 27, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00027.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00028.png', 3.527802783901001
27, 28, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00028.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00029.png', 3.28672700287119
28, 29, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00029.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00030.png', 2.919058299059265
29, 30, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00030.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00031.png', 3.203613376265383
30, 31, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00031.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00032.png', 3.3562671016459005
31, 32, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00032.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00033.png', 3.562436078529881
32, 33, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00033.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00034.png', 4.970277172773604
33, 34, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00034.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00035.png', 4.332493062649234
34, 35, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00035.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00036.png', 4.453481688374909
35, 36, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00036.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00037.png', 4.156675961072675
36, 37, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00037.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00038.png', 3.133500091468564
37, 38, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00038.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00039.png', 3.7130779571534878
38, 39, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00039.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00040.png', 3.9324004475140373
39, 40, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00040.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00041.png', 3.295446643050228
40, 41, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00041.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00042.png', 2.8805038956966844
41, 42, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00042.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00043.png', 3.7736922437423233
42, 43, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00043.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00044.png', 4.8876687850414795
43, 44, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00044.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00045.png', 5.5477597703752055
44, 45, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00045.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00046.png', 5.82479619977034
45, 46, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00046.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00047.png', 4.193731677615913
46, 47, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00047.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00048.png', 4.41906674539004
47, 48, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00048.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00049.png', 3.987591131824768
48, 49, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00049.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00050.png', 4.853701935486349
49, 50, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00050.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00051.png', 4.090135500235824
50, 51, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00051.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00052.png', 4.667291868377343
51, 52, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00052.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00053.png', 4.707496924673596
52, 53, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00053.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00054.png', 5.004802213405702
53, 54, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00054.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00055.png', 4.733960840934176
54, 55, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00055.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00056.png', 4.6852406886384435
55, 56, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00056.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00057.png', 4.1863637363501525
56, 57, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00057.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00058.png', 4.005206652081046
57, 58, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00058.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00059.png', 4.524696435029571
58, 59, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00059.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00060.png', 4.173057128780114
59, 60, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00060.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00061.png', 3.8700116597584335
60, 61, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00061.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00062.png', 3.924614047074487
61, 62, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00062.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00063.png', 3.7762510765169583
62, 63, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00063.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00064.png', 3.7826849591148455
63, 64, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00064.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00065.png', 4.372357931584422
64, 65, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00065.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00066.png', 4.192180814452987
65, 66, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00066.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00067.png', 4.64835705737895
66, 67, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00067.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00068.png', 3.894361466030678
67, 68, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00068.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00069.png', 4.34438723102829
68, 69, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00069.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00070.png', 3.829110519450188
69, 70, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00070.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00071.png', 4.1396257107921075
70, 71, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00071.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00072.png', 4.296865789528569
71, 72, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00072.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00073.png', 5.056892947553605
72, 73, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00073.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00074.png', 3.9730752523900263
73, 74, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00074.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00075.png', 4.907660280290088
74, 75, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00075.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00076.png', 4.620551359586411
75, 76, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00076.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00077.png', 3.379179799748989
76, 77, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00077.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00078.png', 4.743593245143005
77, 78, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00078.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00079.png', 4.867426676790394
78, 79, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00079.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00080.png', 5.648997777292935
79, 80, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00080.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00081.png', 5.2510047827710284
80, 81, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00081.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00082.png', 5.3810889796205315
81, 82, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00082.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00083.png', 5.049015297705592
82, 83, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00083.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00084.png', 5.214288108039494
83, 84, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00084.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00085.png', 5.009319933974571
84, 85, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00085.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00086.png', 5.192872504562504
85, 86, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00086.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00087.png', 4.450440449407991
86, 87, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00087.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00088.png', 3.7920371488922924
87, 88, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00088.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00089.png', 4.12247146350329
88, 89, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00089.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00090.png', 3.7861653226428302
89, 90, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00090.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00091.png', 5.8304725796796175
90, 91, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00091.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00092.png', 4.846575213447068
91, 92, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00092.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00093.png', 4.6017307313508855
92, 93, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00093.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00094.png', 5.995905897365967
93, 94, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00094.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00095.png', 5.8042568947930535
94, 95, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00095.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00096.png', 4.366366565708955
95, 96, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00096.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00097.png', 6.130323629980136
96, 97, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00097.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00098.png', 5.87687320728875
97, 98, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00098.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00099.png', 4.749117841845052
98, 99, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00099.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00100.png', 5.207842482270069
99, 100, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00100.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00101.png', 5.106585267921652
100, 101, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00101.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00102.png', 5.306728250519747
101, 102, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00102.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00103.png', 4.9750223007182175
102, 103, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00103.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00104.png', 5.799971680380368
103, 104, './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00104.png', './GTEA61/flow_x_processed/S2/pour_honey,bread/1/flow_x_00105.png', 5.220671333348869
