0, 1, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0001.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0002.png', 0.19480500968357767
15, 16, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0016.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0017.png', 0.11739582287359784
16, 17, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0017.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0018.png', 0.08532386446716866
17, 18, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0018.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0019.png', 0.08733631762185931
18, 19, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0019.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0020.png', 0.03912485569251713
19, 20, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0020.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0021.png', 0.06021171524593883
20, 21, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0021.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0022.png', 0.0705537398970771
21, 22, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0022.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0023.png', 0.050504588285190395
22, 23, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0023.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0024.png', 0.03375740212390105
23, 24, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0024.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0025.png', 0.048447251927536926
24, 25, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0025.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0026.png', 0.03844595164400397
25, 26, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0026.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0027.png', 0.018247462739053904
26, 27, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0027.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0028.png', 0.02769561190047221
27, 28, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0028.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0029.png', 0.012890940833683676
28, 29, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0029.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0030.png', 0.017773289424283963
29, 30, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0030.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0031.png', 0.01934529263096175
30, 31, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0031.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0032.png', 0.03136184071339305
31, 32, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0032.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0033.png', 0.026305106232177917
32, 33, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0033.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0034.png', 0.041548165246944053
33, 34, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0034.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0035.png', 0.06265406050397751
34, 35, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0035.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0036.png', 0.056314925412372055
35, 36, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0036.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0037.png', 0.053175688375302906
36, 37, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0037.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0038.png', 0.0449946582378526
37, 38, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0038.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0039.png', 0.05412197507430938
38, 39, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0039.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0040.png', 0.04617377922168481
39, 40, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0040.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0041.png', 0.043610150807954
40, 41, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0041.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0042.png', 0.07002247770109901
41, 42, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0042.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0043.png', 0.05990472626530808
42, 43, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0043.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0044.png', 0.032564192314335764
43, 44, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0044.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0045.png', -0.0
44, 45, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0045.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0046.png', -0.0
45, 46, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0046.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0047.png', -0.0
46, 47, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0047.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0048.png', -0.0
47, 48, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0048.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0049.png', -0.0
48, 49, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0049.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0050.png', 0.008117133127105292
49, 50, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0050.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0051.png', 0.008117133127105292
50, 51, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0051.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0052.png', -0.0
51, 52, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0052.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0053.png', 0.00874590784647976
52, 53, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0053.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0054.png', 0.009101997303020633
53, 54, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0054.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0055.png', 0.014713458529157475
54, 55, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0055.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0056.png', -0.0
55, 56, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0056.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0057.png', 0.022649008620394987
56, 57, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0057.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0058.png', 0.03946334863573304
57, 58, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0058.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0059.png', 0.03646221512555808
58, 59, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0059.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0060.png', 0.044138728435619244
59, 60, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0060.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0061.png', 0.031645590631186035
60, 61, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0061.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0062.png', 0.052352350033065265
61, 62, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0062.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0063.png', 0.05811653250754102
62, 63, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0063.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0064.png', 0.04094530803259133
63, 64, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0064.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0065.png', 0.040811075224901974
64, 65, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0065.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0066.png', 0.04838263870281197
65, 66, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0066.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0067.png', 0.0821106717106281
66, 67, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0067.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0068.png', 0.05550281974509674
67, 68, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0068.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0069.png', 0.07337006210904051
68, 69, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0069.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0070.png', 0.00998277997953677
69, 70, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0070.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0071.png', -0.0
70, 71, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0071.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0072.png', -0.0
71, 72, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0072.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0073.png', -0.0
72, 73, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0073.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0074.png', -0.0
73, 74, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0074.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0075.png', -0.0
74, 75, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0075.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0076.png', -0.0
75, 76, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0076.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0077.png', -0.0
76, 77, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0077.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0078.png', -0.0
77, 78, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0078.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0079.png', 0.038513958246710514
78, 79, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0079.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0080.png', 0.03762782727116847
79, 80, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0080.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0081.png', 0.02578916800966122
80, 81, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0081.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0082.png', 0.02593678453079047
81, 82, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0082.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0083.png', 0.03926032897020933
82, 83, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0083.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0084.png', 0.041146476183672634
83, 84, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0084.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0085.png', 0.026892317334931495
84, 85, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0085.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0086.png', 0.01641704712109765
85, 86, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0086.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0087.png', 0.042615183152034414
86, 87, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0087.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0088.png', 0.04288100898344421
87, 88, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0088.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0089.png', 0.06525358996141556
88, 89, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0089.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0090.png', 0.03604892705605424
89, 90, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0090.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0091.png', 0.031645590631186035
90, 91, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0091.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0092.png', -0.0
91, 92, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0092.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0093.png', -0.0
92, 93, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0093.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0094.png', -0.0
93, 94, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0094.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0095.png', -0.0
94, 95, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0095.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0096.png', -0.0
95, 96, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0096.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0097.png', -0.0
96, 97, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0097.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0098.png', -0.0
97, 98, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0098.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0099.png', -0.0
98, 99, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0099.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0100.png', -0.0
99, 100, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0100.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0101.png', -0.0
100, 101, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0101.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0102.png', 0.10385628265037361
101, 102, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0102.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0103.png', 0.1195379097470588
102, 103, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0103.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0104.png', 0.13146120576782738
103, 104, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0104.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0105.png', 0.2501411371821808
104, 105, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0105.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0106.png', 0.27894707587472284
105, 106, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0106.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0107.png', 0.2807171172805742
106, 107, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0107.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0108.png', 0.3277243109438648
107, 108, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0108.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0109.png', 0.37594819149465464
108, 109, './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0109.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/mmaps/map0110.png', 0.32996847454517286
