0, 1, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00001.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00002.png', 7.179736254082852
17, 18, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00018.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00019.png', 5.775340205462896
18, 19, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00019.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00020.png', 6.178303925474882
19, 20, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00020.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00021.png', 6.768323670286405
20, 21, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00021.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00022.png', 6.2309229658816125
21, 22, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00022.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00023.png', 5.886781945770371
22, 23, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00023.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00024.png', 7.004601759689368
23, 24, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00024.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00025.png', 5.5262550586853445
24, 25, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00025.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00026.png', 6.224311140282503
25, 26, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00026.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00027.png', 6.105774900343539
26, 27, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00027.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00028.png', 5.745780889591741
27, 28, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00028.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00029.png', 4.809900549038354
28, 29, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00029.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00030.png', 5.060332046393998
29, 30, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00030.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00031.png', 5.400836524456922
30, 31, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00031.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00032.png', 5.51826634582212
31, 32, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00032.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00033.png', 4.966458432190438
32, 33, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00033.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00034.png', 5.076698351474441
33, 34, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00034.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00035.png', 6.061722148664556
34, 35, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00035.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00036.png', 5.8718634680390736
35, 36, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00036.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00037.png', 5.059342964363291
36, 37, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00037.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00038.png', 5.471631739156607
37, 38, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00038.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00039.png', 5.0578790040255255
38, 39, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00039.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00040.png', 5.992923804664945
39, 40, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00040.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00041.png', 5.376428575811858
40, 41, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00041.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00042.png', 4.735622679672734
41, 42, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00042.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00043.png', 5.560207425137185
42, 43, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00043.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00044.png', 5.3085623890346305
43, 44, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00044.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00045.png', 4.8032289800773045
44, 45, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00045.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00046.png', 5.373356577619536
45, 46, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00046.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00047.png', 5.85894742376151
46, 47, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00047.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00048.png', 5.657043243126037
47, 48, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00048.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00049.png', 5.937091760164469
48, 49, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00049.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00050.png', 5.24545226758184
49, 50, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00050.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00051.png', 5.941671018968633
50, 51, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00051.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00052.png', 5.334686731641662
51, 52, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00052.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00053.png', 3.1665191393626206
52, 53, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00053.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00054.png', 4.456256146106444
53, 54, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00054.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00055.png', 4.081392035806625
54, 55, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00055.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00056.png', 3.4931703178538154
55, 56, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00056.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00057.png', 3.7869974426318906
56, 57, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00057.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00058.png', 3.5137914877108276
57, 58, './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00058.png', './GTEA61/flow_y_processed/S2/put_bread,bread/1/flow_y_00059.png', 3.645410488670211
