0, 1, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00001.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00002.png', 4.629564886470057
28, 29, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00029.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00030.png', 5.9807681490033575
29, 30, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00030.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00031.png', 5.259817632609313
30, 31, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00031.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00032.png', 5.776743555240322
31, 32, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00032.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00033.png', 6.35832508997359
32, 33, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00033.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00034.png', 5.31374161728113
33, 34, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00034.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00035.png', 6.129902386858996
34, 35, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00035.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00036.png', 5.414966033457708
35, 36, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00036.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00037.png', 6.35463900201715
36, 37, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00037.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00038.png', 6.06877112852719
37, 38, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00038.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00039.png', 5.312987473036849
38, 39, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00039.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00040.png', 6.119056191921226
39, 40, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00040.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00041.png', 5.913219187173736
40, 41, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00041.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00042.png', 6.119979089696732
41, 42, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00042.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00043.png', 5.253122137178542
42, 43, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00043.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00044.png', 5.806104597904695
43, 44, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00044.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00045.png', 5.291405967068007
44, 45, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00045.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00046.png', 6.52602611325009
45, 46, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00046.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00047.png', 5.372770519823005
46, 47, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00047.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00048.png', 6.753481476885272
47, 48, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00048.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00049.png', 5.8899686438500245
48, 49, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00049.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00050.png', 7.153778261542892
49, 50, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00050.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00051.png', 5.00870651721228
50, 51, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00051.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00052.png', 6.270598486861906
51, 52, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00052.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00053.png', 6.080380146077439
52, 53, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00053.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00054.png', 5.62044885874811
53, 54, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00054.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00055.png', 5.720443944157535
54, 55, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00055.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00056.png', 5.233732862824605
55, 56, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00056.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00057.png', 6.5125503227424035
56, 57, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00057.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00058.png', 5.0771250597115305
57, 58, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00058.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00059.png', 7.020916970389348
58, 59, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00059.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00060.png', 5.536492731153031
59, 60, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00060.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00061.png', 7.155687467444296
60, 61, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00061.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00062.png', 5.999218361626129
61, 62, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00062.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00063.png', 7.3199260749747905
62, 63, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00063.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00064.png', 6.477990042361356
63, 64, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00064.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00065.png', 6.886761182296429
64, 65, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00065.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00066.png', 6.2497521099535245
65, 66, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00066.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00067.png', 7.2394678476032555
66, 67, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00067.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00068.png', 6.5460398645350155
67, 68, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00068.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00069.png', 7.093671465009797
68, 69, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00069.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00070.png', 6.650710782398192
69, 70, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00070.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00071.png', 6.620402868534597
70, 71, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00071.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00072.png', 6.992309008708522
71, 72, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00072.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00073.png', 6.776068485190432
72, 73, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00073.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00074.png', 6.936065866723922
73, 74, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00074.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00075.png', 6.576408213983464
74, 75, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00075.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00076.png', 6.760797751471672
75, 76, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00076.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00077.png', 5.431223196141671
76, 77, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00077.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00078.png', 6.122778027272689
77, 78, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00078.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00079.png', 7.003787025385357
78, 79, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00079.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00080.png', 6.047576160886287
79, 80, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00080.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00081.png', 6.487937785420385
80, 81, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00081.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00082.png', 5.1190518329493475
81, 82, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00082.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00083.png', 6.766545371639685
82, 83, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00083.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00084.png', 6.622046939417406
83, 84, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00084.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00085.png', 7.273646506671122
84, 85, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00085.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00086.png', 6.9072193045990975
85, 86, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00086.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00087.png', 6.333536446757452
86, 87, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00087.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00088.png', 7.539500472252337
87, 88, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00088.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00089.png', 6.076534261641176
88, 89, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00089.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00090.png', 7.464485550783468
89, 90, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00090.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00091.png', 5.549964375712196
90, 91, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00091.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00092.png', 7.850542000776175
91, 92, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00092.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00093.png', 5.461776396431152
92, 93, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00093.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00094.png', 7.380507541277386
93, 94, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00094.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00095.png', 5.615101762552079
94, 95, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00095.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00096.png', 6.849574246992101
95, 96, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00096.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00097.png', 6.208903742693605
96, 97, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00097.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00098.png', 6.119306432919544
97, 98, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00098.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00099.png', 7.306512286083225
98, 99, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00099.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00100.png', 5.607067317133104
99, 100, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00100.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00101.png', 7.40620230587002
100, 101, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00101.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00102.png', 5.997127715514572
101, 102, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00102.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00103.png', 7.5309932235166395
102, 103, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00103.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00104.png', 5.73217326891646
103, 104, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00104.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00105.png', 7.163108398839926
104, 105, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00105.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00106.png', 7.003482584694151
105, 106, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00106.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00107.png', 6.693806804323018
106, 107, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00107.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00108.png', 7.125026431170599
107, 108, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00108.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00109.png', 5.806102829287926
108, 109, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00109.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00110.png', 7.522632854012878
109, 110, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00110.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00111.png', 6.198456149861058
110, 111, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00111.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00112.png', 7.170741309000255
111, 112, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00112.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00113.png', 6.0218673876214766
112, 113, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00113.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00114.png', 6.610927141849509
113, 114, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00114.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00115.png', 6.209534530952332
114, 115, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00115.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00116.png', 7.4703950771983365
115, 116, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00116.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00117.png', 5.4216323873328305
116, 117, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00117.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00118.png', 6.221286114398126
117, 118, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00118.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00119.png', 4.145515864543584
118, 119, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00119.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00120.png', 6.061120227132236
119, 120, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00120.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00121.png', 4.201601944648105
120, 121, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00121.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00122.png', 5.192553417766021
121, 122, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00122.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00123.png', 5.085514385351952
122, 123, './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00123.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/4/flow_y_00124.png', 4.71564236778732
