0, 1, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0002.png', 0.279500784805079
30, 31, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0031.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0032.png', 0.06818460438158469
31, 32, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0032.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0033.png', 0.05158963795756159
32, 33, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0033.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0034.png', 0.06818460438158469
33, 34, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0034.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0035.png', 0.07523208692589024
34, 35, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0035.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0036.png', 0.0684224520933229
35, 36, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0036.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0037.png', 0.09395486685473046
36, 37, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0037.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0038.png', 0.08822665294997645
37, 38, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0038.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0039.png', 0.07067165875763602
38, 39, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0039.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0040.png', 0.05774490308501487
39, 40, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0040.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0041.png', 0.07447710530529827
40, 41, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0041.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0042.png', 0.06301837364998937
41, 42, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0042.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0043.png', 0.06507307495461
42, 43, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0043.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0044.png', 0.052352350033065265
43, 44, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0044.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0045.png', 0.040071050654572934
44, 45, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0045.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0046.png', 0.04760572423741124
45, 46, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0046.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0047.png', 0.05056856415214449
46, 47, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0047.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0048.png', 0.06651371902682623
47, 48, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0048.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0049.png', 0.12252720929045993
48, 49, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0049.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0050.png', 0.19609394850716666
49, 50, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0050.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0051.png', 0.14179709790407427
50, 51, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0051.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0052.png', 0.17259229606237117
51, 52, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0052.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0053.png', 0.2051533925417782
52, 53, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0053.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0054.png', 0.18678301121199017
53, 54, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0054.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0055.png', 0.16313805428799233
54, 55, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0055.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0056.png', 0.17894047375086172
55, 56, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0056.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0057.png', 0.1978074779731601
56, 57, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0057.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0058.png', 0.2023208279376369
57, 58, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0058.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0059.png', 0.16879704002016546
58, 59, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0059.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0060.png', 0.18839770693217664
59, 60, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0060.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0061.png', 0.087001798282489
60, 61, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0061.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0062.png', 0.10760341172621286
61, 62, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0062.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0063.png', 0.17894047375086172
62, 63, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0063.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0064.png', 0.18380170697347417
63, 64, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0064.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0065.png', 0.16510821215995683
64, 65, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0065.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0066.png', 0.22764663810006103
65, 66, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0066.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0067.png', 0.23829440868795967
66, 67, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0067.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0068.png', 0.24546370229226674
67, 68, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0068.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0069.png', 0.2660274840989068
68, 69, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0069.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0070.png', 0.30308349627299186
69, 70, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0070.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0071.png', 0.29177006952131973
70, 71, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0071.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0072.png', 0.29006898603262504
71, 72, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0072.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0073.png', 0.3555672378467109
72, 73, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0073.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0074.png', 0.326394362847254
73, 74, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0074.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0075.png', 0.29021394799466727
74, 75, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0075.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0076.png', 0.27935317995047093
75, 76, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0076.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0077.png', 0.31710722128709784
76, 77, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0077.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0078.png', 0.3322045062032237
77, 78, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0078.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0079.png', 0.30315442745353594
78, 79, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0079.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0080.png', 0.327417654633896
79, 80, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0080.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0081.png', 0.3149893700206431
80, 81, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0081.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0082.png', 0.3322045062032237
81, 82, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0082.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0083.png', 0.2927811832841638
82, 83, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0083.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0084.png', 0.27524230627013435
83, 84, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0084.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0085.png', 0.2529291565525087
84, 85, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0085.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0086.png', 0.3082749108939865
85, 86, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0086.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0087.png', 0.29317793929117886
86, 87, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0087.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0088.png', 0.3138405775700131
87, 88, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0088.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0089.png', 0.3232112995018339
88, 89, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0089.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0090.png', 0.2629990355039046
89, 90, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0090.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0091.png', 0.26915286533086197
90, 91, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0091.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0092.png', 0.29017771080661425
91, 92, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0092.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0093.png', 0.282298284777198
92, 93, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0093.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0094.png', 0.28001711098015014
93, 94, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0094.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0095.png', 0.36903644741066516
94, 95, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0095.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0096.png', 0.3655518983996485
95, 96, './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0096.png', './GTEA61/processed_frames2/S3/pour_mustard,cheese,bread/1/mmaps/map0097.png', 0.39965127187541005
