0, 1, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0001.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0002.png', 0.13017572833328292
26, 27, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0027.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0028.png', 0.01585281165173505
27, 28, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0028.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0029.png', 0.01585281165173505
28, 29, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0029.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0030.png', -0.0
29, 30, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0030.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0031.png', -0.0
30, 31, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0031.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0032.png', 0.009013185442534974
31, 32, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0032.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0033.png', 0.009013185442534974
32, 33, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0033.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0034.png', 0.01438512514729601
33, 34, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0034.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0035.png', 0.016737916565383943
34, 35, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0035.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0036.png', 0.02173672794550991
35, 36, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0036.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0037.png', -0.0
36, 37, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0037.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0038.png', -0.0
37, 38, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0038.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0039.png', -0.0
38, 39, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0039.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0040.png', -0.0
39, 40, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0040.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0041.png', 0.018247462739053904
40, 41, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0041.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0042.png', 0.025641385364883158
41, 42, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0042.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0043.png', 0.04734610866527085
42, 43, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0043.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0044.png', 0.03680585973776702
43, 44, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0044.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0045.png', 0.041748688623211315
44, 45, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0045.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0046.png', 0.036255696540669624
45, 46, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0046.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0047.png', 0.038105527263807885
46, 47, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0047.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0048.png', 0.053743933638077626
47, 48, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0048.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0049.png', 0.048059274506236836
48, 49, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0049.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0050.png', 0.044665891203083105
49, 50, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0050.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0051.png', 0.08000669428810694
50, 51, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0051.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0052.png', 0.026525611182244235
51, 52, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0052.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0053.png', 0.012301976141196167
52, 53, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0053.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0054.png', 0.02150753147904503
53, 54, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0054.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0055.png', 0.03136184071339305
54, 55, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0055.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0056.png', 0.01641704712109765
55, 56, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0056.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0057.png', 0.009367612527378423
56, 57, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0057.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0058.png', -0.0
57, 58, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0058.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0059.png', -0.0
58, 59, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0059.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0060.png', -0.0
59, 60, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0060.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0061.png', -0.0
60, 61, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0061.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0062.png', 0.030792748897177133
61, 62, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0062.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0063.png', 0.033547482861527006
62, 63, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0063.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0064.png', 0.028783589716592457
63, 64, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0064.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0065.png', 0.04040779327072
64, 65, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0065.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0066.png', 0.031645590631186035
65, 66, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0066.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0067.png', 0.031077562024561953
66, 67, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0067.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0068.png', 0.031858059405500835
67, 68, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0068.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0069.png', 0.04934977235667804
68, 69, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0069.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0070.png', 0.03878572555151881
69, 70, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0070.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0071.png', 0.05005622796391336
70, 71, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0071.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0072.png', 0.047994541830736745
71, 72, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0072.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0073.png', 0.024676670385179393
72, 73, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0073.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0074.png', 0.01942326508122074
73, 74, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0074.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0075.png', 0.01221745377456686
74, 75, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0075.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0076.png', -0.0
75, 76, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0076.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0077.png', 0.009013185442534974
76, 77, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0077.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0078.png', 0.009013185442534974
77, 78, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0078.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0079.png', -0.0
78, 79, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0079.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0080.png', -0.0
79, 80, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0080.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0081.png', 0.008567004826127734
80, 81, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0081.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0082.png', 0.008567004826127734
81, 82, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0082.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0083.png', -0.0
82, 83, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0083.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0084.png', -0.0
83, 84, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0084.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0085.png', -0.0
84, 85, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0085.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0086.png', -0.0
85, 86, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0086.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0087.png', 0.0089242343066975
86, 87, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0087.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0088.png', 0.0089242343066975
87, 88, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0088.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0089.png', -0.0
88, 89, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0089.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0090.png', -0.0
89, 90, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0090.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0091.png', -0.0
90, 91, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0091.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0092.png', -0.0
91, 92, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0092.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0093.png', 0.009013185442534974
92, 93, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0093.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0094.png', 0.009013185442534974
93, 94, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0094.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0095.png', 0.08944683336533615
94, 95, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0095.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0096.png', 0.0954802338592537
95, 96, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0096.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0097.png', 0.11063598246649166
96, 97, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0097.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0098.png', 0.1592650031374978
97, 98, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0098.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0099.png', 0.20675309076404097
98, 99, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0099.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0100.png', 0.19900354124502131
99, 100, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0100.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0101.png', 0.28475357286657094
100, 101, './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0101.png', './GTEA61/processed_frames2/S4/pour_water,cup/3/mmaps/map0102.png', 0.32979874773651896
