0, 1, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0001.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0002.png', 4.892560069384131
16, 17, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0017.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0018.png', 4.935212254692354
17, 18, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0018.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0019.png', 5.319106880141677
18, 19, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0019.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0020.png', 5.103002629116727
19, 20, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0020.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0021.png', 5.420703683159051
20, 21, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0021.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0022.png', 5.069649295029643
21, 22, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0022.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0023.png', 5.032954540073614
22, 23, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0023.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0024.png', 5.530318834744816
23, 24, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0024.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0025.png', 5.264474881012923
24, 25, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0025.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0026.png', 5.38464136489307
25, 26, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0026.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0027.png', 4.732198163440103
26, 27, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0027.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0028.png', 5.104673275509442
27, 28, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0028.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0029.png', 4.9957638908403235
28, 29, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0029.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0030.png', 5.003119000995445
29, 30, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0030.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0031.png', 4.875942489579352
30, 31, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0031.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0032.png', 5.053912511812278
31, 32, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0032.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0033.png', 5.2411547946790815
32, 33, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0033.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0034.png', 4.961606728589474
33, 34, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0034.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0035.png', 5.069277427650004
34, 35, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0035.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0036.png', 4.519618781997072
35, 36, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0036.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0037.png', 4.659637981370628
36, 37, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0037.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0038.png', 4.859177173816425
37, 38, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0038.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0039.png', 5.187043212594339
38, 39, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0039.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0040.png', 5.559422131942495
39, 40, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0040.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0041.png', 5.835923391939784
40, 41, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0041.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0042.png', 5.724908907535902
41, 42, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0042.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0043.png', 5.25440882538303
42, 43, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0043.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0044.png', 5.592498630111415
43, 44, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0044.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0045.png', 5.277830298510798
44, 45, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0045.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0046.png', 5.031105953032153
45, 46, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0046.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0047.png', 5.002587706644047
46, 47, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0047.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0048.png', 4.943487913938161
47, 48, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0048.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0049.png', 5.314592111529741
48, 49, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0049.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0050.png', 5.108729225189694
49, 50, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0050.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0051.png', 4.607546511487364
50, 51, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0051.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0052.png', 4.413522557775987
51, 52, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0052.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0053.png', 4.766537725288678
52, 53, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0053.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0054.png', 5.273720963455748
53, 54, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0054.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0055.png', 5.252705841060658
54, 55, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0055.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0056.png', 5.073833399053334
55, 56, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0056.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0057.png', 4.908828766093708
56, 57, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0057.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0058.png', 4.450333900896698
57, 58, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0058.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0059.png', 5.266534498370468
58, 59, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0059.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0060.png', 5.161424398360133
59, 60, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0060.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0061.png', 4.9951687245839205
60, 61, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0061.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0062.png', 5.215604296969757
61, 62, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0062.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0063.png', 4.772655346439271
62, 63, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0063.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0064.png', 5.298723138160868
63, 64, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0064.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0065.png', 5.122268366428447
64, 65, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0065.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0066.png', 4.885191635592984
65, 66, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0066.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0067.png', 4.905779121752609
66, 67, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0067.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0068.png', 5.195025147962397
67, 68, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0068.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0069.png', 5.406773623267719
68, 69, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0069.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0070.png', 5.146628923973825
69, 70, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0070.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0071.png', 4.3727399143437635
70, 71, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0071.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0072.png', 4.219407836283652
71, 72, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0072.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0073.png', 4.816445923563302
72, 73, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0073.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0074.png', 4.7805828594566515
73, 74, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0074.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0075.png', 4.33147963221569
74, 75, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0075.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0076.png', 4.635464431534827
75, 76, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0076.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0077.png', 4.265765404229715
76, 77, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0077.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0078.png', 4.893174310179555
77, 78, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0078.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0079.png', 4.907295837409207
78, 79, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0079.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0080.png', 4.749996238508877
79, 80, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0080.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0081.png', 4.5613044519219965
80, 81, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0081.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0082.png', 5.250690012811183
81, 82, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0082.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0083.png', 5.8472689516171386
82, 83, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0083.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0084.png', 5.1697464756843745
83, 84, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0084.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0085.png', 4.511239711986898
84, 85, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0085.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0086.png', 5.303695942288351
85, 86, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0086.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0087.png', 4.018443336874431
86, 87, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0087.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/rgb/rgb0088.png', 5.000332876209872
