0, 1, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0001.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0002.png', 0.3205633208111985
11, 12, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0012.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0013.png', 0.32830313458275207
12, 13, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0013.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0014.png', 0.20147227490353625
13, 14, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0014.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0015.png', 0.20176942705967524
14, 15, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0015.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0016.png', 0.3007736846721357
15, 16, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0016.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0017.png', 0.28031195169490697
16, 17, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0017.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0018.png', 0.21781678961135495
17, 18, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0018.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0019.png', 0.2610981595043322
18, 19, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0019.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0020.png', 0.25647186743481115
19, 20, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0020.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0021.png', 0.27218683941909194
20, 21, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0021.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0022.png', 0.29043132491317203
21, 22, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0022.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0023.png', 0.2529677828859701
22, 23, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0023.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0024.png', 0.23203476506275944
23, 24, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0024.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0025.png', 0.24244174719819028
24, 25, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0025.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0026.png', 0.26956581435457494
25, 26, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0026.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0027.png', 0.24784624110774822
26, 27, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0027.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0028.png', 0.24530711748520992
27, 28, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0028.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0029.png', 0.23829440868795967
28, 29, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0029.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0030.png', 0.27218683941909194
29, 30, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0030.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0031.png', 0.3054198425999054
30, 31, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0031.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0032.png', 0.21496900424132112
31, 32, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0032.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0033.png', 0.2718505092353422
32, 33, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0033.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0034.png', 0.2726349787330489
33, 34, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0034.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0035.png', 0.26825086715388646
34, 35, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0035.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0036.png', 0.2581967492756491
35, 36, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0036.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0037.png', 0.314223748802193
36, 37, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0037.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0038.png', 0.306866681145606
37, 38, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0038.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0039.png', 0.2571624437615453
38, 39, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0039.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0040.png', 0.29321399497641887
39, 40, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0040.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0041.png', 0.28160015104790265
40, 41, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0041.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0042.png', 0.25017995363607554
41, 42, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0042.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0043.png', 0.3340617048643195
42, 43, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0043.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0044.png', 0.3392658526349516
43, 44, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0044.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0045.png', 0.30016811808241073
44, 45, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0045.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0046.png', 0.26956581435457494
45, 46, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0046.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0047.png', 0.29035887473986594
46, 47, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0047.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0048.png', 0.30517247558984445
47, 48, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0048.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0049.png', 0.320942303984891
48, 49, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0049.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0050.png', 0.30112961635368823
49, 50, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0050.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0051.png', 0.2585028520958691
50, 51, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0051.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0052.png', 0.2625054102291838
51, 52, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0052.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0053.png', 0.2784667734809292
52, 53, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0053.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0054.png', 0.2781710079264945
53, 54, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0054.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0055.png', 0.2799065077079499
54, 55, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0055.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0056.png', 0.23702429018822913
55, 56, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0056.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0057.png', 0.24118105891355912
56, 57, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0057.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0058.png', 0.2700534677963615
57, 58, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0058.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0059.png', 0.25358544799651894
58, 59, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0059.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0060.png', 0.26666899390454923
59, 60, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0060.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0061.png', 0.27367930346627495
60, 61, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0061.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0062.png', 0.2533924996244981
61, 62, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0062.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0063.png', 0.3000255433443825
62, 63, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0063.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0064.png', 0.28468042782399045
63, 64, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0064.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0065.png', 0.2756509764335062
64, 65, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0065.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0066.png', 0.31059137243935026
65, 66, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0066.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0067.png', 0.2600309223523588
66, 67, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0067.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0068.png', 0.268401297360787
67, 68, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0068.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0069.png', 0.2635680791433738
68, 69, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0069.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0070.png', 0.269790935902853
69, 70, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0070.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0071.png', 0.2696783860056291
70, 71, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0071.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0072.png', 0.3073599335449503
71, 72, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0072.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0073.png', 0.29702364574051465
72, 73, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0073.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0074.png', 0.2599546152975678
73, 74, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0074.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0075.png', 0.2729335475306798
74, 75, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0075.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0076.png', 0.2863240143224314
75, 76, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0076.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0077.png', 0.28167367764961926
76, 77, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0077.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0078.png', 0.31592768545046324
77, 78, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0078.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0079.png', 0.30665516435031087
78, 79, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0079.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0080.png', 0.26136465986351687
79, 80, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0080.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0081.png', 0.26387134003334567
80, 81, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0081.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0082.png', 0.2598401357191054
81, 82, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0082.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0083.png', 0.2612885294873693
82, 83, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0083.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0084.png', 0.25773728841524535
83, 84, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0084.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0085.png', 0.25481877292666755
84, 85, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0085.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0086.png', 0.27282160209624107
85, 86, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0086.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0087.png', 0.28934364718119193
86, 87, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0087.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0088.png', 0.28821762430438685
87, 88, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0088.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0089.png', 0.259114568234317
88, 89, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0089.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0090.png', 0.2340359904010168
89, 90, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0090.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0091.png', 0.24597230210890023
90, 91, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0091.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0092.png', 0.27939008462952264
91, 92, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0092.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0093.png', 0.24605050745324614
92, 93, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0093.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0094.png', 0.28090119156111737
93, 94, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0094.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0095.png', 0.28901695652494114
94, 95, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0095.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0096.png', 0.2648936727363885
95, 96, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0096.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0097.png', 0.27972212281400366
96, 97, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0097.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0098.png', 0.2687020410786243
97, 98, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0098.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0099.png', 0.24694908926187328
98, 99, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0099.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0100.png', 0.2353926872455063
99, 100, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0100.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0101.png', 0.24632414064419333
100, 101, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0101.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0102.png', 0.2737165663278182
101, 102, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0102.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0103.png', 0.2542795215445325
102, 103, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0103.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0104.png', 0.2583115569795704
103, 104, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0104.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0105.png', 0.2591909869354248
104, 105, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0105.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0106.png', 0.288908019823498
105, 106, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0106.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0107.png', 0.28347222964532787
106, 107, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0107.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0108.png', 0.2523494465842682
107, 108, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0108.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0109.png', 0.2655364383103216
108, 109, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0109.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0110.png', 0.22889822252248607
109, 110, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0110.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0111.png', 0.2526200514377052
110, 111, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0111.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0112.png', 0.288908019823498
111, 112, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0112.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0113.png', 0.2728589196221803
112, 113, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0113.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0114.png', 0.28001711098015014
113, 114, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0114.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0115.png', 0.2644395257245691
114, 115, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0115.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0116.png', 0.24334611571745351
115, 116, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0116.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0117.png', 0.25873232206543323
116, 117, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0117.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0118.png', 0.25543443685416517
117, 118, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0118.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0119.png', 0.223059882551719
118, 119, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0119.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0120.png', 0.23912634892789136
119, 120, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0120.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0121.png', 0.2519239499493187
120, 121, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0121.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0122.png', 0.22395592492127991
121, 122, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0122.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0123.png', 0.23591054549879723
122, 123, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0123.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0124.png', 0.24597230210890023
123, 124, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0124.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0125.png', 0.20658493229591185
124, 125, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0125.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0126.png', 0.240115135454709
125, 126, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0126.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0127.png', 0.27412630135896193
126, 127, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0127.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0128.png', 0.22040376364528028
127, 128, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0128.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0129.png', 0.18573283275340086
128, 129, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0129.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0130.png', 0.19716557812799762
129, 130, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0130.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0131.png', 0.17236723336772863
130, 131, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0131.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0132.png', 0.19458986839424885
131, 132, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0132.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0133.png', 0.1826570270156219
132, 133, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0133.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0134.png', 0.23014694744629205
133, 134, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0134.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0135.png', 0.1753295787905948
134, 135, './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0135.png', './GTEA61/processed_frames2/S3/spread_peanut,spoon,bread/2/mmaps/map0136.png', 0.12873713195830033
