0, 1, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0002.png', 0.15810597143728095
15, 16, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0016.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0017.png', 0.10252745273764938
16, 17, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0017.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0018.png', 0.09613184868817919
17, 18, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0018.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0019.png', 0.14658673850549656
18, 19, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0019.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0020.png', 0.17371602329387126
19, 20, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0020.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0021.png', 0.18529460166937928
20, 21, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0021.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0022.png', 0.1656565401547272
21, 22, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0022.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0023.png', 0.17340164549716425
22, 23, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0023.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0024.png', 0.16888775724318505
23, 24, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0024.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0025.png', 0.22236646749735434
24, 25, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0025.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0026.png', 0.24905319480741578
25, 26, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0026.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0027.png', 0.2563566902992166
26, 27, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0027.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0028.png', 0.2644016640427258
27, 28, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0028.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0029.png', 0.2708777990229094
28, 29, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0029.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0030.png', 0.37234325692937764
29, 30, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0030.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0031.png', 0.41239957652398324
30, 31, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0031.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0032.png', 0.4005920844492632
31, 32, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0032.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0033.png', 0.36111236129258084
32, 33, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0033.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0034.png', 0.35253072125790563
33, 34, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0034.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0035.png', 0.37408505486727317
34, 35, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0035.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0036.png', 0.4065684009699889
35, 36, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0036.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0037.png', 0.4142127238301822
36, 37, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0037.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0038.png', 0.4230258397765649
37, 38, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0038.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0039.png', 0.37541192011965824
38, 39, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0039.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0040.png', 0.4233477416663596
39, 40, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0040.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0041.png', 0.43972250842691696
40, 41, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0041.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0042.png', 0.4200625241596527
41, 42, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0042.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0043.png', 0.41749880640498377
42, 43, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0043.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0044.png', 0.3913666616265878
43, 44, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0044.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0045.png', 0.33993418533696496
44, 45, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0045.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0046.png', 0.37408505486727317
45, 46, './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0046.png', './GTEA61/processed_frames2/S3/pour_chocolate,bread/1/mmaps/map0047.png', 0.3815360548790472
