0, 1, './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0002.png', 0.19070159984195775
35, 36, './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0036.png', './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0037.png', 0.36916395421096637
36, 37, './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0037.png', './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0038.png', 0.36178997192628426
37, 38, './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0038.png', './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0039.png', 0.3703103541125778
38, 39, './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0039.png', './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0040.png', 0.39703393383474456
39, 40, './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0040.png', './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0041.png', 0.37332558979187896
40, 41, './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0041.png', './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0042.png', 0.38468483603376014
41, 42, './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0042.png', './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0043.png', 0.41254839050679265
42, 43, './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0043.png', './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0044.png', 0.43347677548747654
43, 44, './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0044.png', './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0045.png', 0.4148950249362473
44, 45, './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0045.png', './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0046.png', 0.40752900003779996
45, 46, './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0046.png', './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0047.png', 0.4667873490828601
46, 47, './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0047.png', './GTEA61/processed_frames2/S4/pour_mustard,cheese,bread/1/mmaps/map0048.png', 0.4379524669083538
