0, 1, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00001.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00002.png', 5.394041026298904
17, 18, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00018.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00019.png', 4.198183187270004
18, 19, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00019.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00020.png', 4.193065023991641
19, 20, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00020.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00021.png', 3.9170729256000163
20, 21, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00021.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00022.png', 4.3597848537232045
21, 22, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00022.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00023.png', 5.005049105979719
22, 23, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00023.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00024.png', 4.647682723871775
23, 24, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00024.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00025.png', 5.944959942831512
24, 25, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00025.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00026.png', 5.405252373211217
25, 26, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00026.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00027.png', 5.023729717726154
26, 27, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00027.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00028.png', 4.778495604633627
27, 28, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00028.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00029.png', 4.825384061643527
28, 29, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00029.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00030.png', 4.806628671798167
29, 30, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00030.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00031.png', 4.922130425124144
30, 31, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00031.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/2/flow_y_00032.png', 5.35275410263018
