0, 1, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00001.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00002.png', 6.232974079356178
17, 18, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00018.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00019.png', 4.659464126935181
18, 19, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00019.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00020.png', 4.717984901034277
19, 20, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00020.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00021.png', 4.649287073668146
20, 21, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00021.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00022.png', 4.4906064026603945
21, 22, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00022.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00023.png', 4.680338523186461
22, 23, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00023.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00024.png', 4.472829873082299
23, 24, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00024.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00025.png', 5.24195700119781
24, 25, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00025.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00026.png', 4.866793646296377
25, 26, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00026.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00027.png', 3.7280577601895053
26, 27, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00027.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00028.png', 4.0054104204615415
27, 28, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00028.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00029.png', 4.056611018166874
28, 29, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00029.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00030.png', 4.255385328516764
29, 30, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00030.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00031.png', 4.738567007781886
30, 31, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00031.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00032.png', 3.858347340357609
31, 32, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00032.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00033.png', 5.044383408952749
32, 33, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00033.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00034.png', 5.2347622380173044
33, 34, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00034.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00035.png', 4.9897296099015485
34, 35, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00035.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00036.png', 5.05888732320523
35, 36, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00036.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00037.png', 5.027114401997407
36, 37, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00037.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00038.png', 4.63914103210554
37, 38, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00038.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00039.png', 4.854483305290837
38, 39, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00039.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00040.png', 4.228889465225179
39, 40, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00040.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00041.png', 4.202552195552498
40, 41, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00041.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00042.png', 3.6299544101769503
41, 42, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00042.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00043.png', 4.376123428063776
42, 43, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00043.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00044.png', 4.903954374259863
43, 44, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00044.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00045.png', 4.940115222460398
44, 45, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00045.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00046.png', 4.9010979589500385
45, 46, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00046.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00047.png', 4.343957881405129
46, 47, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00047.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00048.png', 4.679779043769386
47, 48, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00048.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00049.png', 4.91608314721759
48, 49, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00049.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00050.png', 4.54929320969298
49, 50, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00050.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00051.png', 5.086194902201469
50, 51, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00051.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00052.png', 4.893266257774219
51, 52, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00052.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00053.png', 4.750888164098889
52, 53, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00053.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00054.png', 4.982310102159794
53, 54, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00054.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00055.png', 5.345720151634354
54, 55, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00055.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00056.png', 4.778904284772507
55, 56, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00056.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00057.png', 4.786406394970227
56, 57, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00057.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00058.png', 4.5957423606608545
57, 58, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00058.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00059.png', 5.389672197622086
58, 59, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00059.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00060.png', 5.260403346923242
59, 60, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00060.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00061.png', 4.557262474692983
60, 61, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00061.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00062.png', 5.8337708756521485
61, 62, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00062.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00063.png', 6.20118603469917
62, 63, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00063.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00064.png', 5.00190721016913
63, 64, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00064.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00065.png', 6.008208618502975
64, 65, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00065.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00066.png', 5.143902191713088
65, 66, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00066.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00067.png', 4.7679790911245306
66, 67, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00067.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00068.png', 4.65975208832145
67, 68, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00068.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00069.png', 4.330836178031457
68, 69, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00069.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00070.png', 4.929661130514564
69, 70, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00070.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00071.png', 4.897633913136541
70, 71, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00071.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00072.png', 4.994902456988641
71, 72, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00072.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00073.png', 5.012427799204952
72, 73, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00073.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00074.png', 4.776854685946118
73, 74, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00074.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00075.png', 5.581861878098835
74, 75, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00075.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00076.png', 5.464721543940628
75, 76, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00076.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00077.png', 4.508029415244481
76, 77, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00077.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00078.png', 4.726288838860159
77, 78, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00078.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00079.png', 5.519372820522481
78, 79, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00079.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00080.png', 5.09756252877894
79, 80, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00080.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00081.png', 5.284946378600056
80, 81, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00081.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00082.png', 5.407402328639801
81, 82, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00082.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00083.png', 5.000281033825426
82, 83, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00083.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00084.png', 5.579351439074558
83, 84, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00084.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00085.png', 5.7999723276193125
84, 85, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00085.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00086.png', 5.426221146785518
85, 86, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00086.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00087.png', 5.576771675607728
86, 87, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00087.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00088.png', 5.381895550119121
87, 88, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00088.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00089.png', 5.102088937752352
88, 89, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00089.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00090.png', 4.96639665926319
89, 90, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00090.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00091.png', 4.4046815499289815
90, 91, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00091.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00092.png', 5.490267577380814
91, 92, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00092.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00093.png', 4.926127279150107
92, 93, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00093.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00094.png', 4.526466907319564
93, 94, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00094.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00095.png', 5.294425724329485
94, 95, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00095.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00096.png', 5.478606878805824
95, 96, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00096.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00097.png', 5.572968162851172
96, 97, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00097.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00098.png', 5.877612658939672
97, 98, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00098.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00099.png', 6.15343420204313
98, 99, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00099.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00100.png', 5.680179657607538
99, 100, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00100.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00101.png', 4.794718797952025
100, 101, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00101.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00102.png', 4.961998214679937
101, 102, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00102.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00103.png', 4.288448308226494
102, 103, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00103.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00104.png', 5.636614983759815
103, 104, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00104.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00105.png', 4.8793319109356235
104, 105, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00105.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00106.png', 5.010424194047489
105, 106, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00106.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00107.png', 5.635840633314995
106, 107, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00107.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00108.png', 5.921956276174919
107, 108, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00108.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00109.png', 7.128079657041492
108, 109, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00109.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00110.png', 7.193568480229993
109, 110, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00110.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00111.png', 5.361536907065233
110, 111, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00111.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00112.png', 5.545383625859145
111, 112, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00112.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00113.png', 5.74635906166886
112, 113, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00113.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00114.png', 5.68619014518269
113, 114, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00114.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00115.png', 6.295449453059803
114, 115, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00115.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00116.png', 5.707044348825819
115, 116, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00116.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00117.png', 5.268454484485712
116, 117, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00117.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00118.png', 4.980216770042874
117, 118, './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00118.png', './GTEA61/flow_x_processed/S4/put_bread,bread/2/flow_x_00119.png', 4.634803754614951
