0, 1, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00001.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00002.png', 5.753297847767449
17, 18, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00018.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00019.png', 4.668420573657227
18, 19, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00019.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00020.png', 4.5707107495934505
19, 20, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00020.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00021.png', 5.031475911068721
20, 21, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00021.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00022.png', 4.8146388112546425
21, 22, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00022.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00023.png', 5.57287032837836
22, 23, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00023.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00024.png', 4.512542505257174
23, 24, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00024.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00025.png', 4.582575866172068
24, 25, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00025.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00026.png', 4.129140317400126
25, 26, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00026.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00027.png', 4.468935818495288
26, 27, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00027.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00028.png', 3.427215552316301
27, 28, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00028.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00029.png', 4.763388308178396
28, 29, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00029.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00030.png', 4.424615844888168
29, 30, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00030.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00031.png', 4.421621589007003
30, 31, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00031.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00032.png', 5.399706163655822
31, 32, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00032.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00033.png', 5.496261052589349
32, 33, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00033.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00034.png', 5.148444124843547
33, 34, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00034.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00035.png', 4.704952721396785
34, 35, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00035.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00036.png', 4.738093237834137
35, 36, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00036.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00037.png', 4.643193172414847
36, 37, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00037.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00038.png', 4.253792835537453
37, 38, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00038.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00039.png', 5.496172404164125
38, 39, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00039.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00040.png', 5.287862353566733
39, 40, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00040.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00041.png', 5.245553658655082
40, 41, './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00041.png', './GTEA61/flow_y_processed/S1/scoop_sugar,spoon/1/flow_y_00042.png', 5.2369055943462905
