0, 1, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0002.png', 6.275483695690856
48, 49, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0049.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0050.png', 5.168488168985632
49, 50, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0050.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0051.png', 5.153527978055065
50, 51, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0051.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0052.png', 5.280364102192014
51, 52, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0052.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0053.png', 4.966834035751442
52, 53, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0053.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0054.png', 5.003815022618784
53, 54, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0054.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0055.png', 5.283550023947957
54, 55, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0055.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0056.png', 5.451481173841479
55, 56, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0056.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0057.png', 5.386189246983651
56, 57, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0057.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0058.png', 5.381677722916393
57, 58, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0058.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0059.png', 5.2759966757253025
58, 59, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0059.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0060.png', 5.109519412457539
59, 60, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0060.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0061.png', 5.152870177217438
60, 61, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0061.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0062.png', 5.450781295232233
61, 62, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0062.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0063.png', 5.450004281408291
62, 63, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0063.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0064.png', 5.356802450528184
63, 64, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0064.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0065.png', 5.266316955798356
64, 65, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0065.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0066.png', 5.232523374252437
65, 66, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0066.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0067.png', 5.608854238496523
66, 67, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0067.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0068.png', 5.693831344934715
67, 68, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0068.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0069.png', 5.588286910746223
68, 69, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0069.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0070.png', 5.538853980462285
69, 70, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0070.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0071.png', 4.840640301357711
70, 71, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0071.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0072.png', 5.06519146731679
71, 72, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0072.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0073.png', 5.325245207842366
72, 73, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0073.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0074.png', 5.4301649958927465
73, 74, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0074.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0075.png', 5.317266332452496
74, 75, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0075.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0076.png', 4.84788336243696
75, 76, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0076.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0077.png', 5.229002025695426
76, 77, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0077.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0078.png', 5.577075894960177
77, 78, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0078.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0079.png', 5.377987254752746
78, 79, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0079.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0080.png', 5.320925558056161
79, 80, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0080.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0081.png', 5.152310638836869
80, 81, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0081.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0082.png', 5.007710278877521
81, 82, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0082.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0083.png', 4.871429451290147
82, 83, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0083.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0084.png', 4.582119428381026
83, 84, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0084.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0085.png', 4.988568769227557
84, 85, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0085.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0086.png', 5.15882349295566
85, 86, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0086.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0087.png', 4.906064000923443
86, 87, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0087.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0088.png', 5.005335769733206
87, 88, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0088.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0089.png', 5.485944124594305
88, 89, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0089.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0090.png', 5.548229502700295
89, 90, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0090.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0091.png', 5.544543479154703
90, 91, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0091.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0092.png', 5.418014634496912
91, 92, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0092.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0093.png', 5.059379452217364
92, 93, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0093.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0094.png', 4.949350237177366
93, 94, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0094.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0095.png', 5.305998142510856
94, 95, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0095.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0096.png', 5.545260679844495
95, 96, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0096.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0097.png', 5.844438506786102
96, 97, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0097.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0098.png', 5.652207185388555
97, 98, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0098.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0099.png', 5.3184425715684425
98, 99, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0099.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0100.png', 5.210746538725689
99, 100, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0100.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0101.png', 4.975876526569028
100, 101, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0101.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0102.png', 5.272616586183142
101, 102, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0102.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0103.png', 5.245609936461305
102, 103, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0103.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0104.png', 4.834991693203333
103, 104, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0104.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0105.png', 4.67500824849414
104, 105, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0105.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0106.png', 4.9534233478572265
105, 106, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0106.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0107.png', 4.946867411534281
106, 107, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0107.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0108.png', 5.213908877928281
107, 108, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0108.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0109.png', 5.336379226538181
108, 109, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0109.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0110.png', 5.386195677271043
109, 110, './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0110.png', './GTEA61/processed_frames2/S4/pour_honey,bread/1/rgb/rgb0111.png', 5.763762171716641
