0, 1, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0001.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0002.png', 5.3531341119104106
24, 25, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0025.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0026.png', 4.512773418429248
25, 26, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0026.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0027.png', 4.697315878497233
26, 27, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0027.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0028.png', 4.910638293496443
27, 28, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0028.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0029.png', 5.227274824275876
28, 29, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0029.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0030.png', 4.830797958510101
29, 30, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0030.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0031.png', 4.744590919495197
30, 31, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0031.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0032.png', 4.274409420614384
31, 32, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0032.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0033.png', 4.645202404048568
32, 33, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0033.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0034.png', 5.060395141429237
33, 34, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0034.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0035.png', 4.287937190583941
34, 35, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0035.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0036.png', 4.589113692560644
35, 36, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0036.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0037.png', 4.8265803534758716
36, 37, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0037.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0038.png', 5.154536701628907
37, 38, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0038.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0039.png', 4.918689461638951
38, 39, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0039.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0040.png', 4.704448521107136
39, 40, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0040.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0041.png', 4.28395308054938
40, 41, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0041.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0042.png', 4.798564963167126
41, 42, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0042.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0043.png', 4.886228854886628
42, 43, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0043.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0044.png', 4.634875870568304
43, 44, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0044.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0045.png', 4.862632799587379
44, 45, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0045.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0046.png', 4.447428677896439
45, 46, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0046.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0047.png', 4.468926843035252
46, 47, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0047.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0048.png', 4.851423714060121
47, 48, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0048.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0049.png', 5.035477315739651
48, 49, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0049.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0050.png', 4.827171594279597
49, 50, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0050.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0051.png', 4.877102833943121
50, 51, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0051.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0052.png', 4.869905728821818
51, 52, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0052.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0053.png', 4.4409825670959755
52, 53, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0053.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0054.png', 4.6817196175297955
53, 54, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0054.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0055.png', 4.7336533580839095
54, 55, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0055.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0056.png', 5.098566224528071
55, 56, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0056.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0057.png', 4.685191064844769
56, 57, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0057.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0058.png', 4.8753002253436355
57, 58, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0058.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0059.png', 5.389176995115074
58, 59, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0059.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0060.png', 5.085817777262333
59, 60, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0060.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0061.png', 5.388713019028481
60, 61, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0061.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0062.png', 4.961330352429287
61, 62, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0062.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0063.png', 6.179644315411901
62, 63, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0063.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0064.png', 4.486340577073063
63, 64, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0064.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0065.png', 5.140662496905845
64, 65, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0065.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0066.png', 6.231623435672225
65, 66, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0066.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0067.png', 5.291783809922971
66, 67, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0067.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0068.png', 5.7071550784535825
67, 68, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0068.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0069.png', 5.516539495210231
68, 69, './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0069.png', './GTEA61/processed_frames2/S4/stir_spoon,cup/2/rgb/rgb0070.png', 5.641300688241145
