0, 1, './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00001.png', './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00002.png', 5.104131050877663
15, 16, './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00016.png', './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00017.png', 4.31261658440639
16, 17, './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00017.png', './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00018.png', 4.2362953868741835
17, 18, './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00018.png', './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00019.png', 4.402021723189563
18, 19, './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00019.png', './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00020.png', 5.580406883848017
19, 20, './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00020.png', './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00021.png', 5.521777154355082
20, 21, './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00021.png', './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00022.png', 4.173236734062343
21, 22, './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00022.png', './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00023.png', 4.083639557191434
22, 23, './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00023.png', './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00024.png', 4.026352914440279
23, 24, './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00024.png', './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00025.png', 3.785541369661088
24, 25, './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00025.png', './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00026.png', 3.6068208524182483
25, 26, './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00026.png', './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00027.png', 3.8792257106027836
26, 27, './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00027.png', './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00028.png', 4.43297245852539
27, 28, './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00028.png', './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00029.png', 3.6323758072790193
28, 29, './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00029.png', './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00030.png', 4.25117553311568
29, 30, './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00030.png', './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00031.png', 3.7049748840208054
30, 31, './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00031.png', './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00032.png', 3.3324073249659696
31, 32, './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00032.png', './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00033.png', 3.519693747709132
32, 33, './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00033.png', './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00034.png', 4.158723448081394
33, 34, './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00034.png', './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00035.png', 4.314628130754733
34, 35, './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00035.png', './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00036.png', 4.943038499208669
35, 36, './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00036.png', './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00037.png', 5.543982963678838
36, 37, './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00037.png', './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00038.png', 5.349036442511231
37, 38, './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00038.png', './GTEA61/flow_x_processed/S3/scoop_peanut,spoon/1/flow_x_00039.png', 5.338561232978137
