0, 1, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0001.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0002.png', 0.25017995363607554
52, 53, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0053.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0054.png', 0.27535379000677884
53, 54, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0054.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0055.png', 0.21143975587107705
54, 55, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0055.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0056.png', 0.26836369345776173
55, 56, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0056.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0057.png', 0.25211739700403274
56, 57, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0057.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0058.png', 0.23119207453579455
57, 58, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0058.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0059.png', 0.27035335948547845
58, 59, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0059.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0060.png', 0.2519239499493187
59, 60, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0060.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0061.png', 0.2643637998822362
60, 61, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0061.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0062.png', 0.24381738140060547
61, 62, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0062.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0063.png', 0.21691044966638798
62, 63, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0063.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0064.png', 0.25319948584595026
63, 64, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0064.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0065.png', 0.23123223199187742
64, 65, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0065.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0066.png', 0.23022741261574198
65, 66, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0066.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0067.png', 0.2606791238234487
66, 67, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0067.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0068.png', 0.2511107520437417
67, 68, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0068.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0069.png', 0.24122049849621302
68, 69, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0069.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0070.png', 0.2346748511118851
69, 70, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0070.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0071.png', 0.23367630592348024
70, 71, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0071.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0072.png', 0.18870260298520192
71, 72, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0072.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0073.png', 0.16992975612358924
72, 73, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0073.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0074.png', 0.184504807228489
73, 74, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0074.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0075.png', 0.15829161434588612
74, 75, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0075.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0076.png', 0.1398662218030909
75, 76, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0076.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0077.png', 0.14877241215211792
76, 77, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0077.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0078.png', 0.14295146049787977
77, 78, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0078.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0079.png', 0.12293078817952394
78, 79, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0079.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0080.png', 0.09872587701689436
79, 80, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0080.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0081.png', 0.08911451600162325
80, 81, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0081.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0082.png', 0.09275144931807935
81, 82, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0082.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0083.png', 0.09318956108144189
82, 83, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0083.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0084.png', 0.07994962563394213
83, 84, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0084.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0085.png', 0.05424784976985948
84, 85, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0085.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0086.png', 0.06350331448085823
85, 86, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0086.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0087.png', 0.04741104299355281
86, 87, './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0087.png', './GTEA61/processed_frames2/S3/stir_spoon,cup/3/mmaps/map0088.png', 0.06283628244390682
