0, 1, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0002.png', 5.522528803927523
21, 22, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0022.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0023.png', 5.265731721367645
22, 23, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0023.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0024.png', 5.197938922241645
23, 24, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0024.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0025.png', 5.325464890273697
24, 25, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0025.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0026.png', 5.675811816222927
25, 26, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0026.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0027.png', 5.614477749692774
26, 27, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0027.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0028.png', 5.052579763936029
27, 28, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0028.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0029.png', 5.011782984049729
28, 29, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0029.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0030.png', 4.790846275758903
29, 30, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0030.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0031.png', 5.027352064447402
30, 31, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0031.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0032.png', 4.594082937183719
31, 32, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0032.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0033.png', 4.6953682464764706
32, 33, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0033.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0034.png', 4.752816915278973
33, 34, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0034.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0035.png', 4.939586727142162
34, 35, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0035.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0036.png', 5.044197157677561
35, 36, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0036.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0037.png', 5.036345839591138
36, 37, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0037.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0038.png', 4.800481274673082
37, 38, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0038.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0039.png', 5.528697999002617
38, 39, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0039.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0040.png', 5.722242847000738
39, 40, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0040.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0041.png', 5.40418214247218
40, 41, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0041.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0042.png', 4.708247676169824
41, 42, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0042.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0043.png', 5.060579476671474
42, 43, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0043.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0044.png', 5.876153227363332
43, 44, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0044.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0045.png', 5.581541596743917
44, 45, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0045.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0046.png', 4.879873763771617
45, 46, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0046.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0047.png', 5.08395082415371
46, 47, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0047.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0048.png', 5.1567497782634595
47, 48, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0048.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0049.png', 5.234369006156259
48, 49, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0049.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0050.png', 5.173401989157341
49, 50, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0050.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0051.png', 5.458181803480778
50, 51, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0051.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0052.png', 5.610571176924475
51, 52, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0052.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0053.png', 5.865831879168219
52, 53, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0053.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0054.png', 5.82599811110163
53, 54, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0054.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0055.png', 5.480855623639294
54, 55, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0055.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0056.png', 5.225250483924973
55, 56, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0056.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0057.png', 5.195400701984753
56, 57, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0057.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0058.png', 5.371989128247924
57, 58, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0058.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0059.png', 5.4194164817852455
58, 59, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0059.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0060.png', 5.274999590899251
59, 60, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0060.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0061.png', 5.011447511118873
60, 61, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0061.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0062.png', 4.978200798368226
61, 62, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0062.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0063.png', 5.160386105531486
62, 63, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0063.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0064.png', 5.379432105850491
63, 64, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0064.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0065.png', 5.567189554083014
64, 65, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0065.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0066.png', 5.274362310476185
65, 66, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0066.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0067.png', 5.839046519234645
66, 67, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0067.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0068.png', 4.819147108709218
67, 68, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0068.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0069.png', 4.936406609018742
68, 69, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0069.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0070.png', 5.304079985440063
69, 70, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0070.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0071.png', 5.423537024692666
70, 71, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0071.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0072.png', 5.085573911608437
71, 72, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0072.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0073.png', 5.836885965701278
72, 73, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0073.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0074.png', 5.197956787676723
73, 74, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0074.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0075.png', 5.5429743748174545
74, 75, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0075.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0076.png', 5.503640537022999
75, 76, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0076.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0077.png', 5.4650548617243455
76, 77, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0077.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0078.png', 5.3702162104418765
77, 78, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0078.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0079.png', 5.076029509631448
78, 79, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0079.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0080.png', 5.728066994137297
79, 80, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0080.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0081.png', 4.580839001654485
80, 81, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0081.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0082.png', 5.790278365535288
81, 82, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0082.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0083.png', 5.1623851828542895
82, 83, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0083.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0084.png', 5.592997143362743
83, 84, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0084.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0085.png', 5.528379342806884
84, 85, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0085.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0086.png', 5.473419024062161
85, 86, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0086.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0087.png', 5.130103054899852
86, 87, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0087.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0088.png', 5.8018968950366165
87, 88, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0088.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0089.png', 6.105224906642768
88, 89, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0089.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0090.png', 5.671234228523309
89, 90, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0090.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0091.png', 5.9530850684653265
90, 91, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0091.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0092.png', 5.239004858040732
91, 92, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0092.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0093.png', 5.5637734759810105
92, 93, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0093.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0094.png', 4.861404076140938
93, 94, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0094.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0095.png', 4.92714026118531
94, 95, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0095.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0096.png', 5.534627208869808
95, 96, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0096.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0097.png', 5.7135682843744275
96, 97, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0097.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0098.png', 5.7196803206164235
97, 98, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0098.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0099.png', 5.583415505178081
98, 99, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0099.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0100.png', 5.998894188365184
99, 100, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0100.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0101.png', 5.0520828781994975
100, 101, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0101.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0102.png', 5.15947242290057
101, 102, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0102.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0103.png', 5.85337782679595
102, 103, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0103.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0104.png', 5.478924150594175
103, 104, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0104.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0105.png', 5.773176362000912
104, 105, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0105.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0106.png', 5.6142826945629585
105, 106, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0106.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0107.png', 5.283803625425094
106, 107, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0107.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0108.png', 5.293116186734872
107, 108, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0108.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0109.png', 5.338851819089157
108, 109, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0109.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0110.png', 5.214452015556488
109, 110, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0110.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0111.png', 5.661977760521634
110, 111, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0111.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0112.png', 5.144202202219505
111, 112, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0112.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0113.png', 5.65047858045769
112, 113, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0113.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0114.png', 5.47521720883971
113, 114, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0114.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0115.png', 5.806128006715258
114, 115, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0115.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0116.png', 5.328492798736601
115, 116, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0116.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0117.png', 5.343203142608816
116, 117, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0117.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0118.png', 5.666106320445511
117, 118, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0118.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0119.png', 5.993767317751578
118, 119, './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0119.png', './GTEA61/processed_frames2/S2/spread_jam,spoon,bread/1/rgb/rgb0120.png', 6.485163617646188
