0, 1, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00001.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00002.png', 5.986830835087685
15, 16, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00016.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00017.png', 7.074410901106926
16, 17, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00017.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00018.png', 7.239392343157208
17, 18, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00018.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00019.png', 6.994199896510434
18, 19, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00019.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00020.png', 7.236530779240225
19, 20, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00020.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00021.png', 7.31292510538986
20, 21, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00021.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00022.png', 7.24489193341013
21, 22, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00022.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00023.png', 6.943097198971332
22, 23, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00023.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00024.png', 7.08379767134163
23, 24, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00024.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00025.png', 7.153769320295121
24, 25, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00025.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00026.png', 6.947013453088605
25, 26, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00026.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00027.png', 6.616358655978022
26, 27, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00027.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00028.png', 7.422534739194113
27, 28, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00028.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00029.png', 6.2939893423850775
28, 29, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00029.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00030.png', 7.392337244635006
29, 30, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00030.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00031.png', 5.671000599976289
30, 31, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00031.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00032.png', 7.425826269845852
31, 32, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00032.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00033.png', 6.851285021420655
32, 33, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00033.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00034.png', 6.618663041214781
33, 34, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00034.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00035.png', 7.119592293011713
34, 35, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00035.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00036.png', 5.676879044490304
35, 36, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00036.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00037.png', 7.479850249799601
36, 37, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00037.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00038.png', 5.8124657359194245
37, 38, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00038.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00039.png', 7.232620410942886
38, 39, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00039.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00040.png', 6.640915207417257
39, 40, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00040.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00041.png', 6.9738383512295865
40, 41, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00041.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00042.png', 6.422657763795779
41, 42, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00042.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00043.png', 7.434733121807868
42, 43, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00043.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00044.png', 7.537910487733655
43, 44, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00044.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00045.png', 6.1854905339940816
44, 45, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00045.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00046.png', 7.652635122276056
45, 46, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00046.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00047.png', 5.801115330993778
46, 47, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00047.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00048.png', 7.663141514660518
47, 48, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00048.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00049.png', 6.642625206159441
48, 49, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00049.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00050.png', 7.212151161707495
49, 50, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00050.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00051.png', 7.538557623281322
50, 51, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00051.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00052.png', 5.974950609467134
51, 52, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00052.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00053.png', 7.740769103494619
52, 53, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00053.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00054.png', 7.163808398985596
53, 54, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00054.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00055.png', 7.022057892308131
54, 55, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00055.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00056.png', 7.666895674136658
55, 56, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00056.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00057.png', 6.059205817973518
56, 57, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00057.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00058.png', 7.686411362904185
57, 58, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00058.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00059.png', 5.819576206084137
58, 59, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00059.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00060.png', 7.300408155189406
59, 60, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00060.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00061.png', 6.529057099540831
60, 61, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00061.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00062.png', 6.542279907704094
61, 62, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00062.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00063.png', 7.21220272162419
62, 63, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00063.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00064.png', 6.048856370288649
63, 64, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00064.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00065.png', 7.260076009903864
64, 65, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00065.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00066.png', 6.088661975692577
65, 66, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00066.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00067.png', 7.411844833948087
66, 67, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00067.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00068.png', 7.217750743610417
67, 68, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00068.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00069.png', 6.952053184897706
68, 69, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00069.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00070.png', 7.51906412381277
69, 70, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00070.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00071.png', 5.931099095850378
70, 71, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00071.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00072.png', 7.406223008570572
71, 72, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00072.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00073.png', 7.307692441964053
72, 73, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00073.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00074.png', 7.320127304892629
73, 74, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00074.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00075.png', 7.979679828183779
74, 75, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00075.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00076.png', 5.50949613825777
75, 76, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00076.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00077.png', 8.239913194877586
76, 77, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00077.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00078.png', 7.097248471188748
77, 78, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00078.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00079.png', 7.922328854853752
78, 79, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00079.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00080.png', 7.4623003766419
79, 80, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00080.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00081.png', 7.080873360495436
80, 81, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00081.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00082.png', 7.915541897707317
81, 82, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00082.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00083.png', 5.839099941821541
82, 83, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00083.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00084.png', 7.462145826116779
83, 84, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00084.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00085.png', 6.047702166276735
84, 85, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00085.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00086.png', 5.982807301335179
85, 86, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00086.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00087.png', 5.362400929158917
86, 87, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00087.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00088.png', 4.498290187071254
87, 88, './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00088.png', './GTEA61/flow_y_processed/S2/stir_spoon,cup/1/flow_y_00089.png', 5.98909332577785
