0, 1, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00001.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00002.png', 6.154990085892412
20, 21, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00021.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00022.png', 4.723504352076315
21, 22, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00022.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00023.png', 5.2307636998524405
22, 23, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00023.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00024.png', 4.991846064607272
23, 24, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00024.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00025.png', 4.788692635622973
24, 25, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00025.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00026.png', 5.369114335427329
25, 26, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00026.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00027.png', 5.630776803974905
26, 27, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00027.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00028.png', 5.136412029973207
27, 28, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00028.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00029.png', 4.736563152582309
28, 29, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00029.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00030.png', 4.981122374468959
29, 30, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00030.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00031.png', 4.666191972531056
30, 31, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00031.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00032.png', 5.172238972954777
31, 32, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00032.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00033.png', 4.9774455855268585
32, 33, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00033.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00034.png', 4.385505829473557
33, 34, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00034.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00035.png', 4.89458640758685
34, 35, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00035.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00036.png', 4.055171188522606
35, 36, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00036.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00037.png', 4.640568659431177
36, 37, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00037.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00038.png', 5.0015458797017125
37, 38, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00038.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00039.png', 4.472589651865002
38, 39, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00039.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00040.png', 4.4636462573433775
39, 40, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00040.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00041.png', 5.3075396294205985
40, 41, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00041.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00042.png', 4.659344751073575
41, 42, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00042.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00043.png', 4.440535492122889
42, 43, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00043.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00044.png', 4.604254962801303
43, 44, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00044.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00045.png', 3.9503748283359355
44, 45, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00045.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00046.png', 4.8271133183266155
45, 46, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00046.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00047.png', 4.677768116910165
46, 47, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00047.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00048.png', 3.8933202413759815
47, 48, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00048.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00049.png', 4.0810530002741565
48, 49, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00049.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00050.png', 5.177716566098444
49, 50, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00050.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00051.png', 4.756938251996114
50, 51, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00051.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00052.png', 5.228185581321118
51, 52, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00052.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00053.png', 5.214388933678921
52, 53, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00053.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00054.png', 5.116012344913338
53, 54, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00054.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00055.png', 5.287081533372623
54, 55, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00055.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00056.png', 5.362364758771943
55, 56, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00056.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00057.png', 4.606148924332669
56, 57, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00057.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00058.png', 4.775354315546584
57, 58, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00058.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00059.png', 5.026073710983917
58, 59, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00059.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00060.png', 4.431623401775892
59, 60, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00060.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00061.png', 4.648786658649158
60, 61, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00061.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00062.png', 4.712668659006534
61, 62, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00062.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00063.png', 4.677924394683839
62, 63, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00063.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00064.png', 4.857060163965882
63, 64, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00064.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00065.png', 4.817834907877608
64, 65, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00065.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00066.png', 4.718176272271525
65, 66, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00066.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00067.png', 5.214971145571768
66, 67, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00067.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00068.png', 5.024624010598885
67, 68, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00068.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00069.png', 4.343791414953777
68, 69, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00069.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00070.png', 4.677826378500977
69, 70, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00070.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00071.png', 5.426829968496083
70, 71, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00071.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00072.png', 4.959682522190718
71, 72, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00072.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00073.png', 5.447564406187869
72, 73, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00073.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00074.png', 5.054491317753763
73, 74, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00074.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00075.png', 4.9300266859242825
74, 75, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00075.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00076.png', 4.936698884745286
75, 76, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00076.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00077.png', 4.814108260021062
76, 77, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00077.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00078.png', 3.7893616932646865
77, 78, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00078.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00079.png', 3.866863000422512
78, 79, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00079.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00080.png', 4.54001830537363
79, 80, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00080.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00081.png', 5.4028120200058725
80, 81, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00081.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00082.png', 6.312719472032808
81, 82, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00082.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00083.png', 5.9948400890851445
82, 83, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00083.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00084.png', 4.687189728162126
83, 84, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00084.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00085.png', 4.610998949357357
84, 85, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00085.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00086.png', 4.669614972979674
85, 86, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00086.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00087.png', 4.652845943408419
86, 87, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00087.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00088.png', 4.216151712967118
87, 88, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00088.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00089.png', 4.663390797043507
88, 89, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00089.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00090.png', 4.719686788527218
89, 90, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00090.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00091.png', 5.3192613379595945
90, 91, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00091.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00092.png', 4.251050318404396
91, 92, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00092.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00093.png', 4.86308870612464
92, 93, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00093.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00094.png', 4.21984331438497
93, 94, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00094.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00095.png', 4.675885123853765
94, 95, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00095.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00096.png', 4.4605850009082735
95, 96, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00096.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00097.png', 4.894423001112751
96, 97, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00097.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00098.png', 5.33614094545832
97, 98, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00098.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00099.png', 5.1685948046798025
98, 99, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00099.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00100.png', 5.166901257682068
99, 100, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00100.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00101.png', 5.025026058948518
100, 101, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00101.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00102.png', 3.968355680267554
101, 102, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00102.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00103.png', 4.12715185287136
102, 103, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00103.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00104.png', 4.876876016505657
103, 104, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00104.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00105.png', 4.001464368155861
104, 105, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00105.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00106.png', 4.830310150042239
105, 106, './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00106.png', './GTEA61/flow_x_processed/S1/put_bread,bread/1/flow_x_00107.png', 3.4666746411819074
