0, 1, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00001.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00002.png', 4.566907114842859
12, 13, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00013.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00014.png', 3.4732970062771473
13, 14, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00014.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00015.png', 3.823437440850667
14, 15, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00015.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00016.png', 3.5991137925073775
15, 16, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00016.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00017.png', 2.8151214847417325
16, 17, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00017.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00018.png', 3.334330349717226
17, 18, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00018.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00019.png', 3.3032231064640047
18, 19, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00019.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00020.png', 3.126517219059058
19, 20, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00020.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00021.png', 4.874526969275432
20, 21, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00021.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00022.png', 4.856913588545925
21, 22, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00022.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00023.png', 4.047338231896605
22, 23, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00023.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00024.png', 3.8723427158376684
23, 24, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00024.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00025.png', 3.033195365044516
24, 25, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00025.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00026.png', 4.094229252956321
25, 26, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00026.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00027.png', 4.073220691380348
26, 27, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00027.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00028.png', 3.121048974347193
27, 28, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00028.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00029.png', 3.8962443104696254
28, 29, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00029.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00030.png', 3.8815870978586524
29, 30, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00030.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00031.png', 4.600266305093843
30, 31, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00031.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00032.png', 4.240796605266057
31, 32, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00032.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00033.png', 3.5218496137050983
32, 33, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00033.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00034.png', 4.042560101318338
33, 34, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00034.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00035.png', 4.150549841380341
34, 35, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00035.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00036.png', 4.674904664422341
35, 36, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00036.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00037.png', 3.3630236506923685
36, 37, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00037.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00038.png', 3.040784217680943
37, 38, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00038.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00039.png', 3.2904332475294744
38, 39, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00039.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00040.png', 3.205577848370111
39, 40, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00040.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00041.png', 4.089425489898859
40, 41, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00041.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00042.png', 4.236465062802079
41, 42, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00042.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00043.png', 3.0395218630638485
42, 43, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00043.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00044.png', 3.2593354173076805
43, 44, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00044.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00045.png', 3.7668645888553387
44, 45, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00045.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00046.png', 4.228107229234937
45, 46, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00046.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00047.png', 3.654116849792496
46, 47, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00047.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00048.png', 3.694847332065064
47, 48, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00048.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00049.png', 4.108153880602264
48, 49, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00049.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00050.png', 3.6854958259968447
49, 50, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00050.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00051.png', 3.3745551634328295
50, 51, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00051.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00052.png', 5.4188707847273605
51, 52, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00052.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00053.png', 5.787093997955352
52, 53, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00053.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00054.png', 5.838307373798293
53, 54, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00054.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00055.png', 4.9966366887277065
54, 55, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00055.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00056.png', 3.30726661231965
55, 56, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00056.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00057.png', 3.446796401810195
56, 57, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00057.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00058.png', 3.4686709290649773
57, 58, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00058.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00059.png', 3.4804279221610774
58, 59, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00059.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00060.png', 4.204766840848789
59, 60, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00060.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00061.png', 4.480592398919004
60, 61, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00061.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00062.png', 3.2970633018458155
61, 62, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00062.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00063.png', 3.398068081648486
62, 63, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00063.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00064.png', 4.095346598938032
63, 64, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00064.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00065.png', 3.564540876387344
64, 65, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00065.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00066.png', 3.4150494867274173
65, 66, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00066.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00067.png', 3.2188483265194945
66, 67, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00067.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00068.png', 2.910769671203383
67, 68, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00068.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00069.png', 2.6979578714748245
68, 69, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00069.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00070.png', 3.215189182741497
69, 70, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00070.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00071.png', 3.373192942045741
70, 71, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00071.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00072.png', 3.6908128769979394
71, 72, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00072.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00073.png', 3.639033421509853
72, 73, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00073.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00074.png', 3.793000267559678
73, 74, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00074.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00075.png', 3.4718766317795087
74, 75, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00075.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00076.png', 3.815327056646094
75, 76, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00076.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00077.png', 3.026309392226205
76, 77, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00077.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00078.png', 3.5146452553536696
77, 78, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00078.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00079.png', 3.7315818012201616
78, 79, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00079.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00080.png', 2.9242178650948443
79, 80, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00080.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00081.png', 3.032156569338952
80, 81, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00081.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00082.png', 3.3192528120839295
81, 82, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00082.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00083.png', 2.978849046792845
82, 83, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00083.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00084.png', 3.0708560965691096
83, 84, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00084.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00085.png', 3.267207483971803
84, 85, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00085.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00086.png', 3.006837160266134
85, 86, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00086.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00087.png', 3.0686064841815752
86, 87, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00087.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00088.png', 2.9793076750162344
87, 88, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00088.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00089.png', 2.7301787227671825
88, 89, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00089.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00090.png', 2.998816965977456
89, 90, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00090.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00091.png', 3.281686849758227
90, 91, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00091.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00092.png', 3.2425277731032187
91, 92, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00092.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00093.png', 3.3918970948263114
92, 93, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00093.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00094.png', 4.338824502883811
93, 94, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00094.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00095.png', 3.829528238554111
94, 95, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00095.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00096.png', 3.7726576783362353
95, 96, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00096.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00097.png', 4.650153268372025
96, 97, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00097.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00098.png', 5.002497454632896
97, 98, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00098.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00099.png', 4.974403807074508
98, 99, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00099.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00100.png', 3.5443605754979695
99, 100, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00100.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00101.png', 4.218161634798188
100, 101, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00101.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00102.png', 4.656639559739923
101, 102, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00102.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00103.png', 5.106341496830154
102, 103, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00103.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00104.png', 4.64314840014538
103, 104, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00104.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00105.png', 3.9426490683708337
104, 105, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00105.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00106.png', 4.1411442074243245
105, 106, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00106.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00107.png', 3.7265404902291723
106, 107, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00107.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00108.png', 4.218662226856649
107, 108, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00108.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00109.png', 4.905672649595011
108, 109, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00109.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00110.png', 5.347494344170839
109, 110, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00110.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00111.png', 5.945979096752115
110, 111, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00111.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00112.png', 5.199053551392314
111, 112, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00112.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00113.png', 4.185085373265714
112, 113, './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00113.png', './GTEA61/flow_x_processed/S3/pour_water,cup/1/flow_x_00114.png', 4.713453472781008
