0, 1, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0001.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0002.png', 5.04388716983269
14, 15, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0015.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0016.png', 4.876108915440348
15, 16, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0016.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0017.png', 5.1688699133661835
16, 17, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0017.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0018.png', 4.548051713388341
17, 18, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0018.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0019.png', 5.542633458297328
18, 19, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0019.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0020.png', 5.08017122915076
19, 20, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0020.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0021.png', 5.193012248851095
20, 21, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0021.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0022.png', 5.13051497379749
21, 22, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0022.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0023.png', 5.227120025346993
22, 23, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0023.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0024.png', 5.336589834015824
23, 24, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0024.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0025.png', 5.056446659106459
24, 25, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0025.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0026.png', 5.361456479841047
25, 26, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0026.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0027.png', 4.803446783181247
26, 27, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0027.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0028.png', 5.338221819288975
27, 28, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0028.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0029.png', 4.818466682369238
28, 29, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0029.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0030.png', 4.7662651947191135
29, 30, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0030.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0031.png', 4.747267031723565
30, 31, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0031.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0032.png', 4.375638732093529
31, 32, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0032.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0033.png', 5.545328611886847
32, 33, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0033.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0034.png', 4.572306444954187
33, 34, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0034.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0035.png', 5.409180432350243
34, 35, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0035.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0036.png', 4.641550786336751
35, 36, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0036.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0037.png', 4.948045357637667
36, 37, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0037.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0038.png', 5.891503380765208
37, 38, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0038.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0039.png', 5.804443198851546
38, 39, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0039.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0040.png', 6.181949392123549
39, 40, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0040.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0041.png', 6.366707308034499
40, 41, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0041.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0042.png', 5.760804393452058
41, 42, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0042.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0043.png', 5.076227821483642
42, 43, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0043.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0044.png', 4.902040607838102
43, 44, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0044.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0045.png', 5.343707430283474
44, 45, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0045.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0046.png', 5.305808427142701
45, 46, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0046.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0047.png', 5.376645518443473
46, 47, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0047.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0048.png', 5.57784366416714
47, 48, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0048.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0049.png', 5.902434819956746
48, 49, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0049.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0050.png', 5.314816537118529
49, 50, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0050.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0051.png', 5.468465721111811
50, 51, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0051.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0052.png', 5.478963344049581
51, 52, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0052.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0053.png', 4.7610670741149805
52, 53, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0053.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0054.png', 5.0422506148553285
53, 54, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0054.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0055.png', 5.084016028220497
54, 55, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0055.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0056.png', 4.765108628338169
55, 56, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0056.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0057.png', 5.394192867224533
56, 57, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0057.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0058.png', 5.223761886519985
57, 58, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0058.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0059.png', 4.999066056482826
58, 59, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0059.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0060.png', 5.037437892817659
59, 60, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0060.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0061.png', 5.184696396291795
60, 61, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0061.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0062.png', 4.925680377278926
61, 62, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0062.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0063.png', 5.558450182462037
62, 63, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0063.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0064.png', 5.055317820915996
63, 64, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0064.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0065.png', 5.022762627138715
64, 65, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0065.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0066.png', 4.928618578608244
65, 66, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0066.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0067.png', 5.688559671405486
66, 67, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0067.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0068.png', 4.888466134554182
67, 68, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0068.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0069.png', 5.275931270267199
68, 69, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0069.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0070.png', 4.451562338488649
69, 70, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0070.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0071.png', 5.205586983317759
70, 71, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0071.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0072.png', 4.946364538023835
71, 72, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0072.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0073.png', 5.261341869369004
72, 73, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0073.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0074.png', 4.702574886352122
73, 74, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0074.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0075.png', 5.327708214401501
74, 75, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0075.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0076.png', 4.812876662970963
75, 76, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0076.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0077.png', 4.894106279920459
76, 77, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0077.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0078.png', 5.139014481758435
77, 78, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0078.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0079.png', 5.487195931971634
78, 79, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0079.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0080.png', 5.116721551799377
79, 80, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0080.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0081.png', 4.801538325265464
80, 81, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0081.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0082.png', 5.182685799348634
81, 82, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0082.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0083.png', 5.094328632441615
82, 83, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0083.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0084.png', 5.521682463201475
83, 84, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0084.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0085.png', 4.626739627005552
84, 85, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0085.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0086.png', 5.460716235497791
85, 86, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0086.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0087.png', 4.805724259119044
86, 87, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0087.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0088.png', 5.689211416550104
87, 88, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0088.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0089.png', 4.7637824743595925
88, 89, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0089.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0090.png', 5.5934664992191365
89, 90, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0090.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0091.png', 5.49237244623536
90, 91, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0091.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0092.png', 5.771975050058514
91, 92, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0092.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0093.png', 5.36969664064913
92, 93, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0093.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0094.png', 5.201188357192641
93, 94, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0094.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0095.png', 5.307659470020735
94, 95, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0095.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0096.png', 5.386014329095383
95, 96, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0096.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0097.png', 5.664252964356609
96, 97, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0097.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0098.png', 5.0304651766707975
97, 98, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0098.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0099.png', 5.319315684113321
98, 99, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0099.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0100.png', 5.263665330211982
99, 100, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0100.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0101.png', 5.46069816069369
100, 101, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0101.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0102.png', 5.53266219393122
101, 102, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0102.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0103.png', 5.486402054013453
102, 103, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0103.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0104.png', 5.616814728927508
103, 104, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0104.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0105.png', 5.342438426841313
104, 105, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0105.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0106.png', 5.7705741956362155
105, 106, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0106.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0107.png', 4.599231485345472
106, 107, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0107.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0108.png', 5.619644779504929
107, 108, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0108.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0109.png', 5.3340197329702335
108, 109, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0109.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0110.png', 5.271555850288367
109, 110, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0110.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0111.png', 5.5034418368865925
110, 111, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0111.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0112.png', 4.804574595424722
111, 112, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0112.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0113.png', 5.599673032149677
112, 113, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0113.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0114.png', 5.427833971558655
113, 114, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0114.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0115.png', 5.658331023625323
114, 115, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0115.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0116.png', 5.001831507502128
115, 116, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0116.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0117.png', 5.23706921552683
116, 117, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0117.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0118.png', 4.8496449700399795
117, 118, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0118.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0119.png', 4.7644290178218
118, 119, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0119.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0120.png', 5.011973204952011
119, 120, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0120.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0121.png', 4.857323250746293
120, 121, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0121.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0122.png', 4.204319261004489
121, 122, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0122.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0123.png', 5.173874984368575
122, 123, './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0123.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/4/rgb/rgb0124.png', 5.220350458464402
