0, 1, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00001.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00002.png', 4.220704908871529
16, 17, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00017.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00018.png', 4.425744724440243
17, 18, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00018.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00019.png', 4.356823703461205
18, 19, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00019.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00020.png', 4.855231453547804
19, 20, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00020.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00021.png', 4.321892982329218
20, 21, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00021.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00022.png', 4.679127025450726
21, 22, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00022.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00023.png', 4.875338322997888
22, 23, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00023.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00024.png', 4.186121406466506
23, 24, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00024.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00025.png', 4.378175022165138
24, 25, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00025.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00026.png', 4.63226265396311
25, 26, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00026.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00027.png', 4.70223973982632
26, 27, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00027.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00028.png', 4.102627978454441
27, 28, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00028.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00029.png', 4.437843121000725
28, 29, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00029.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00030.png', 3.8785192089475418
29, 30, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00030.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00031.png', 3.976711504352175
30, 31, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00031.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00032.png', 4.2881834025090395
31, 32, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00032.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00033.png', 4.46144495333299
32, 33, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00033.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00034.png', 4.800435374953955
33, 34, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00034.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00035.png', 4.3912605322119065
34, 35, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00035.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00036.png', 4.392473514467123
35, 36, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00036.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00037.png', 4.0045107537676365
36, 37, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00037.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00038.png', 4.609481596166712
37, 38, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00038.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00039.png', 4.316241117362325
38, 39, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00039.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00040.png', 4.630714201129378
39, 40, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00040.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00041.png', 5.054719823476484
40, 41, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00041.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00042.png', 5.582813753039399
41, 42, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00042.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00043.png', 5.899482660182145
42, 43, './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00043.png', './GTEA61/flow_x_processed/S4/stir_spoon,cup/4/flow_x_00044.png', 6.181192017428933
