0, 1, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0001.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0002.png', 0.3000255433443825
62, 63, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0063.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0064.png', 0.05569047962046332
63, 64, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0064.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0065.png', 0.031432827546389874
64, 65, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0065.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0066.png', 0.040071050654572934
65, 66, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0066.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0067.png', 0.03508063498110406
66, 67, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0067.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0068.png', 0.024228945150914134
67, 68, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0068.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0069.png', 0.014958871933530297
68, 69, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0069.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0070.png', 0.027331060823813008
69, 70, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0070.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0071.png', 0.027184969546309088
70, 71, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0071.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0072.png', 0.00674286887833681
71, 72, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0072.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0073.png', 0.00874590784647976
72, 73, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0073.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0074.png', -0.0
73, 74, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0074.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0075.png', 0.009013185442534974
74, 75, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0075.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0076.png', 0.016175660503542855
75, 76, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0076.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0077.png', 0.004447198467456188
76, 77, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0077.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0078.png', 0.006649803405763776
77, 78, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0078.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0079.png', 0.00636941391310502
78, 79, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0079.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0080.png', -0.0
79, 80, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0080.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0081.png', -0.0
80, 81, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0081.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0082.png', -0.0
81, 82, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0082.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0083.png', -0.0
82, 83, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0083.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0084.png', 0.05749682904649015
83, 84, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0084.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0085.png', 0.061252633100958805
84, 85, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0085.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0086.png', 0.06106925873563969
85, 86, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0086.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0087.png', 0.058981442909810985
86, 87, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0087.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0088.png', 0.06537386385144092
87, 88, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0088.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0089.png', 0.05916637949768925
88, 89, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0089.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0090.png', 0.043610150807954
89, 90, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0090.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0091.png', 0.047086167569391726
90, 91, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0091.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0092.png', 0.060579597794341876
91, 92, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0092.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0093.png', 0.06477193779179782
92, 93, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0093.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0094.png', 0.07708212457231008
93, 94, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0094.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0095.png', 0.11120831636600748
94, 95, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0095.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0096.png', 0.0863875932889045
95, 96, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0096.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0097.png', 0.06180194940975692
96, 97, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0097.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0098.png', 0.06579438686741937
97, 98, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0098.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0099.png', 0.04623908491972191
98, 99, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0099.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0100.png', 0.050632521202520236
99, 100, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0100.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0101.png', 0.056314925412372055
100, 101, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0101.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0102.png', 0.03431585826257713
101, 102, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0102.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0103.png', 0.02150753147904503
102, 103, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0103.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0104.png', 0.02549343548064046
103, 104, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0104.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0105.png', 0.0089242343066975
104, 105, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0105.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0106.png', -0.0
105, 106, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0106.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0107.png', -0.0
106, 107, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0107.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0108.png', -0.0
107, 108, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0108.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0109.png', -0.0
108, 109, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0109.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0110.png', -0.0
109, 110, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0110.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0111.png', -0.0
110, 111, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0111.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0112.png', -0.0
111, 112, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0112.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0113.png', -0.0
112, 113, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0113.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0114.png', -0.0
113, 114, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0114.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0115.png', 0.05146226327342998
114, 115, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0115.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0116.png', 0.07149568317153504
115, 116, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0116.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0117.png', 0.08120263971967606
116, 117, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0117.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0118.png', 0.07284415811387099
117, 118, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0118.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0119.png', 0.09482735540173026
118, 119, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0119.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0120.png', 0.08414393829555536
119, 120, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0120.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0121.png', 0.08103208057577184
120, 121, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0121.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0122.png', 0.07880595568317038
121, 122, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0122.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0123.png', 0.09607759546128422
122, 123, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0123.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0124.png', 0.10933191429200945
123, 124, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0124.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0125.png', 0.10006920473229708
124, 125, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0125.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0126.png', 0.11882520134506272
125, 126, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0126.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0127.png', 0.14092928327937515
126, 127, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0127.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0128.png', 0.1492934679514436
127, 128, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0128.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0129.png', 0.16079044630499179
128, 129, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0129.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0130.png', 0.1146239908366429
129, 130, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0130.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0131.png', 0.12418932041762043
130, 131, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0131.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0132.png', 0.12499268959477064
131, 132, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0132.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0133.png', 0.12121270815218335
132, 133, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0133.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0134.png', 0.12779182979624604
133, 134, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0134.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0135.png', 0.10865196512939741
134, 135, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0135.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0136.png', 0.09531713311984358
135, 136, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0136.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0137.png', 0.08239387701431983
136, 137, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0137.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0138.png', 0.17693774689966296
137, 138, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0138.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0139.png', 0.17411992062331508
138, 139, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0139.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0140.png', 0.20091996645468985
139, 140, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0140.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0141.png', 0.27367930346627495
140, 141, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0141.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0142.png', 0.29249246808013535
141, 142, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0142.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0143.png', 0.3309858564002465
142, 143, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0143.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0144.png', 0.36999211914074814
143, 144, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0144.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0145.png', 0.39590453209480014
144, 145, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0145.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0146.png', 0.427343236257003
145, 146, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0146.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0147.png', 0.4622373848003536
146, 147, './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0147.png', './GTEA61/processed_frames2/S1/pour_water,cup/1/mmaps/map0148.png', 0.41938576775584346
