0, 1, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0001.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0002.png', 5.282227353092573
12, 13, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0013.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0014.png', 4.575959160064783
13, 14, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0014.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0015.png', 4.816113623712029
14, 15, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0015.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0016.png', 4.480125617253251
15, 16, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0016.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0017.png', 4.199236005713142
16, 17, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0017.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0018.png', 4.517299512775078
17, 18, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0018.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0019.png', 4.47358888234348
18, 19, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0019.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0020.png', 4.52353339492672
19, 20, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0020.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0021.png', 4.639935310771
20, 21, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0021.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0022.png', 4.403570279359173
21, 22, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0022.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0023.png', 4.8054361039819105
22, 23, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0023.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0024.png', 4.568970376770356
23, 24, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0024.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0025.png', 4.655552248102522
24, 25, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0025.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0026.png', 5.226850827557854
25, 26, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0026.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0027.png', 5.002219190558621
26, 27, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0027.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0028.png', 4.506541998088199
27, 28, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0028.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0029.png', 4.782822968434294
28, 29, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0029.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0030.png', 4.518651661088935
29, 30, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0030.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0031.png', 4.468806380917084
30, 31, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0031.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0032.png', 4.524480214474978
31, 32, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0032.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0033.png', 4.534767025338784
32, 33, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0033.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0034.png', 3.9507327377056227
33, 34, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0034.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0035.png', 4.220837787803481
34, 35, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0035.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0036.png', 4.352029889248767
35, 36, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0036.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0037.png', 4.14614143759332
36, 37, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0037.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0038.png', 4.765905717448106
37, 38, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0038.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0039.png', 4.742850868517215
38, 39, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0039.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0040.png', 4.215016887653808
39, 40, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0040.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0041.png', 4.393615922972273
40, 41, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0041.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0042.png', 4.59531120216895
41, 42, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0042.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0043.png', 4.372754248370917
42, 43, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0043.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0044.png', 4.766647792640056
43, 44, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0044.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0045.png', 4.324363758509233
44, 45, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0045.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0046.png', 4.048781296978049
45, 46, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0046.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0047.png', 4.619189239218575
46, 47, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0047.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0048.png', 4.554917932425901
47, 48, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0048.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0049.png', 4.609300609924954
48, 49, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0049.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0050.png', 4.588209468056369
49, 50, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0050.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0051.png', 4.6173373316622754
50, 51, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0051.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0052.png', 4.819250290300033
51, 52, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0052.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0053.png', 5.128146960260165
52, 53, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0053.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0054.png', 4.98186044020778
53, 54, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0054.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0055.png', 4.761779868598631
54, 55, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0055.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0056.png', 4.887212811421664
55, 56, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0056.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0057.png', 4.8587037602019985
56, 57, './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0057.png', './GTEA61/processed_frames2/S2/scoop_peanut,spoon/3/rgb/rgb0058.png', 5.580772122363366
