0, 1, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0002.png', 0.0089242343066975
26, 27, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0027.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0028.png', 0.3064435737148956
27, 28, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0028.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0029.png', 0.30027502699983877
28, 29, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0029.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0030.png', 0.35003826596170445
29, 30, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0030.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0031.png', 0.5294694378222118
30, 31, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0031.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0032.png', 0.4835479707295727
31, 32, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0032.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0033.png', 0.47624688999744635
32, 33, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0033.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0034.png', 0.42091479665284887
33, 34, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0034.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0035.png', 0.34997254050071164
34, 35, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0035.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0036.png', 0.4469790144042918
35, 36, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0036.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0037.png', 0.4564060410926941
36, 37, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0037.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0038.png', 0.42679061977728155
37, 38, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0038.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0039.png', 0.418560913545158
38, 39, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0039.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0040.png', 0.35761589258263693
39, 40, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0040.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0041.png', 0.4182955536213252
40, 41, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0041.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0042.png', 0.386888978566979
41, 42, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0042.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0043.png', 0.33331949461234145
42, 43, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0043.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0044.png', 0.3151284707404831
43, 44, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0044.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0045.png', 0.33000241430547894
44, 45, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0045.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0046.png', 0.32389722165089724
45, 46, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0046.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0047.png', 0.3924120285782779
46, 47, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0047.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0048.png', 0.2696783860056291
47, 48, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0048.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0049.png', 0.07604293253353955
48, 49, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0049.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0050.png', 0.08961286373008436
49, 50, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0050.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0051.png', 0.2274040639960926
50, 51, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0051.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0052.png', 0.30191192748438916
51, 52, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0052.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0053.png', 0.29881229333520387
52, 53, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0053.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0054.png', 0.3207700679467742
53, 54, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0054.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0055.png', 0.30127193022320514
54, 55, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0055.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0056.png', 0.32601872931277676
55, 56, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0056.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0057.png', 0.34717278887711933
56, 57, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0057.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0058.png', 0.35311958607953337
57, 58, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0058.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0059.png', 0.32625779535689536
58, 59, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0059.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0060.png', 0.35855667642812444
59, 60, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0060.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0061.png', 0.34143530917638426
60, 61, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0061.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0062.png', 0.3755381426703739
61, 62, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0062.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0063.png', 0.3249931071968355
62, 63, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0063.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0064.png', 0.18965963967059435
63, 64, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0064.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0065.png', 0.19286544291703955
64, 65, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0065.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0066.png', 0.25443364540162555
65, 66, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0066.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0067.png', 0.24885869909433178
66, 67, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0067.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0068.png', 0.208934246292769
67, 68, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0068.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0069.png', 0.20070738247296144
68, 69, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0069.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0070.png', 0.14867760855275244
69, 70, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0070.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0071.png', 0.09958620798002604
70, 71, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0071.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0072.png', 0.1516542032393776
71, 72, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0072.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0073.png', 0.36606460295829135
72, 73, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0073.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0074.png', 0.4064782700925987
73, 74, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0074.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0075.png', 0.3308841936309359
74, 75, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0075.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0076.png', 0.3286093507040979
75, 76, './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0076.png', './GTEA61/processed_frames2/S2/pour_mayonnaise,cheese,bread/1/mmaps/map0077.png', 0.3381615277002528
