0, 1, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0001.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0002.png', 4.7408595876492825
31, 32, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0032.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0033.png', 4.678956338822481
32, 33, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0033.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0034.png', 4.884221207445214
33, 34, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0034.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0035.png', 4.427021342437395
34, 35, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0035.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0036.png', 4.711557361938911
35, 36, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0036.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0037.png', 4.333564538612814
36, 37, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0037.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0038.png', 4.543822764102289
37, 38, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0038.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0039.png', 4.150838215753654
38, 39, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0039.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0040.png', 4.722219852073644
39, 40, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0040.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0041.png', 4.612055613394029
40, 41, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0041.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0042.png', 4.287070187486595
41, 42, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0042.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0043.png', 4.15943904775653
42, 43, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0043.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0044.png', 4.358661907821066
43, 44, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0044.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0045.png', 4.336380744430004
44, 45, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0045.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0046.png', 4.340328573692785
45, 46, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0046.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0047.png', 4.466752539774858
46, 47, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0047.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0048.png', 4.258249311953204
47, 48, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0048.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0049.png', 3.898106212356809
48, 49, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0049.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0050.png', 4.26463794527988
49, 50, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0050.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0051.png', 4.4749418066976885
50, 51, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0051.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0052.png', 4.141623841603946
51, 52, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0052.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0053.png', 4.273991739928074
52, 53, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0053.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0054.png', 4.112192355747566
53, 54, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0054.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0055.png', 3.9613148788278725
54, 55, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0055.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0056.png', 4.154689149743486
55, 56, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0056.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0057.png', 4.016176670174355
56, 57, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0057.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0058.png', 4.023502222094392
57, 58, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0058.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0059.png', 4.151515966529628
58, 59, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0059.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0060.png', 4.0540007307557415
59, 60, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0060.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0061.png', 3.9425471850659473
60, 61, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0061.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0062.png', 4.320947277876332
61, 62, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0062.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0063.png', 3.922338049901422
62, 63, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0063.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0064.png', 3.886902020180694
63, 64, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0064.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0065.png', 4.225737627193801
64, 65, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0065.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0066.png', 4.174673779835147
65, 66, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0066.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0067.png', 4.136136316956066
66, 67, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0067.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0068.png', 4.579981075845964
67, 68, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0068.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0069.png', 4.107499073413558
68, 69, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0069.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0070.png', 3.8694365629146783
69, 70, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0070.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0071.png', 4.147281732936704
70, 71, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0071.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0072.png', 4.349281582879625
71, 72, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0072.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0073.png', 4.166359874690717
72, 73, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0073.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0074.png', 4.289507518740213
73, 74, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0074.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0075.png', 4.260505227789743
74, 75, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0075.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0076.png', 4.002511453629826
75, 76, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0076.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0077.png', 4.60929555083991
76, 77, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0077.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0078.png', 4.0466764091613125
77, 78, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0078.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0079.png', 4.337481730439014
78, 79, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0079.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0080.png', 3.9744762233356177
79, 80, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0080.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0081.png', 4.436103455883208
80, 81, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0081.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0082.png', 4.050055697472621
81, 82, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0082.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0083.png', 4.011948886671381
82, 83, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0083.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0084.png', 4.586991271287221
83, 84, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0084.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0085.png', 4.73421749308739
84, 85, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0085.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0086.png', 4.6606506817788205
85, 86, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0086.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0087.png', 4.130760234805802
86, 87, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0087.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0088.png', 4.200534692479084
87, 88, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0088.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0089.png', 5.113413550424898
88, 89, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0089.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0090.png', 4.643868603809382
89, 90, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0090.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0091.png', 5.009363034684882
90, 91, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0091.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0092.png', 5.189240944732889
91, 92, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0092.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0093.png', 4.122903825625247
92, 93, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0093.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0094.png', 4.227555113628702
93, 94, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0094.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0095.png', 4.1861533117764775
94, 95, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0095.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0096.png', 4.184286470234684
95, 96, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0096.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0097.png', 4.085165979044488
96, 97, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0097.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0098.png', 4.118800232783811
97, 98, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0098.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0099.png', 4.018538656821377
98, 99, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0099.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0100.png', 4.095081297603765
99, 100, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0100.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0101.png', 4.029334642366306
100, 101, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0101.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0102.png', 4.142764180774259
101, 102, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0102.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0103.png', 4.255282277882617
102, 103, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0103.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0104.png', 4.333170511033285
103, 104, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0104.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0105.png', 4.176718205393512
104, 105, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0105.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0106.png', 4.217931910792208
105, 106, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0106.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0107.png', 4.193226854467887
106, 107, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0107.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0108.png', 3.977423077266729
107, 108, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0108.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0109.png', 4.204096068152241
108, 109, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0109.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0110.png', 4.283969258595425
109, 110, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0110.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0111.png', 4.358033257421463
110, 111, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0111.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0112.png', 4.1589768914777725
111, 112, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0112.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0113.png', 4.508545598727835
112, 113, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0113.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0114.png', 4.680283176465638
113, 114, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0114.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0115.png', 4.277661521827485
114, 115, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0115.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0116.png', 4.285616164813195
115, 116, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0116.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0117.png', 4.431149892219312
116, 117, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0117.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0118.png', 4.4436000474844874
117, 118, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0118.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0119.png', 4.503254872920402
118, 119, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0119.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0120.png', 4.572497009191951
119, 120, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0120.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0121.png', 4.394652256305674
120, 121, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0121.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0122.png', 4.339796634774864
121, 122, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0122.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0123.png', 3.96857271784382
122, 123, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0123.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0124.png', 4.017441651813773
123, 124, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0124.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0125.png', 4.3289805311281695
124, 125, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0125.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0126.png', 4.150543237043818
125, 126, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0126.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0127.png', 3.750557379728136
126, 127, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0127.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0128.png', 3.8625122201067246
127, 128, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0128.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0129.png', 4.290795720352905
128, 129, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0129.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0130.png', 3.8353136339144527
129, 130, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0130.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0131.png', 4.093116582283724
130, 131, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0131.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0132.png', 4.313267699106987
131, 132, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0132.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0133.png', 3.986522756517023
132, 133, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0133.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0134.png', 4.25695353044282
133, 134, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0134.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0135.png', 4.115983295706802
134, 135, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0135.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0136.png', 3.793258498849854
135, 136, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0136.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0137.png', 4.09494928841303
136, 137, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0137.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0138.png', 3.8541290592311763
137, 138, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0138.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0139.png', 3.770399767422538
138, 139, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0139.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0140.png', 3.9240443377335277
139, 140, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0140.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0141.png', 4.135611861439255
140, 141, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0141.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0142.png', 3.8982275712561805
141, 142, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0142.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0143.png', 4.251384912365671
142, 143, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0143.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0144.png', 4.136141145112485
143, 144, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0144.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0145.png', 4.253398684162092
144, 145, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0145.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0146.png', 4.0126819612224125
145, 146, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0146.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0147.png', 4.153091508919539
146, 147, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0147.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0148.png', 4.13661867635118
147, 148, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0148.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0149.png', 4.4672647670697465
148, 149, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0149.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0150.png', 4.261767132092412
149, 150, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0150.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0151.png', 4.067919529754351
