0, 1, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0001.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0002.png', 0.331933902807839
20, 21, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0021.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0022.png', 0.017931599546104356
21, 22, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0022.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0023.png', 0.007663336597961833
22, 23, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0023.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0024.png', 0.022951540121012557
23, 24, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0024.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0025.png', 0.026452149896125845
24, 25, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0025.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0026.png', 0.03701171736101008
25, 26, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0026.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0027.png', 0.008297539051035927
26, 27, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0027.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0028.png', 0.007845342393996887
27, 28, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0028.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0029.png', 0.004545836926170279
28, 29, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0029.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0030.png', 0.02089406842507084
29, 30, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0030.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0031.png', 0.021354477744931287
30, 31, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0031.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0032.png', 0.009279209349486487
31, 32, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0032.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0033.png', -0.0
32, 33, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0033.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0034.png', -0.0
33, 34, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0034.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0035.png', 0.00874590784647976
34, 35, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0035.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0036.png', 0.00874590784647976
35, 36, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0036.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0037.png', 0.008567004826127734
36, 37, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0037.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0038.png', 0.00674286887833681
37, 38, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0038.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0039.png', 0.018562333299687976
38, 39, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0039.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0040.png', 0.09192841921060285
39, 40, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0040.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0041.png', 0.16373456428155767
40, 41, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0041.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0042.png', 0.39041202493611105
41, 42, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0042.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0043.png', 0.4035571067768172
42, 43, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0043.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0044.png', 0.42539238429146253
43, 44, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0044.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0045.png', 0.3670567793790088
44, 45, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0045.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0046.png', 0.3963626405580205
45, 46, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0046.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0047.png', 0.40440171299398014
46, 47, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0047.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0048.png', 0.3880036418571073
47, 48, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0048.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0049.png', 0.362853312392888
48, 49, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0049.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0050.png', 0.4207385584522296
49, 50, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0050.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0051.png', 0.41791205964993466
50, 51, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0051.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0052.png', 0.3943444785004522
51, 52, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0052.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0053.png', 0.3722163926236212
52, 53, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0053.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0054.png', 0.3754750345544844
53, 54, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0054.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0055.png', 0.3644288963999916
54, 55, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0055.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0056.png', 0.4259170844266581
55, 56, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0056.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0057.png', 0.39880030258905697
56, 57, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0057.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0058.png', 0.3237943821345912
57, 58, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0058.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0059.png', 0.30333171898365974
58, 59, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0059.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0060.png', 0.34898582707986403
59, 60, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0060.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0061.png', 0.37717674023634495
60, 61, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0061.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0062.png', 0.40809866741507006
61, 62, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0062.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0063.png', 0.34822828859286353
62, 63, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0063.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0064.png', 0.324719318894013
63, 64, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0064.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0065.png', 0.31939043445700516
64, 65, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0065.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0066.png', 0.33342075756044864
65, 66, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0066.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0067.png', 0.32509574639265776
66, 67, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0067.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0068.png', 0.23785813308082016
67, 68, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0068.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0069.png', 0.2108979061423193
68, 69, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0069.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0070.png', 0.16606736444174724
69, 70, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0070.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0071.png', 0.17996091333781164
70, 71, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0071.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0072.png', 0.20750913498367196
71, 72, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0072.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0073.png', 0.18071378231834598
72, 73, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0073.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0074.png', 0.15414300133366843
73, 74, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0074.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0075.png', 0.21002143192569456
74, 75, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0075.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0076.png', 0.19273587379813648
75, 76, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0076.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0077.png', 0.19819223154625076
76, 77, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0077.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0078.png', 0.09888735269139863
77, 78, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0078.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0079.png', 0.04181548247050261
78, 79, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0079.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0080.png', 0.15334621353131553
79, 80, './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0080.png', './GTEA61/processed_frames2/S4/pour_honey,cup/1/mmaps/map0081.png', 0.20713124954054343
