0, 1, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0002.png', 5.568917705865722
25, 26, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0026.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0027.png', 5.041867935151737
26, 27, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0027.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0028.png', 5.061549737987536
27, 28, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0028.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0029.png', 4.623864322100514
28, 29, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0029.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0030.png', 5.024256100989095
29, 30, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0030.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0031.png', 5.0918697717854675
30, 31, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0031.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0032.png', 4.2714669566554715
31, 32, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0032.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0033.png', 4.466569676738283
32, 33, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0033.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0034.png', 4.780132692723888
33, 34, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0034.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0035.png', 4.7329463643485195
34, 35, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0035.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0036.png', 4.810010903507074
35, 36, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0036.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0037.png', 4.613468691436436
36, 37, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0037.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0038.png', 4.99911336028178
37, 38, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0038.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0039.png', 4.390702845814096
38, 39, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0039.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0040.png', 4.274000321930965
39, 40, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0040.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0041.png', 4.562186656347993
40, 41, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0041.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0042.png', 4.318231458969768
41, 42, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0042.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0043.png', 4.186662180494334
42, 43, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0043.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0044.png', 4.5926395055442875
43, 44, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0044.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0045.png', 4.33643954577241
44, 45, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0045.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0046.png', 4.283181652003744
45, 46, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0046.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0047.png', 4.5399922548669
46, 47, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0047.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0048.png', 4.405302929431565
47, 48, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0048.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0049.png', 4.1773338139251965
48, 49, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0049.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0050.png', 4.508465061614847
49, 50, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0050.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0051.png', 4.334302964173958
50, 51, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0051.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0052.png', 4.254682929172315
51, 52, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0052.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0053.png', 4.178585502604584
52, 53, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0053.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0054.png', 4.040694428431011
53, 54, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0054.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0055.png', 4.099660656053193
54, 55, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0055.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0056.png', 4.132439914841112
55, 56, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0056.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0057.png', 4.485395801508355
56, 57, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0057.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0058.png', 4.149265292231184
57, 58, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0058.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0059.png', 3.954716999950135
58, 59, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0059.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0060.png', 4.221783522045138
59, 60, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0060.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0061.png', 4.287305790048896
60, 61, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0061.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0062.png', 4.1911304475686055
61, 62, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0062.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0063.png', 4.327413507596678
62, 63, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0063.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0064.png', 4.021453469052593
63, 64, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0064.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0065.png', 4.062768747202661
64, 65, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0065.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0066.png', 4.4663804414979404
65, 66, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0066.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0067.png', 4.466264286614302
66, 67, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0067.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0068.png', 4.116617993024795
67, 68, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0068.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0069.png', 4.309849713414076
68, 69, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0069.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0070.png', 4.182809588339824
69, 70, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0070.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0071.png', 4.192592778463069
70, 71, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0071.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0072.png', 4.429249229640965
71, 72, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0072.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0073.png', 4.3866468429288625
72, 73, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0073.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0074.png', 4.085285975071897
73, 74, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0074.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0075.png', 4.579800458066983
74, 75, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0075.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0076.png', 4.769047312784019
75, 76, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0076.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0077.png', 4.483002348239408
76, 77, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0077.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0078.png', 4.866158966989396
77, 78, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0078.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0079.png', 4.952838317497019
78, 79, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0079.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0080.png', 4.873911678677092
79, 80, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0080.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0081.png', 4.8715304758518645
80, 81, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0081.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0082.png', 5.246124826091025
81, 82, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0082.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0083.png', 4.731335872150355
82, 83, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0083.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0084.png', 4.7344645809465815
83, 84, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0084.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0085.png', 5.233418760697768
84, 85, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0085.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0086.png', 5.430008240443618
85, 86, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0086.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0087.png', 5.412621096910449
86, 87, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0087.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0088.png', 4.364006751288008
87, 88, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0088.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0089.png', 4.971067972062937
88, 89, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0089.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0090.png', 4.388066399973182
89, 90, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0090.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0091.png', 4.2623827946828134
90, 91, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0091.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0092.png', 4.058480440928834
91, 92, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0092.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0093.png', 4.151039486629253
92, 93, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0093.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0094.png', 4.506992739248255
93, 94, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0094.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0095.png', 4.645484175428336
94, 95, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0095.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0096.png', 4.608426440180953
95, 96, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0096.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0097.png', 4.050863811268307
96, 97, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0097.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0098.png', 4.250695199825194
97, 98, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0098.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0099.png', 4.217916822406855
98, 99, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0099.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0100.png', 3.998709563257361
99, 100, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0100.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0101.png', 4.103687845177058
100, 101, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0101.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0102.png', 4.694284789920498
101, 102, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0102.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0103.png', 4.218783734595178
102, 103, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0103.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0104.png', 4.13768646996684
103, 104, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0104.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0105.png', 4.339658905073199
104, 105, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0105.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0106.png', 5.044252830258166
105, 106, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0106.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0107.png', 5.347017323285026
106, 107, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0107.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0108.png', 6.1763866031819195
107, 108, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0108.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0109.png', 6.375808611264289
108, 109, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0109.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0110.png', 6.407514162272637
109, 110, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0110.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0111.png', 6.3666798414154755
110, 111, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0111.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0112.png', 6.153702140210598
111, 112, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0112.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0113.png', 5.251978296340917
112, 113, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0113.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0114.png', 4.5169679475503965
113, 114, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0114.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0115.png', 4.700820533492617
114, 115, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0115.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0116.png', 4.643948769618129
115, 116, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0116.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0117.png', 4.611643696925141
116, 117, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0117.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0118.png', 4.586203081929778
117, 118, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0118.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0119.png', 5.943760082067348
118, 119, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0119.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0120.png', 6.7008439280368
119, 120, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0120.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0121.png', 7.028017390065394
120, 121, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0121.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0122.png', 6.805892666879019
121, 122, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0122.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0123.png', 6.4833691183681195
122, 123, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0123.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0124.png', 5.938381934685158
123, 124, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0124.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0125.png', 6.261037988983965
124, 125, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0125.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0126.png', 5.878149256156429
125, 126, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0126.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0127.png', 4.9402501466817945
126, 127, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0127.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0128.png', 5.10673245856647
127, 128, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0128.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0129.png', 5.194993986482868
128, 129, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0129.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0130.png', 4.39063342708915
129, 130, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0130.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0131.png', 4.56451827450123
130, 131, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0131.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0132.png', 4.657393910297543
131, 132, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0132.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0133.png', 4.282556491919401
132, 133, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0133.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0134.png', 3.9679741504063606
133, 134, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0134.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0135.png', 4.20821101594639
134, 135, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0135.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0136.png', 4.601641996908427
135, 136, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0136.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0137.png', 4.7144614821320046
136, 137, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0137.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0138.png', 5.3925729075807265
137, 138, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0138.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0139.png', 5.525892229786252
138, 139, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0139.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0140.png', 4.636097317428474
139, 140, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0140.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0141.png', 5.14180280858566
140, 141, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0141.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0142.png', 5.1316323942667506
141, 142, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0142.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0143.png', 4.7329575876983
142, 143, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0143.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0144.png', 4.696978614785237
143, 144, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0144.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0145.png', 4.280884228561918
144, 145, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0145.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0146.png', 4.115146335869074
145, 146, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0146.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0147.png', 4.300659761212097
146, 147, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0147.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0148.png', 4.417786399293858
147, 148, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0148.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0149.png', 4.53269322224531
148, 149, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0149.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0150.png', 4.567197263313023
149, 150, './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0150.png', './GTEA61/processed_frames2/S2/pour_water,cup/1/rgb/rgb0151.png', 4.230107810005754
