0, 1, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0002.png', 0.46555717930182894
28, 29, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0029.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0030.png', 0.4644342549441596
29, 30, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0030.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0031.png', 0.37142291109954423
30, 31, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0031.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0032.png', 0.44984720198903005
31, 32, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0032.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0033.png', 0.4183250435459581
32, 33, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0033.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0034.png', 0.42670332044372894
33, 34, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0034.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0035.png', 0.3646215536667997
34, 35, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0035.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0036.png', 0.41352968726971345
35, 36, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0036.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0037.png', 0.3519413010570587
36, 37, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0037.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0038.png', 0.371549935360516
37, 38, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0038.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0039.png', 0.36667289685034243
38, 39, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0039.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0040.png', 0.3753487993645173
39, 40, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0040.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0041.png', 0.43963697525784917
40, 41, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0041.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0042.png', 0.4150432540990318
41, 42, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0042.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0043.png', 0.40920655198385636
42, 43, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0043.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0044.png', 0.3135617562843201
43, 44, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0044.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0045.png', 0.3159971329784247
44, 45, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0045.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0046.png', 0.34120203913498987
45, 46, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0046.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0047.png', 0.30527850240000043
46, 47, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0047.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0048.png', 0.318457422094003
47, 48, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0048.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0049.png', 0.3621446189794859
48, 49, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0049.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0050.png', 0.36178997192628426
49, 50, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0050.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0051.png', 0.3392658526349516
50, 51, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0051.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0052.png', 0.3553391951259891
51, 52, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0052.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0053.png', 0.37881109116563605
52, 53, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0053.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0054.png', 0.3658083029689204
53, 54, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0054.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0055.png', 0.36175772134330275
54, 55, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0055.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0056.png', 0.35328306123983216
55, 56, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0056.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0057.png', 0.31648304475315026
56, 57, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0057.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0058.png', 0.29119152122254927
57, 58, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0058.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0059.png', 0.2464413713234211
58, 59, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0059.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0060.png', 0.26723444344897
59, 60, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0060.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0061.png', 0.2769123429312549
60, 61, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0061.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0062.png', 0.2598401357191054
61, 62, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0062.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0063.png', 0.2485084381235003
62, 63, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0063.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0064.png', 0.2551266878891337
63, 64, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0064.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0065.png', 0.25674052393166885
64, 65, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0065.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0066.png', 0.1500975291216328
65, 66, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0066.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0067.png', 0.15282988946973228
66, 67, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0067.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0068.png', 0.15447068015885312
67, 68, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0068.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0069.png', 0.1404947146880198
68, 69, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0069.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0070.png', 0.2101884919134368
69, 70, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0070.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0071.png', 0.14328756724889546
70, 71, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0071.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0072.png', 0.1309178425344664
71, 72, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0072.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0073.png', 0.12878682361225333
72, 73, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0073.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0074.png', 0.133037827305158
73, 74, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0074.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0075.png', 0.21409925522700982
74, 75, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0075.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0076.png', 0.1899203326332552
75, 76, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0076.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0077.png', 0.1731769635205131
76, 77, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0077.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0078.png', 0.17546379771776907
77, 78, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0078.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0079.png', 0.20671105622252395
78, 79, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0079.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0080.png', 0.18022676427826273
79, 80, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0080.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0081.png', 0.1757768299251773
80, 81, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0081.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0082.png', 0.2784667734809292
81, 82, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0082.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0083.png', 0.2519239499493187
82, 83, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0083.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0084.png', 0.2769123429312549
83, 84, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0084.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0085.png', 0.2970952939330178
84, 85, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0085.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0086.png', 0.2471832664673274
85, 86, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0086.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0087.png', 0.29097442104072024
86, 87, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0087.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0088.png', 0.31873401846846133
87, 88, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0088.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0089.png', 0.2600309223523588
88, 89, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0089.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0090.png', 0.27535379000677884
89, 90, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0090.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0091.png', 0.2778380939237339
90, 91, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0091.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0092.png', 0.24082597726316965
91, 92, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0092.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0093.png', 0.20176942705967524
92, 93, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0093.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0094.png', 0.165519518482796
93, 94, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0094.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0095.png', 0.16203478372917768
94, 95, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0095.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0096.png', 0.18256886437909303
95, 96, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0096.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0097.png', 0.20388699154780177
96, 97, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0097.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0098.png', 0.35357720885238836
97, 98, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0098.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0099.png', 0.33574524301986775
98, 99, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0099.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0100.png', 0.3593665648508387
99, 100, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0100.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0101.png', 0.3356443597253714
100, 101, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0101.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0102.png', 0.31066143060547835
101, 102, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0102.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0103.png', 0.37459085681569515
102, 103, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0103.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0104.png', 0.36551984047048464
103, 104, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0104.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0105.png', 0.311921100055563
104, 105, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0105.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0106.png', 0.3270767462648009
105, 106, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0106.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0107.png', 0.3270426450476013
106, 107, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0107.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0108.png', 0.3209767453875539
107, 108, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0108.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0109.png', 0.29346632396792294
108, 109, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0109.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0110.png', 0.24362106883085405
109, 110, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0110.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0111.png', 0.20079242659087657
110, 111, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0111.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0112.png', 0.17938440565831132
111, 112, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0112.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0113.png', 0.20100497549938773
112, 113, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0113.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0114.png', 0.2336363264954663
113, 114, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0114.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0115.png', 0.20675309076404097
114, 115, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0115.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0116.png', 0.18212781386791066
115, 116, './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0116.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/mmaps/map0117.png', 0.1996005283617987
