0, 1, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00001.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00002.png', 6.01606148339625
44, 45, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00045.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00046.png', 7.137066275081384
45, 46, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00046.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00047.png', 6.165352426064749
46, 47, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00047.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00048.png', 7.032244794254633
47, 48, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00048.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00049.png', 6.096258727428307
48, 49, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00049.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00050.png', 5.529606368990793
49, 50, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00050.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00051.png', 5.1036890056087625
50, 51, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00051.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00052.png', 4.114748574970653
51, 52, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00052.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00053.png', 4.382324446502878
52, 53, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00053.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00054.png', 5.450496086746458
53, 54, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00054.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00055.png', 4.419038464204329
54, 55, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00055.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00056.png', 4.599271772230029
55, 56, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00056.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00057.png', 5.116902484441935
56, 57, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00057.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00058.png', 5.145688349132761
57, 58, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00058.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00059.png', 5.515982165552967
58, 59, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00059.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00060.png', 6.380766539177731
59, 60, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00060.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00061.png', 6.323526186003965
60, 61, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00061.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00062.png', 6.676314883304683
61, 62, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00062.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00063.png', 6.460165866873935
62, 63, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00063.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00064.png', 5.876527303565336
63, 64, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00064.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00065.png', 5.775686563450077
64, 65, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00065.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00066.png', 5.629778186947428
65, 66, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00066.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00067.png', 4.777424201058764
66, 67, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00067.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00068.png', 4.113891131292688
67, 68, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00068.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00069.png', 5.243421989030339
68, 69, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00069.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00070.png', 5.7006815598183875
69, 70, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00070.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00071.png', 5.7460160922940595
70, 71, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00071.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00072.png', 5.843522180815322
71, 72, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00072.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00073.png', 4.393020743201372
72, 73, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00073.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00074.png', 4.2365530721973945
73, 74, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00074.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00075.png', 4.649371473277806
74, 75, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00075.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00076.png', 4.88130216452423
75, 76, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00076.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00077.png', 5.064561511466045
76, 77, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00077.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00078.png', 5.474209200062273
77, 78, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00078.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00079.png', 5.075191380723911
78, 79, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00079.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00080.png', 4.4472583898756985
79, 80, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00080.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00081.png', 5.503758220558517
80, 81, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00081.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00082.png', 5.443471325931311
81, 82, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00082.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00083.png', 4.741021632450659
82, 83, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00083.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00084.png', 5.530201674966416
83, 84, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00084.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00085.png', 6.573367493373221
84, 85, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00085.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00086.png', 5.707659788633995
85, 86, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00086.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00087.png', 5.8669139817418365
86, 87, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00087.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00088.png', 6.043868380023591
87, 88, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00088.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00089.png', 5.9316252223298935
88, 89, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00089.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00090.png', 5.191142987928433
89, 90, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00090.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00091.png', 4.986662911583009
90, 91, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00091.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00092.png', 6.229598371097152
91, 92, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00092.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00093.png', 4.980534307248548
92, 93, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00093.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00094.png', 5.676788935874549
93, 94, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00094.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00095.png', 5.78340355530368
94, 95, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00095.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00096.png', 6.712745919905701
95, 96, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00096.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00097.png', 6.484281145894169
96, 97, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00097.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00098.png', 6.496629660006683
97, 98, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00098.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00099.png', 6.314782727627722
98, 99, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00099.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00100.png', 5.295722147374352
99, 100, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00100.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00101.png', 5.953402766824008
100, 101, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00101.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00102.png', 6.9328193944566525
101, 102, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00102.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00103.png', 4.9869815555416634
102, 103, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00103.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00104.png', 5.984015749236224
103, 104, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00104.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00105.png', 5.776252280505549
104, 105, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00105.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00106.png', 6.109579953194484
105, 106, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00106.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00107.png', 6.349425225604538
106, 107, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00107.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00108.png', 6.9720767030483675
107, 108, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00108.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00109.png', 6.841810189155489
108, 109, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00109.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00110.png', 6.707712757422466
109, 110, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00110.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00111.png', 7.081763192132247
110, 111, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00111.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00112.png', 5.826404250704145
111, 112, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00112.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00113.png', 6.195388753663864
112, 113, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00113.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00114.png', 5.201093625467383
113, 114, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00114.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00115.png', 5.959045925201376
114, 115, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00115.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00116.png', 5.801810493046472
115, 116, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00116.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00117.png', 6.340073097633958
116, 117, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00117.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00118.png', 5.819724562708118
117, 118, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00118.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00119.png', 6.277793193423302
118, 119, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00119.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00120.png', 6.334329971711625
119, 120, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00120.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00121.png', 6.707465358823852
120, 121, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00121.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00122.png', 5.897426827167335
121, 122, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00122.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00123.png', 5.211338613283224
122, 123, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00123.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00124.png', 5.73389807932189
123, 124, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00124.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00125.png', 6.492927040637269
124, 125, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00125.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00126.png', 5.419500079294951
125, 126, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00126.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00127.png', 6.699536299975269
126, 127, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00127.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00128.png', 6.697674212102008
127, 128, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00128.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00129.png', 6.6126519264519334
128, 129, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00129.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/2/flow_y_00130.png', 6.432329875031032
