0, 1, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0002.png', 5.549553011188263
12, 13, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0013.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0014.png', 5.053909917248083
13, 14, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0014.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0015.png', 5.136264770943807
14, 15, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0015.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0016.png', 4.928099259233908
15, 16, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0016.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0017.png', 5.046271032896946
16, 17, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0017.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0018.png', 4.960276121544831
17, 18, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0018.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0019.png', 5.264060087775927
18, 19, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0019.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0020.png', 4.827916643809102
19, 20, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0020.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0021.png', 5.39426126609656
20, 21, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0021.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0022.png', 5.124387693499298
21, 22, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0022.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0023.png', 5.406953733921801
22, 23, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0023.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0024.png', 4.975064048473929
23, 24, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0024.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0025.png', 5.32641219738556
24, 25, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0025.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0026.png', 4.745581865237471
25, 26, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0026.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0027.png', 5.211005620973956
26, 27, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0027.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0028.png', 5.071634371184978
27, 28, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0028.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0029.png', 5.088239518457613
28, 29, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0029.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0030.png', 5.063071068735627
29, 30, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0030.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0031.png', 4.9436689253416235
30, 31, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0031.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0032.png', 5.230619904767404
31, 32, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0032.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0033.png', 4.611154682535968
32, 33, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0033.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0034.png', 5.108643483763584
33, 34, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0034.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0035.png', 4.7459585822009265
34, 35, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0035.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0036.png', 5.21611706724586
35, 36, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0036.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0037.png', 5.156873978604966
36, 37, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0037.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0038.png', 4.754415382355381
37, 38, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0038.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0039.png', 5.387347303111942
38, 39, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0039.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0040.png', 5.143922139967447
39, 40, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0040.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0041.png', 5.139361566814232
40, 41, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0041.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0042.png', 4.706482103690333
41, 42, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0042.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0043.png', 5.305544545248663
42, 43, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0043.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0044.png', 4.968944904992464
43, 44, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0044.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0045.png', 5.25509851254655
44, 45, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0045.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0046.png', 5.0161969525441314
45, 46, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0046.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0047.png', 4.945688649214669
46, 47, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0047.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0048.png', 5.284964294066221
47, 48, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0048.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0049.png', 4.458323214644208
48, 49, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0049.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0050.png', 5.2619961365890395
49, 50, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0050.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0051.png', 4.797779898241684
50, 51, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0051.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0052.png', 5.092775286124313
51, 52, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0052.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0053.png', 5.207586970132167
52, 53, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0053.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0054.png', 4.7098241841864965
53, 54, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0054.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0055.png', 5.377817766366067
54, 55, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0055.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0056.png', 5.167898639395711
55, 56, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0056.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0057.png', 5.355308382346189
56, 57, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0057.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0058.png', 5.072521430502416
57, 58, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0058.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0059.png', 4.904157257357287
58, 59, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0059.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0060.png', 5.262339990528007
59, 60, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0060.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0061.png', 4.68831616246226
60, 61, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0061.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0062.png', 5.182248229472147
61, 62, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0062.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0063.png', 5.313346583054905
62, 63, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0063.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0064.png', 4.935532751067514
63, 64, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0064.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0065.png', 5.057353049000142
64, 65, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0065.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0066.png', 5.0826032929232845
65, 66, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0066.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0067.png', 5.247865653804298
66, 67, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0067.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0068.png', 4.864629096114059
67, 68, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0068.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0069.png', 5.519177561852638
68, 69, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0069.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0070.png', 4.959964793584842
69, 70, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0070.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0071.png', 5.013579111632454
70, 71, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0071.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0072.png', 5.46692357037279
71, 72, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0072.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0073.png', 4.870175276783469
72, 73, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0073.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0074.png', 5.612087476032297
73, 74, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0074.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0075.png', 5.042393657652227
74, 75, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0075.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0076.png', 5.401719317687229
75, 76, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0076.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0077.png', 5.573964063310045
76, 77, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0077.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0078.png', 5.215509858029275
77, 78, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0078.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0079.png', 5.540277623925202
78, 79, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0079.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0080.png', 5.1376071537182275
79, 80, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0080.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0081.png', 5.316839595614944
80, 81, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0081.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0082.png', 4.960037669536228
81, 82, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0082.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0083.png', 5.168386995256722
82, 83, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0083.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0084.png', 5.410733127866051
83, 84, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0084.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0085.png', 5.009773247639033
84, 85, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0085.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0086.png', 4.6178308824764835
85, 86, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0086.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0087.png', 4.972995403694902
86, 87, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0087.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0088.png', 5.086547735523528
87, 88, './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0088.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/1/rgb/rgb0089.png', 5.7855921020393675
