0, 1, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0002.png', 5.659713717583628
21, 22, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0022.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0023.png', 4.953587687890256
22, 23, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0023.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0024.png', 4.594922009267419
23, 24, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0024.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0025.png', 4.3316477641952105
24, 25, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0025.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0026.png', 4.673200139764837
25, 26, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0026.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0027.png', 4.709446604189855
26, 27, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0027.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0028.png', 4.322333999723229
27, 28, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0028.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0029.png', 4.219508351493492
28, 29, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0029.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0030.png', 4.384210136630854
29, 30, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0030.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0031.png', 4.0126849658096075
30, 31, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0031.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0032.png', 4.462716821102259
31, 32, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0032.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0033.png', 4.523111510681498
32, 33, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0033.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0034.png', 4.12288008313119
33, 34, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0034.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0035.png', 4.499238449390983
34, 35, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0035.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0036.png', 3.9936150182861296
35, 36, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0036.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0037.png', 4.385699450134526
36, 37, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0037.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0038.png', 4.590676854989275
37, 38, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0038.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0039.png', 4.563480369232781
38, 39, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0039.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0040.png', 5.0628449053811515
39, 40, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0040.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0041.png', 5.031523691742569
40, 41, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0041.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0042.png', 4.951825249946052
41, 42, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0042.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0043.png', 5.0477874054945655
42, 43, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0043.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0044.png', 5.038717278355467
43, 44, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0044.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0045.png', 5.238459074344932
44, 45, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0045.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0046.png', 5.043984743767597
45, 46, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0046.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0047.png', 4.927500280823094
46, 47, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0047.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0048.png', 5.103480245257916
47, 48, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0048.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0049.png', 5.434911151980451
48, 49, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0049.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0050.png', 5.238678355986221
49, 50, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0050.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0051.png', 5.449959097143673
50, 51, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0051.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0052.png', 5.78226775310304
51, 52, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0052.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0053.png', 5.458478091811359
52, 53, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0053.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0054.png', 5.074312146225137
53, 54, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0054.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0055.png', 5.232399121806889
54, 55, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0055.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0056.png', 5.275668479095619
55, 56, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0056.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0057.png', 5.342109339835108
56, 57, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0057.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0058.png', 5.207284283072014
57, 58, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0058.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0059.png', 5.170034357898937
58, 59, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0059.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0060.png', 5.12275636576064
59, 60, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0060.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0061.png', 5.638488431304633
60, 61, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0061.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0062.png', 5.422811823616216
61, 62, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0062.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0063.png', 5.3342262037366135
62, 63, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0063.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0064.png', 5.116368580720306
63, 64, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0064.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0065.png', 4.58607368318119
64, 65, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0065.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0066.png', 5.083467594317376
65, 66, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0066.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0067.png', 4.543645072563066
66, 67, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0067.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0068.png', 4.441556931654749
67, 68, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0068.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0069.png', 4.62052832240334
68, 69, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0069.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0070.png', 5.379932222045294
69, 70, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0070.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0071.png', 5.181234382250728
70, 71, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0071.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0072.png', 5.207367427652648
71, 72, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0072.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0073.png', 4.8463527961766175
72, 73, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0073.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0074.png', 5.325785577264088
73, 74, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0074.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0075.png', 4.953541547940786
74, 75, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0075.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0076.png', 5.025142599547518
75, 76, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0076.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0077.png', 4.7876401814405565
76, 77, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0077.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0078.png', 4.931499405630511
77, 78, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0078.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0079.png', 4.854011750690717
78, 79, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0079.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0080.png', 4.944262686680671
79, 80, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0080.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0081.png', 4.775249350653309
80, 81, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0081.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0082.png', 5.1773229807091985
81, 82, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0082.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0083.png', 4.922633568431513
82, 83, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0083.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0084.png', 5.004653126378673
83, 84, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0084.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0085.png', 4.4960385034104045
84, 85, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0085.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0086.png', 5.052762001726545
85, 86, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0086.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0087.png', 5.009153018233777
86, 87, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0087.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0088.png', 5.183676462802128
87, 88, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0088.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0089.png', 4.995754909403502
88, 89, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0089.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0090.png', 4.987348693640225
89, 90, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0090.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0091.png', 4.946528631289325
90, 91, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0091.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0092.png', 4.753091047461768
91, 92, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0092.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0093.png', 4.742360644411743
92, 93, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0093.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0094.png', 4.693300963679419
93, 94, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0094.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0095.png', 4.964429523247947
94, 95, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0095.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0096.png', 5.172951085117052
95, 96, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0096.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0097.png', 4.719942026822125
96, 97, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0097.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0098.png', 4.951703522175033
97, 98, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0098.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0099.png', 5.275436021172534
98, 99, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0099.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0100.png', 4.603918224142304
99, 100, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0100.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0101.png', 5.0070929785793545
100, 101, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0101.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0102.png', 4.759536172706437
101, 102, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0102.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0103.png', 4.9506276935553535
102, 103, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0103.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0104.png', 4.914742903532893
103, 104, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0104.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0105.png', 4.990422675216124
104, 105, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0105.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0106.png', 4.6798630574539235
105, 106, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0106.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0107.png', 4.816901145997594
106, 107, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0107.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0108.png', 4.916240094135445
107, 108, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0108.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0109.png', 4.806900320905689
108, 109, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0109.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0110.png', 4.813410180374599
109, 110, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0110.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0111.png', 5.030913420644064
110, 111, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0111.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0112.png', 4.951256632215548
111, 112, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0112.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0113.png', 4.785367329350125
112, 113, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0113.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0114.png', 5.063575921809054
113, 114, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0114.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0115.png', 4.828536741827904
114, 115, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0115.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0116.png', 5.178206540982267
115, 116, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0116.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0117.png', 5.083627347188921
116, 117, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0117.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0118.png', 4.805594267439287
117, 118, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0118.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0119.png', 5.0720085115191615
118, 119, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0119.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0120.png', 4.9285566054807
119, 120, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0120.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0121.png', 5.103219474715464
120, 121, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0121.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0122.png', 4.860273299107812
121, 122, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0122.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0123.png', 4.858106817936057
122, 123, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0123.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0124.png', 5.016928985773527
123, 124, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0124.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0125.png', 5.215851513320388
124, 125, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0125.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0126.png', 4.7299397123479325
125, 126, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0126.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0127.png', 5.061590056618981
126, 127, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0127.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0128.png', 4.837771716522327
127, 128, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0128.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0129.png', 4.7547178713723115
128, 129, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0129.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0130.png', 5.121946306925606
129, 130, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0130.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0131.png', 5.161298362774004
130, 131, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0131.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0132.png', 5.542247868661983
131, 132, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0132.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0133.png', 4.448674860461655
132, 133, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0133.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0134.png', 4.992721797486662
133, 134, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0134.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0135.png', 5.142339494714169
134, 135, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0135.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0136.png', 4.554943904136701
135, 136, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0136.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0137.png', 4.352943252562148
136, 137, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0137.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0138.png', 4.514470456183127
137, 138, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0138.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0139.png', 5.116420149581139
138, 139, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0139.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0140.png', 5.330498830187223
139, 140, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0140.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0141.png', 4.938919706337448
140, 141, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0141.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0142.png', 4.657393759582059
141, 142, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0142.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0143.png', 4.54795564648093
142, 143, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0143.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0144.png', 4.652232691151086
143, 144, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0144.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0145.png', 4.513633217528091
144, 145, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0145.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0146.png', 4.762807278875718
145, 146, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0146.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0147.png', 4.874841592289651
146, 147, './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0147.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/rgb/rgb0148.png', 4.582392561549084
