0, 1, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0001.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0002.png', 0.4063881263913381
11, 12, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0012.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0013.png', 0.4217952530139679
12, 13, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0013.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0014.png', 0.2932860998303516
13, 14, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0014.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0015.png', 0.2453854153386951
14, 15, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0015.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0016.png', 0.2796852389156835
15, 16, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0016.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0017.png', 0.2608315357342089
16, 17, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0017.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0018.png', 0.18555758680441065
17, 18, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0018.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0019.png', 0.17956186523037926
18, 19, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0019.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0020.png', 0.1702012052010582
19, 20, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0020.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0021.png', 0.19579348806285315
20, 21, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0021.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0022.png', 0.17854058857728808
21, 22, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0022.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0023.png', 0.17733895432210597
22, 23, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0023.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0024.png', 0.17151102556480471
23, 24, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0024.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0025.png', 0.14967203177984467
24, 25, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0025.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0026.png', 0.11596109637743997
25, 26, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0026.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0027.png', 0.12649465824833692
26, 27, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0027.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0028.png', 0.09198335195381277
27, 28, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0028.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0029.png', 0.07290264040496183
28, 29, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0029.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0030.png', 0.04208242265487411
29, 30, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0030.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0031.png', 0.03459437032449694
30, 31, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0031.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0032.png', 0.025271194602123057
31, 32, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0032.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0033.png', 0.014958871933530297
32, 33, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0033.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0034.png', 0.027331060823813008
33, 34, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0034.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0035.png', 0.024453006600180294
34, 35, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0035.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0036.png', 0.01895455514356647
35, 36, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0036.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0037.png', 0.01895455514356647
36, 37, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0037.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0038.png', 0.01479534182813929
37, 38, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0038.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0039.png', 0.01479534182813929
38, 39, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0039.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0040.png', -0.0
39, 40, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0040.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0041.png', 0.009013185442534974
40, 41, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0041.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0042.png', 0.009013185442534974
41, 42, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0042.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0043.png', -0.0
42, 43, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0043.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0044.png', -0.0
43, 44, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0044.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0045.png', 0.008567004826127734
44, 45, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0045.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0046.png', 0.016095056259505334
45, 46, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0046.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0047.png', 0.009013185442534974
46, 47, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0047.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0048.png', -0.0
47, 48, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0048.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0049.png', -0.0
48, 49, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0049.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0050.png', -0.0
49, 50, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0050.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0051.png', -0.0
50, 51, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0051.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0052.png', -0.0
51, 52, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0052.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0053.png', 0.008835142313976235
52, 53, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0053.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0054.png', 0.008835142313976235
53, 54, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0054.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0055.png', 0.009279209349486487
54, 55, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0055.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0056.png', 0.009279209349486487
55, 56, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0056.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0057.png', -0.0
56, 57, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0057.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0058.png', 0.015284999937458674
57, 58, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0058.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0059.png', 0.015284999937458674
58, 59, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0059.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0060.png', 0.0089242343066975
59, 60, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0060.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0061.png', 0.0089242343066975
60, 61, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0061.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0062.png', -0.0
61, 62, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0062.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0063.png', -0.0
62, 63, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0063.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0064.png', -0.0
63, 64, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0064.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0065.png', -0.0
64, 65, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0065.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0066.png', -0.0
65, 66, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0066.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0067.png', 0.010678408425463942
66, 67, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0067.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0068.png', 0.0037475792923851734
67, 68, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0068.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0069.png', 0.009013185442534974
68, 69, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0069.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0070.png', -0.0
69, 70, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0070.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0071.png', 0.009101997303020633
70, 71, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0071.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0072.png', 0.006275542134173535
71, 72, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0072.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0073.png', 0.012974702825838565
72, 73, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0073.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0074.png', -0.0
73, 74, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0074.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0075.png', 0.00998277997953677
74, 75, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0075.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0076.png', 0.007936099582708458
75, 76, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0076.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0077.png', 0.009013185442534974
76, 77, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0077.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0078.png', 0.00874590784647976
77, 78, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0078.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0079.png', 0.00874590784647976
78, 79, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0079.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0080.png', 0.022421603482163013
79, 80, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0080.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0081.png', 0.02900018697752428
80, 81, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0081.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0082.png', 0.02957619374648934
81, 82, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0082.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0083.png', 0.023854614033814055
82, 83, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0083.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0084.png', 0.040609544015295825
83, 84, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0084.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0085.png', 0.028711317700951172
84, 85, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0085.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0086.png', -0.0
85, 86, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0086.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0087.png', 0.00874590784647976
86, 87, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0087.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0088.png', 0.00874590784647976
87, 88, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0088.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0089.png', 0.010678408425463942
88, 89, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0089.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0090.png', 0.010678408425463942
89, 90, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0090.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0091.png', 0.0089242343066975
90, 91, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0091.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0092.png', 0.0089242343066975
91, 92, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0092.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0093.png', 0.009013185442534974
92, 93, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0093.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0094.png', 0.009013185442534974
93, 94, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0094.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0095.png', -0.0
94, 95, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0095.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0096.png', -0.0
95, 96, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0096.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0097.png', -0.0
96, 97, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0097.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0098.png', -0.0
97, 98, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0098.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0099.png', -0.0
98, 99, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0099.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0100.png', -0.0
99, 100, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0100.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0101.png', -0.0
100, 101, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0101.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0102.png', -0.0
101, 102, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0102.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0103.png', -0.0
102, 103, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0103.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0104.png', -0.0
103, 104, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0104.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0105.png', -0.0
104, 105, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0105.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0106.png', -0.0
105, 106, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0106.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0107.png', -0.0
106, 107, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0107.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0108.png', -0.0
107, 108, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0108.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0109.png', -0.0
108, 109, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0109.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0110.png', -0.0
109, 110, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0110.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0111.png', -0.0
110, 111, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0111.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0112.png', -0.0
111, 112, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0112.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0113.png', -0.0
112, 113, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0113.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0114.png', -0.0
113, 114, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0114.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0115.png', 0.009279209349486487
114, 115, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0115.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0116.png', 0.021277873413797898
115, 116, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0116.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0117.png', 0.016095056259505334
116, 117, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0117.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0118.png', 0.034246156079008314
117, 118, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0118.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0119.png', 0.061496922673684465
118, 119, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0119.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0120.png', 0.06137480776807976
119, 120, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0120.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0121.png', 0.05462505919029066
120, 121, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0121.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0122.png', 0.05699990439099145
121, 122, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0122.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0123.png', 0.054938928053320714
122, 123, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0123.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0124.png', 0.05619016940258805
123, 124, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0124.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0125.png', 0.05361778006341472
124, 125, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0125.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0126.png', 0.06633407017620738
125, 126, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0126.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0127.png', 0.0593511756072658
126, 127, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0127.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0128.png', 0.03521930591942721
127, 128, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0128.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0129.png', 0.03646221512555808
128, 129, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0129.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0130.png', 0.033126817753679275
129, 130, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0130.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0131.png', 0.03959856884357323
130, 131, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0131.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0132.png', 0.00874590784647976
131, 132, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0132.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0133.png', -0.0
132, 133, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0133.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0134.png', -0.0
133, 134, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0134.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0135.png', -0.0
134, 135, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0135.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0136.png', 0.009367612527378423
135, 136, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0136.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0137.png', 0.006275542134173535
136, 137, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0137.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0138.png', 0.00874590784647976
137, 138, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0138.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0139.png', -0.0
138, 139, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0139.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0140.png', -0.0
139, 140, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0140.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0141.png', -0.0
140, 141, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0141.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0142.png', -0.0
141, 142, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0142.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0143.png', -0.0
142, 143, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0143.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0144.png', -0.0
143, 144, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0144.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0145.png', -0.0
144, 145, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0145.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0146.png', -0.0
145, 146, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0146.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0147.png', -0.0
146, 147, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0147.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0148.png', -0.0
147, 148, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0148.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0149.png', -0.0
148, 149, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0149.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0150.png', -0.0
149, 150, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0150.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0151.png', -0.0
150, 151, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0151.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0152.png', -0.0
151, 152, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0152.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0153.png', 0.00874590784647976
152, 153, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0153.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0154.png', 0.01187837230728718
153, 154, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0154.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0155.png', 0.016817961629347632
154, 155, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0155.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0156.png', 0.01585281165173505
