0, 1, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0002.png', 0.0634427472524142
11, 12, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0012.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0013.png', 0.03284575547921143
12, 13, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0013.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0014.png', 0.030364514431900986
13, 14, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0014.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0015.png', 0.02900018697752428
14, 15, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0015.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0016.png', 0.05361778006341472
15, 16, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0016.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0017.png', 0.06434975698056714
16, 17, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0017.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0018.png', 0.05311246171758634
17, 18, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0018.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0019.png', 0.05706207686704891
18, 19, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0019.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0020.png', 0.05380698415905926
19, 20, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0020.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0021.png', 0.08137310278413933
20, 21, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0021.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0022.png', 0.08621987523428147
21, 22, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0022.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0023.png', 0.08125947140464077
22, 23, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0023.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0024.png', 0.1527359483509349
23, 24, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0024.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0025.png', 0.19712275612287483
24, 25, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0025.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0026.png', 0.23327638109009197
25, 26, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0026.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0027.png', 0.23050894769680366
26, 27, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0027.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0028.png', 0.2538168997952359
27, 28, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0028.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0029.png', 0.23451520523276326
28, 29, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0029.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0030.png', 0.20826408836716556
29, 30, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0030.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0031.png', 0.21748738925999492
30, 31, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0031.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0032.png', 0.2040982728570739
31, 32, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0032.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0033.png', 0.2091853350254872
32, 33, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0033.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0034.png', 0.22334514797407767
33, 34, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0034.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0035.png', 0.21748738925999492
34, 35, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0035.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0036.png', 0.21855719976351345
35, 36, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0036.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0037.png', 0.1314118388497798
36, 37, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0037.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0038.png', 0.1882669802152419
37, 38, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0038.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0039.png', 0.21351862993167806
38, 39, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0039.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0040.png', 0.21818712270226634
39, 40, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0040.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0041.png', 0.22415936418974142
40, 41, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0041.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0042.png', 0.209101652121815
41, 42, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0042.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0043.png', 0.2309108900349354
42, 43, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0043.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0044.png', 0.2226928913533581
43, 44, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0044.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0045.png', 0.2292207470750979
44, 45, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0045.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0046.png', 0.20981253231939523
45, 46, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0046.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0047.png', 0.1923469668840271
46, 47, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0047.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0048.png', 0.1921740231393942
47, 48, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0048.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0049.png', 0.21736381178349176
48, 49, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0049.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0050.png', 0.20108997052782213
49, 50, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0050.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0051.png', 0.10823290565872554
50, 51, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0051.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0052.png', 0.07679383212187334
51, 52, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0052.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0053.png', 0.2705407134714898
52, 53, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0053.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0054.png', 0.25520364068272056
53, 54, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0054.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0055.png', 0.25103324383089404
54, 55, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0055.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0056.png', 0.2288578935705101
55, 56, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0056.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0057.png', 0.21958385278703205
56, 57, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0057.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0058.png', 0.2438958871942098
57, 58, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0058.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0059.png', 0.2546262416664246
58, 59, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0059.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0060.png', 0.24565937201796778
59, 60, './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0060.png', './GTEA61/processed_frames2/S1/pour_mustard,cheese,bread/1/mmaps/map0061.png', 0.21227228632337602
