0, 1, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0001.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0002.png', 5.62466763940109
11, 12, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0012.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0013.png', 5.3714814081208395
12, 13, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0013.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0014.png', 4.9381316830007025
13, 14, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0014.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0015.png', 5.143826816515144
14, 15, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0015.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0016.png', 4.484760320182345
15, 16, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0016.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0017.png', 5.302081048180602
16, 17, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0017.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0018.png', 5.111565333944423
17, 18, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0018.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0019.png', 4.900528935015598
18, 19, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0019.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0020.png', 5.237400319093145
19, 20, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0020.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0021.png', 4.891346738125036
20, 21, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0021.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0022.png', 5.0326740892398085
21, 22, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0022.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0023.png', 5.052136144250576
22, 23, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0023.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0024.png', 5.344340948593313
23, 24, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0024.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0025.png', 4.3205878954297186
24, 25, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0025.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0026.png', 5.6393753620797655
25, 26, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0026.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0027.png', 4.877971923390616
26, 27, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0027.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0028.png', 5.353185106392359
27, 28, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0028.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0029.png', 5.181238290435795
28, 29, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0029.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0030.png', 4.928062686467616
29, 30, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0030.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0031.png', 5.090488856692126
30, 31, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0031.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0032.png', 4.999236920455447
31, 32, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0032.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0033.png', 5.256468702537869
32, 33, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0033.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0034.png', 4.973631504907051
33, 34, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0034.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0035.png', 5.138265467839328
34, 35, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0035.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0036.png', 4.493476253538839
35, 36, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0036.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0037.png', 5.430663009272875
36, 37, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0037.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0038.png', 5.295504065366323
37, 38, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0038.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0039.png', 5.3561066558413755
38, 39, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0039.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0040.png', 4.626510766478982
39, 40, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0040.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0041.png', 5.2819271297245605
40, 41, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0041.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0042.png', 4.595425303935106
41, 42, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0042.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0043.png', 5.157853266387525
42, 43, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0043.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0044.png', 4.662997516077144
43, 44, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0044.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0045.png', 5.3499366032830595
44, 45, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0045.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0046.png', 4.779145747644541
45, 46, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0046.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0047.png', 5.1517075955612865
46, 47, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0047.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0048.png', 4.88547227118512
47, 48, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0048.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0049.png', 5.576922967255112
48, 49, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0049.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0050.png', 5.2093303197784255
49, 50, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0050.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0051.png', 5.142788519147776
50, 51, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0051.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0052.png', 5.166792333132067
51, 52, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0052.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0053.png', 5.44668394766073
52, 53, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0053.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0054.png', 5.208181227470049
53, 54, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0054.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0055.png', 5.34347300625135
54, 55, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0055.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0056.png', 5.138357165451981
55, 56, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0056.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0057.png', 5.313891107742059
56, 57, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0057.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0058.png', 5.1343612425271195
57, 58, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0058.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0059.png', 4.928504526320874
58, 59, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0059.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0060.png', 5.107175896720265
59, 60, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0060.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0061.png', 5.134172450812412
60, 61, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0061.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0062.png', 5.302812365161552
61, 62, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0062.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0063.png', 5.079123930533053
62, 63, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0063.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0064.png', 5.042361853005633
63, 64, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0064.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0065.png', 4.944675943416695
64, 65, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0065.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0066.png', 5.078350301686623
65, 66, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0066.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0067.png', 4.8863621730199105
66, 67, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0067.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0068.png', 5.118930442270315
67, 68, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0068.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0069.png', 4.632648601194907
68, 69, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0069.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0070.png', 5.087020977385283
69, 70, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0070.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0071.png', 4.878582535040257
70, 71, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0071.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0072.png', 5.0937362774721615
71, 72, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0072.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0073.png', 4.764314819643279
72, 73, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0073.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0074.png', 5.354629324428142
73, 74, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0074.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0075.png', 4.79199781512076
74, 75, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0075.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0076.png', 5.047902130671413
75, 76, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0076.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0077.png', 4.688224241072274
76, 77, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0077.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0078.png', 5.224420478630511
77, 78, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0078.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0079.png', 4.871392703123043
78, 79, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0079.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0080.png', 5.2518731797395555
79, 80, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0080.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0081.png', 5.3558777768878745
80, 81, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0081.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0082.png', 5.33368727561679
81, 82, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0082.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0083.png', 5.111996872507477
82, 83, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0083.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0084.png', 5.204117902483138
83, 84, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0084.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0085.png', 5.0051363769413815
84, 85, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0085.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0086.png', 5.137150189553137
85, 86, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0086.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0087.png', 4.743934202300855
86, 87, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0087.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0088.png', 5.151895500330175
87, 88, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0088.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/rgb/rgb0089.png', 4.958448087053468
