0, 1, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0002.png', 6.368722401293264
18, 19, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0019.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0020.png', 5.8331517398029735
19, 20, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0020.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0021.png', 6.02245038990635
20, 21, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0021.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0022.png', 5.485617699998378
21, 22, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0022.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0023.png', 5.156131094788068
22, 23, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0023.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0024.png', 5.715027757492116
23, 24, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0024.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0025.png', 5.940331075217447
24, 25, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0025.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0026.png', 5.969020282081657
25, 26, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0026.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0027.png', 5.821103168915592
26, 27, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0027.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0028.png', 5.902314005101317
27, 28, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0028.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0029.png', 5.737359921226694
28, 29, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0029.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0030.png', 5.192296890840081
29, 30, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0030.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0031.png', 4.534512309945126
30, 31, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0031.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0032.png', 4.723237474553446
31, 32, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0032.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0033.png', 5.438996122945281
32, 33, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0033.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0034.png', 5.091604100578337
33, 34, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0034.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0035.png', 5.172025626059565
34, 35, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0035.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0036.png', 5.477588520428274
35, 36, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0036.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0037.png', 4.662673204943219
36, 37, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0037.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0038.png', 4.656803945292883
37, 38, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0038.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0039.png', 5.210983218362162
38, 39, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0039.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0040.png', 5.4055131801081595
39, 40, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0040.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0041.png', 5.0146389203529464
40, 41, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0041.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0042.png', 5.229680531116437
41, 42, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0042.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0043.png', 5.329762898276373
42, 43, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0043.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0044.png', 5.423545322700528
43, 44, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0044.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0045.png', 5.324819241472109
44, 45, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0045.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0046.png', 5.58464017795109
45, 46, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0046.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0047.png', 5.600400157234871
46, 47, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0047.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0048.png', 5.677463162705418
47, 48, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0048.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0049.png', 5.85482689874417
48, 49, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0049.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0050.png', 5.749117164976785
49, 50, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0050.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0051.png', 5.2840944736718924
50, 51, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0051.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0052.png', 4.850517000427036
51, 52, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0052.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0053.png', 4.846363879092523
52, 53, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0053.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0054.png', 5.234321413397136
53, 54, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0054.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0055.png', 5.166221839184049
54, 55, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0055.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0056.png', 4.896903274419183
55, 56, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0056.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0057.png', 4.844712738450541
56, 57, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0057.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0058.png', 4.821153169454178
57, 58, './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0058.png', './GTEA61/processed_frames2/S2/put_bread,bread/1/rgb/rgb0059.png', 3.671391868464755
