0, 1, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0002.png', 0.4205622712129754
14, 15, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0015.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0016.png', 0.37616887659050274
15, 16, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0016.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0017.png', 0.31994266065729615
16, 17, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0017.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0018.png', 0.33658529880669796
17, 18, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0018.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0019.png', 0.2906848312713154
18, 19, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0019.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0020.png', 0.27942698699804835
19, 20, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0020.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0021.png', 0.21438932981897585
20, 21, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0021.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0022.png', 0.1972512113697805
21, 22, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0022.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0023.png', 0.2131035079339753
22, 23, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0023.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0024.png', 0.0941186321744074
23, 24, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0024.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0025.png', 0.07552193645758982
24, 25, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0025.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0026.png', 0.06247170737542448
25, 26, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0026.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0027.png', 0.055940458013834224
26, 27, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0027.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0028.png', 0.05431076114147362
27, 28, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0028.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0029.png', 0.06422900706448989
28, 29, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0029.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0030.png', 0.0705537398970771
29, 30, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0030.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0031.png', 0.08733631762185931
30, 31, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0031.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0032.png', 0.08999993656575798
31, 32, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0032.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0033.png', 0.07937833927050224
32, 33, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0033.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0034.png', 0.06186291023571242
33, 34, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0034.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0035.png', 0.05056856415214449
34, 35, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0035.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0036.png', 0.05418492108877962
35, 36, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0036.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0037.png', 0.054938928053320714
36, 37, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0037.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0038.png', 0.07610076307256372
37, 38, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0038.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0039.png', 0.08728058888363333
38, 39, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0039.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0040.png', 0.05891976607235533
39, 40, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0040.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0041.png', 0.09231275583530385
40, 41, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0041.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0042.png', 0.08448151693645822
41, 42, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0042.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0043.png', 0.08767048501139042
42, 43, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0043.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0044.png', 0.06954937732904133
43, 44, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0044.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0045.png', 0.07296111054035104
44, 45, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0045.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0046.png', 0.07914951803704023
45, 46, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0046.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0047.png', 0.06657357481752707
46, 47, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0047.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0048.png', 0.08549206159572129
47, 48, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0048.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0049.png', 0.10776088733289572
48, 49, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0049.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0050.png', 0.10130048876513544
49, 50, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0050.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0051.png', 0.0725515639115144
50, 51, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0051.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0052.png', 0.08386234160588076
51, 52, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0052.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0053.png', 0.08933609897819483
52, 53, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0053.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0054.png', 0.08125947140464077
53, 54, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0054.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0055.png', 0.08442527932052224
54, 55, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0055.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0056.png', 0.07505803683952429
55, 56, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0056.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0057.png', 0.07482580568632835
56, 57, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0057.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0058.png', 0.07771536944374509
57, 58, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0058.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0059.png', 0.06404777602561151
58, 59, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0059.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0060.png', 0.0829595019919511
59, 60, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0060.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0061.png', 0.06758906109407255
60, 61, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0061.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0062.png', 0.0741861959520832
61, 62, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0062.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0063.png', 0.08744774577680231
62, 63, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0063.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0064.png', 0.06615429879918847
63, 64, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0064.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0065.png', 0.07823246525771237
64, 65, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0065.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0066.png', 0.0702587212625097
65, 66, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0066.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0067.png', 0.056501935314418925
66, 67, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0067.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0068.png', 0.07633196989530457
67, 68, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0068.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0069.png', 0.0821106717106281
68, 69, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0069.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0070.png', 0.06860070009545496
69, 70, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0070.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0071.png', 0.062228365007465036
70, 71, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0071.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0072.png', 0.08097520613466937
71, 72, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0072.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0073.png', 0.0705537398970771
72, 73, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0073.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0074.png', 0.07108397795933319
73, 74, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0074.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0075.png', 0.0942823171293507
74, 75, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0075.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0076.png', 0.09280624503292532
75, 76, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0076.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0077.png', 0.05842578499856206
76, 77, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0077.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0078.png', 0.07650525420663343
77, 78, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0078.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0079.png', 0.0702587212625097
78, 79, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0079.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0080.png', 0.06943097386839918
79, 80, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0080.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0081.png', 0.0639268843701421
80, 81, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0081.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0082.png', 0.07126049798384461
81, 82, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0082.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0083.png', 0.07960698495001409
82, 83, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0083.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0084.png', 0.07610076307256372
83, 84, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0084.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0085.png', 0.21785795039303396
84, 85, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0085.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0086.png', 0.252078712861265
85, 86, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0086.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0087.png', 0.26534746366586315
86, 87, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0087.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0088.png', 0.2547417682191246
87, 88, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0088.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0089.png', 0.33267777722039865
88, 89, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0089.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0090.png', 0.314223748802193
89, 90, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0090.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0091.png', 0.3541650892847996
90, 91, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0091.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0092.png', 0.26572535132527425
91, 92, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0092.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0093.png', 0.29945490668647207
92, 93, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0093.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0094.png', 0.31391026297520713
93, 94, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0094.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0095.png', 0.2972385646880592
94, 95, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0095.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0096.png', 0.30027502699983877
95, 96, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0096.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0097.png', 0.2951937217558622
96, 97, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0097.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0098.png', 0.3391320996979
97, 98, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0098.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0099.png', 0.32724722403458983
98, 99, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0099.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0100.png', 0.3113965546305247
99, 100, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0100.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0101.png', 0.35076078970221813
100, 101, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0101.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0102.png', 0.3145718775425218
101, 102, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0102.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0103.png', 0.2657631265376308
102, 103, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0103.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0104.png', 0.3273494880526081
103, 104, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0104.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0105.png', 0.21256336243794702
104, 105, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0105.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0106.png', 0.1851630567397125
105, 106, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0106.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0107.png', 0.1974652317037409
106, 107, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0107.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0108.png', 0.09071756239275375
107, 108, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0108.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0109.png', 0.07517408194941942
108, 109, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0109.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0110.png', 0.06741013916732852
109, 110, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0110.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0111.png', 0.056314925412372055
110, 111, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0111.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0112.png', 0.09033134552936542
111, 112, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0112.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0113.png', 0.0886708916314258
112, 113, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0113.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0114.png', 0.06895684339616011
113, 114, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0114.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0115.png', 0.09351776514627641
114, 115, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0115.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0116.png', 0.1020478468330534
115, 116, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0116.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0117.png', 0.09192841921060285
116, 117, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0117.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0118.png', 0.07696684176539281
117, 118, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0118.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0119.png', 0.06860070009545496
118, 119, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0119.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0120.png', 0.06651371902682623
119, 120, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0120.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0121.png', 0.0684224520933229
120, 121, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0121.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0122.png', 0.08883732256010055
121, 122, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0122.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0123.png', 0.09861818444704204
122, 123, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0123.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0124.png', 0.08453774437518874
123, 124, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0124.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0125.png', 0.0875591348866147
124, 125, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0125.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0126.png', 0.08239387701431983
125, 126, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0126.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0127.png', 0.06198478750620261
126, 127, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0127.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0128.png', 0.0746515086592891
127, 128, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0128.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0129.png', 0.060027567864112806
128, 129, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0129.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0130.png', 0.06210660571730793
129, 130, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0130.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0131.png', 0.06543398000802177
130, 131, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0131.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0132.png', 0.06848188119332188
131, 132, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0132.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0133.png', 0.06806560154644707
