0, 1, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0001.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0002.png', 5.542232708195607
37, 38, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0038.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0039.png', 4.8413908414699955
38, 39, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0039.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0040.png', 4.504740504908741
39, 40, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0040.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0041.png', 4.9315373869517325
40, 41, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0041.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0042.png', 5.341570568702676
41, 42, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0042.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0043.png', 5.37341605083902
42, 43, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0043.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0044.png', 5.654652563594911
43, 44, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0044.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0045.png', 5.834325854349213
44, 45, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0045.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0046.png', 5.769730439096209
45, 46, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0046.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0047.png', 5.905864072553299
46, 47, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0047.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0048.png', 5.8637688617389845
47, 48, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0048.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0049.png', 5.582146750138771
48, 49, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0049.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0050.png', 5.344843721319723
49, 50, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0050.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0051.png', 5.718327199804055
50, 51, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0051.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0052.png', 5.712565917075386
51, 52, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0052.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0053.png', 5.868678096615159
52, 53, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0053.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0054.png', 5.940978594850549
53, 54, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0054.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0055.png', 5.603184445240691
54, 55, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0055.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0056.png', 5.64778736992858
55, 56, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0056.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0057.png', 5.4811709790404795
56, 57, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0057.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0058.png', 5.300418007500075
57, 58, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0058.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0059.png', 5.195632693092616
58, 59, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0059.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0060.png', 5.133099665721073
59, 60, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0060.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0061.png', 5.445939978765783
60, 61, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0061.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0062.png', 5.62100017940931
61, 62, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0062.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0063.png', 5.371481104368687
62, 63, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0063.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0064.png', 5.119970121133542
63, 64, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0064.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0065.png', 5.383431433861014
64, 65, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0065.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0066.png', 5.672133991205166
65, 66, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0066.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0067.png', 5.265265339248194
66, 67, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0067.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0068.png', 4.947278470281694
67, 68, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0068.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0069.png', 4.904880677571011
68, 69, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0069.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0070.png', 5.60123546201715
69, 70, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0070.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0071.png', 5.288863249604224
70, 71, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0071.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0072.png', 5.113643920238945
71, 72, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0072.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0073.png', 4.624219331926392
72, 73, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0073.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0074.png', 4.85603905799527
73, 74, './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0074.png', './GTEA61/processed_frames2/S1/put_bread,bread/2/rgb/rgb0075.png', 4.77244372590385
