0, 1, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00001.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00002.png', 5.853112701598093
30, 31, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00031.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00032.png', 5.0796870665196145
31, 32, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00032.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00033.png', 4.535905649848755
32, 33, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00033.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00034.png', 3.730593220646755
33, 34, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00034.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00035.png', 4.405716905144353
34, 35, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00035.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00036.png', 4.545159335300758
35, 36, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00036.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00037.png', 4.3600340844316
36, 37, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00037.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00038.png', 3.913619849869442
37, 38, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00038.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00039.png', 3.153320842728357
38, 39, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00039.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00040.png', 3.6355684137959057
39, 40, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00040.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00041.png', 4.5682847105166395
40, 41, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00041.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00042.png', 4.437320234100944
41, 42, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00042.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00043.png', 3.848744985243659
42, 43, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00043.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00044.png', 4.716071918418007
43, 44, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00044.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00045.png', 4.6686009006901985
44, 45, './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00045.png', './GTEA61/flow_y_processed/S4/scoop_coffee,spoon/3/flow_y_00046.png', 4.73305072059588
