0, 1, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0002.png', 6.193085580382454
56, 57, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0057.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0058.png', 5.607521957243719
57, 58, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0058.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0059.png', 4.924540597850167
58, 59, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0059.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0060.png', 4.955251640400979
59, 60, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0060.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0061.png', 5.043761416454516
60, 61, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0061.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0062.png', 5.055222394621103
61, 62, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0062.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0063.png', 5.1762983199294785
62, 63, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0063.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0064.png', 5.207356785834033
63, 64, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0064.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0065.png', 5.164080307001096
64, 65, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0065.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0066.png', 5.019165704167369
65, 66, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0066.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0067.png', 4.9318214576539114
66, 67, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0067.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0068.png', 5.296452552969744
67, 68, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0068.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0069.png', 5.356888783091039
68, 69, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0069.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0070.png', 5.226691945881145
69, 70, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0070.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0071.png', 4.95661304560759
70, 71, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0071.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0072.png', 4.902322593823825
71, 72, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0072.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0073.png', 4.845532979908839
72, 73, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0073.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0074.png', 4.838523983325747
73, 74, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0074.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0075.png', 5.341730805936797
74, 75, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0075.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0076.png', 5.386904659027404
75, 76, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0076.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0077.png', 5.389947763435205
76, 77, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0077.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0078.png', 4.717873832301437
77, 78, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0078.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0079.png', 4.443589226688472
78, 79, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0079.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0080.png', 4.742139710480978
79, 80, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0080.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0081.png', 5.304475009967424
80, 81, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0081.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0082.png', 5.342576455954914
81, 82, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0082.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0083.png', 5.282405314804236
82, 83, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0083.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0084.png', 5.153598998380286
83, 84, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0084.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0085.png', 4.730307533686276
84, 85, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0085.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0086.png', 5.07234926568451
85, 86, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0086.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0087.png', 4.815426046573095
86, 87, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0087.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0088.png', 4.832360444519303
87, 88, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0088.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0089.png', 4.925383568764361
88, 89, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0089.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0090.png', 4.968646346987659
89, 90, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0090.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0091.png', 4.772440186542268
90, 91, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0091.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0092.png', 4.895613506762157
91, 92, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0092.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0093.png', 4.538767732759464
92, 93, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0093.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0094.png', 4.779237587924051
93, 94, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0094.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0095.png', 4.53465747475753
94, 95, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0095.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0096.png', 5.342859245076296
95, 96, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0096.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0097.png', 5.048748855144875
96, 97, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0097.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0098.png', 5.41225032733023
97, 98, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0098.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0099.png', 5.066542411998334
98, 99, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0099.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0100.png', 5.269377381507726
99, 100, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0100.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0101.png', 4.473663962528105
100, 101, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0101.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0102.png', 5.23897925584134
101, 102, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0102.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0103.png', 5.234157550779896
102, 103, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0103.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0104.png', 4.8069357309135325
103, 104, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0104.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0105.png', 4.901195634329452
104, 105, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0105.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0106.png', 5.035881883085895
105, 106, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0106.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0107.png', 5.032016635426328
106, 107, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0107.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0108.png', 4.775730646791721
107, 108, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0108.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0109.png', 5.738697773123401
108, 109, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0109.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0110.png', 6.418172139047917
109, 110, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0110.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0111.png', 6.225392838961163
110, 111, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0111.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0112.png', 6.693274489171983
111, 112, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0112.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0113.png', 5.449482077822756
112, 113, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0113.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0114.png', 5.86143242542921
113, 114, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0114.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0115.png', 5.474270881756479
114, 115, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0115.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0116.png', 5.527407917668099
115, 116, './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0116.png', './GTEA61/processed_frames2/S4/put_bread,bread/1/rgb/rgb0117.png', 5.445959829718473
