0, 1, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0002.png', 0.29317793929117886
20, 21, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0021.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0022.png', -0.0
21, 22, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0022.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0023.png', -0.0
22, 23, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0023.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0024.png', -0.0
23, 24, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0024.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0025.png', -0.0
24, 25, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0025.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0026.png', -0.0
25, 26, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0026.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0027.png', -0.0
26, 27, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0027.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0028.png', -0.0
27, 28, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0028.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0029.png', -0.0
28, 29, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0029.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0030.png', -0.0
29, 30, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0030.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0031.png', -0.0
30, 31, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0031.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0032.png', -0.0
31, 32, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0032.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0033.png', -0.0
32, 33, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0033.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0034.png', -0.0
33, 34, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0034.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0035.png', 0.009013185442534974
34, 35, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0035.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0036.png', 0.009013185442534974
35, 36, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0036.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0037.png', -0.0
36, 37, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0037.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0038.png', -0.0
37, 38, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0038.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0039.png', -0.0
38, 39, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0039.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0040.png', -0.0
39, 40, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0040.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0041.png', 0.01585281165173505
40, 41, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0041.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0042.png', 0.01585281165173505
41, 42, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0042.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0043.png', -0.0
42, 43, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0043.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0044.png', -0.0
43, 44, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0044.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0045.png', 0.009013185442534974
44, 45, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0045.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0046.png', 0.009013185442534974
45, 46, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0046.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0047.png', -0.0
46, 47, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0047.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0048.png', 0.016175660503542855
47, 48, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0048.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0049.png', 0.03284575547921143
48, 49, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0049.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0050.png', 0.050632521202520236
49, 50, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0050.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0051.png', 0.04999210053812894
50, 51, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0051.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0052.png', 0.06008896564152404
51, 52, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0052.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0053.png', 0.06235006551445842
52, 53, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0053.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0054.png', 0.05456223400944879
53, 54, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0054.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0055.png', 0.10012282952303855
54, 55, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0055.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0056.png', 0.10033724590824075
55, 56, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0056.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0057.png', 0.11918171960471473
56, 57, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0057.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0058.png', 0.09253217550031566
57, 58, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0058.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0059.png', 0.09466393711081544
58, 59, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0059.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0060.png', 0.09699872075305772
59, 60, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0060.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0061.png', 0.07031775035271615
60, 61, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0061.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0062.png', 0.0617409737667437
61, 62, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0062.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0063.png', 0.04715118347723604
62, 63, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0063.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0064.png', 0.06247170737542448
63, 64, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0064.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0065.png', 0.084818729196568
64, 65, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0065.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0066.png', 0.03694312544172118
65, 66, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0066.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0067.png', 0.010678408425463942
66, 67, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0067.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0068.png', -0.0
67, 68, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0068.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0069.png', -0.0
68, 69, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0069.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0070.png', 0.008117133127105292
69, 70, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0070.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0071.png', 0.028639009042404122
70, 71, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0071.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0072.png', 0.03100640907039409
71, 72, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0072.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0073.png', 0.014467329558518765
72, 73, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0073.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0074.png', 0.011963293072621251
73, 74, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0074.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0075.png', 0.0188762306604249
74, 75, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0075.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0076.png', 0.02667241331348181
75, 76, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0076.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0077.png', 0.021124508743698055
76, 77, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0077.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0078.png', 0.01585281165173505
77, 78, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0078.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0079.png', 0.03333728874940131
78, 79, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0079.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0080.png', 0.05024849608421875
79, 80, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0080.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0081.png', 0.047086167569391726
80, 81, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0081.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0082.png', 0.03452478666910693
81, 82, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0082.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0083.png', 0.021124508743698055
82, 83, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0083.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0084.png', 0.02340391406216179
83, 84, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0084.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0085.png', 0.02957619374648934
84, 85, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0085.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0086.png', 0.022573255459519256
85, 86, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0086.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0087.png', 0.14953010834130748
86, 87, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0087.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0088.png', 0.16046729072629093
87, 88, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0088.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0089.png', 0.23563175898142927
88, 89, './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0089.png', './GTEA61/processed_frames2/S1/pour_mayonnaise,cheese,bread/1/mmaps/map0090.png', 0.2610981595043322
