0, 1, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00001.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00002.png', 5.7907880908115725
13, 14, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00014.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00015.png', 3.954853236176561
14, 15, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00015.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00016.png', 3.8319943727712347
15, 16, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00016.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00017.png', 4.4462132707670365
16, 17, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00017.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00018.png', 3.5461599110617956
17, 18, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00018.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00019.png', 3.910544942707393
18, 19, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00019.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00020.png', 3.4904005288944555
19, 20, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00020.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00021.png', 3.2115304922676713
20, 21, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00021.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00022.png', 3.7687122458907187
21, 22, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00022.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00023.png', 3.545719349073852
22, 23, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00023.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00024.png', 4.064907549409475
23, 24, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00024.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00025.png', 3.9780632163067517
24, 25, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00025.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00026.png', 3.688135106806261
25, 26, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00026.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00027.png', 3.755480391417271
26, 27, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00027.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00028.png', 3.8639130514489155
27, 28, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00028.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00029.png', 4.358802091049317
28, 29, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00029.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00030.png', 3.9458165403644587
29, 30, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00030.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00031.png', 4.283749174426828
30, 31, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00031.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00032.png', 4.275488855155048
31, 32, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00032.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00033.png', 4.645506288779573
32, 33, './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00033.png', './GTEA61/flow_x_processed/S2/scoop_sugar,spoon/3/flow_x_00034.png', 4.833463603105824
