0, 1, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0001.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0002.png', 5.117262951510652
13, 14, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0014.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0015.png', 4.76326554870009
14, 15, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0015.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0016.png', 4.763245591997318
15, 16, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0016.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0017.png', 4.827638324882784
16, 17, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0017.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0018.png', 4.307306338011305
17, 18, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0018.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0019.png', 4.292708289042465
18, 19, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0019.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0020.png', 4.46819854687043
19, 20, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0020.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0021.png', 4.385938265730964
20, 21, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0021.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0022.png', 4.6068605611412465
21, 22, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0022.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0023.png', 4.407654827826917
22, 23, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0023.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0024.png', 4.503930833314467
23, 24, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0024.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0025.png', 4.503534193534513
24, 25, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0025.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0026.png', 4.474305725338514
25, 26, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0026.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0027.png', 4.4490191152577765
26, 27, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0027.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0028.png', 4.607557205187639
27, 28, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0028.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0029.png', 4.552811875277518
28, 29, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0029.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0030.png', 4.113283611445147
29, 30, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0030.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0031.png', 4.304848357420836
30, 31, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0031.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0032.png', 4.6737719241945905
31, 32, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0032.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0033.png', 4.2889265831744074
32, 33, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0033.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0034.png', 4.456261498137887
33, 34, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0034.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0035.png', 4.528327893365525
34, 35, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0035.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0036.png', 4.2807028954911415
35, 36, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0036.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0037.png', 4.336265628521496
36, 37, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0037.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0038.png', 4.549642255934248
37, 38, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0038.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0039.png', 4.630555527110273
38, 39, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0039.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0040.png', 4.617967530660791
39, 40, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0040.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0041.png', 4.654124208578895
40, 41, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0041.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0042.png', 4.2693413457141425
41, 42, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0042.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0043.png', 4.594209572319381
42, 43, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0043.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0044.png', 4.402439704932912
43, 44, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0044.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0045.png', 3.9846106132952626
44, 45, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0045.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0046.png', 4.234678693179087
45, 46, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0046.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0047.png', 4.650915555963329
46, 47, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0047.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0048.png', 4.413500083067311
47, 48, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0048.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0049.png', 4.350077717245421
48, 49, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0049.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0050.png', 4.535156025794278
49, 50, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0050.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0051.png', 4.361027918290329
50, 51, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0051.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0052.png', 4.459535257449871
51, 52, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0052.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0053.png', 4.781161230792974
52, 53, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0053.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0054.png', 4.568069150128296
53, 54, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0054.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0055.png', 4.14452680492034
54, 55, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0055.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0056.png', 4.190890740141176
55, 56, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0056.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0057.png', 4.076852007864079
56, 57, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0057.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0058.png', 4.646143826323442
57, 58, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0058.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0059.png', 4.480198520488183
58, 59, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0059.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0060.png', 4.362120755118514
59, 60, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0060.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0061.png', 4.435000268493307
60, 61, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0061.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0062.png', 4.347308181757156
61, 62, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0062.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0063.png', 3.9705500016792477
62, 63, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0063.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0064.png', 4.0810530944364976
63, 64, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0064.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0065.png', 4.396239583816556
64, 65, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0065.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0066.png', 4.1892782707564225
65, 66, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0066.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0067.png', 4.334392063258375
66, 67, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0067.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0068.png', 4.558478401544726
67, 68, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0068.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0069.png', 4.779851645638826
68, 69, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0069.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0070.png', 4.4496839048354895
69, 70, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0070.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0071.png', 4.674502271932511
70, 71, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0071.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0072.png', 4.468068903768203
71, 72, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0072.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0073.png', 4.408004261228334
72, 73, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0073.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0074.png', 4.2511123022974875
73, 74, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0074.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0075.png', 3.8438760882847096
74, 75, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0075.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0076.png', 4.065274914320183
75, 76, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0076.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0077.png', 4.231939741517858
76, 77, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0077.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0078.png', 4.104728964820307
77, 78, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0078.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0079.png', 4.165775651506621
78, 79, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0079.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0080.png', 4.366034154773776
79, 80, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0080.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0081.png', 4.68003683979152
80, 81, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0081.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0082.png', 4.579621114759527
81, 82, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0082.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0083.png', 4.7907314903970795
82, 83, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0083.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0084.png', 4.977717444367449
83, 84, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0084.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0085.png', 5.314816020466448
84, 85, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0085.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0086.png', 5.024169511694593
85, 86, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0086.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0087.png', 4.8687265962326824
86, 87, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0087.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0088.png', 4.8534595691570885
87, 88, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0088.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0089.png', 4.7116123992005985
88, 89, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0089.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0090.png', 4.8733796885526806
89, 90, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0090.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0091.png', 5.01786626437643
90, 91, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0091.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0092.png', 4.673104691857336
91, 92, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0092.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0093.png', 4.258186141636038
92, 93, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0093.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0094.png', 4.458250996328174
93, 94, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0094.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0095.png', 4.598284210298364
94, 95, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0095.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0096.png', 4.300395882300618
95, 96, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0096.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0097.png', 4.490121900279639
96, 97, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0097.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0098.png', 4.4593595409118905
97, 98, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0098.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0099.png', 4.426855953805801
98, 99, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0099.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0100.png', 4.500294462251514
99, 100, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0100.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0101.png', 4.505781070025755
100, 101, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0101.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0102.png', 4.260279514338367
101, 102, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0102.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0103.png', 4.482916368064199
102, 103, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0103.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0104.png', 4.3411112681969755
103, 104, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0104.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0105.png', 4.058383973435764
104, 105, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0105.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0106.png', 4.295067655418705
105, 106, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0106.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0107.png', 4.34994260072029
106, 107, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0107.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0108.png', 4.081577991865151
107, 108, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0108.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0109.png', 3.9370638270376004
108, 109, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0109.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0110.png', 4.005781498730603
109, 110, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0110.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0111.png', 3.9209290918189144
110, 111, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0111.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0112.png', 4.384821858326916
111, 112, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0112.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0113.png', 4.668638311822904
112, 113, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0113.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0114.png', 4.401377073096109
113, 114, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0114.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0115.png', 4.349803103027199
114, 115, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0115.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0116.png', 5.026873259101246
115, 116, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0116.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0117.png', 4.443736574862776
116, 117, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0117.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0118.png', 4.496447898851577
117, 118, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0118.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0119.png', 4.283226205099398
118, 119, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0119.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0120.png', 4.22080838764189
119, 120, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0120.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0121.png', 4.324220003903965
120, 121, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0121.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0122.png', 4.2108437339674865
121, 122, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0122.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0123.png', 4.161969159041239
122, 123, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0123.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0124.png', 4.354881133934997
123, 124, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0124.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0125.png', 4.414399092797723
124, 125, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0125.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0126.png', 4.1217705063028935
125, 126, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0126.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0127.png', 4.196345498188258
126, 127, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0127.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0128.png', 4.697532135326134
127, 128, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0128.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0129.png', 5.082570795510371
128, 129, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0129.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0130.png', 5.170654543623226
129, 130, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0130.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0131.png', 5.327621512809085
130, 131, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0131.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0132.png', 5.124796908461815
131, 132, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0132.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0133.png', 5.409906962200982
132, 133, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0133.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0134.png', 5.267434310228997
133, 134, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0134.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0135.png', 5.430726589726836
134, 135, './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0135.png', './GTEA61/processed_frames2/S4/pour_water,cup/2/rgb/rgb0136.png', 5.422442864894176
