0, 1, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0001.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0002.png', 0.3539365347825322
14, 15, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0015.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0016.png', 0.1939869870055415
15, 16, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0016.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0017.png', 0.19295180387628214
16, 17, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0017.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0018.png', 0.19647999460268864
17, 18, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0018.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0019.png', 0.16400961838637212
18, 19, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0019.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0020.png', 0.10087270930475079
19, 20, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0020.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0021.png', 0.07737013284320517
20, 21, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0021.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0022.png', 0.07806020083821401
21, 22, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0022.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0023.png', 0.11410845890714064
22, 23, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0023.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0024.png', 0.10865196512939741
23, 24, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0024.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0025.png', 0.09176356582587024
24, 25, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0025.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0026.png', 0.08086142510836422
25, 26, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0026.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0027.png', 0.06615429879918847
26, 27, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0027.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0028.png', 0.09455494725869311
27, 28, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0028.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0029.png', 0.08543600592880396
28, 29, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0029.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0030.png', 0.09400946423451573
29, 30, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0030.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0031.png', 0.08414393829555536
30, 31, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0031.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0032.png', 0.06477193779179782
31, 32, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0032.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0033.png', 0.07196545703156373
32, 33, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0033.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0034.png', 0.04347778296345631
33, 34, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0034.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0035.png', 0.0670519343711588
34, 35, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0035.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0036.png', 0.10818048937119709
35, 36, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0036.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0037.png', 0.2890895699284204
36, 37, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0037.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0038.png', 0.3003819169530857
37, 38, './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0038.png', './GTEA61/processed_frames2/S3/scoop_peanut,spoon/1/mmaps/map0039.png', 0.30326080861369115
