0, 1, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00001.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00002.png', 6.738015353974173
21, 22, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00022.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00023.png', 4.786144782494187
22, 23, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00023.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00024.png', 4.66606172551286
23, 24, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00024.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00025.png', 5.1297813209885925
24, 25, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00025.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00026.png', 5.166575762589065
25, 26, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00026.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00027.png', 4.926969335066788
26, 27, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00027.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00028.png', 4.2624541321521985
27, 28, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00028.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00029.png', 3.9636490429549687
28, 29, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00029.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00030.png', 3.825000170836588
29, 30, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00030.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00031.png', 3.767786233346112
30, 31, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00031.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00032.png', 3.669610194618272
31, 32, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00032.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00033.png', 4.932215736945644
32, 33, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00033.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00034.png', 5.421738091680308
33, 34, './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00034.png', './GTEA61/flow_y_processed/S3/scoop_coffee,spoon/3/flow_y_00035.png', 6.100127917758079
