0, 1, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0002.png', 5.107552012413842
11, 12, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0012.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0013.png', 4.464739490966762
12, 13, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0013.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0014.png', 4.332311873292516
13, 14, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0014.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0015.png', 4.586521379027648
14, 15, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0015.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0016.png', 4.757306491672933
15, 16, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0016.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0017.png', 4.547705740427402
16, 17, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0017.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0018.png', 4.697257160242742
17, 18, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0018.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0019.png', 4.614568150925681
18, 19, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0019.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0020.png', 4.280284135139648
19, 20, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0020.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0021.png', 4.465571999413715
20, 21, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0021.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0022.png', 4.349354814137642
21, 22, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0022.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0023.png', 4.229022538265232
22, 23, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0023.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0024.png', 4.434151841783742
23, 24, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0024.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0025.png', 4.488929844894444
24, 25, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0025.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0026.png', 4.176371261418621
25, 26, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0026.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0027.png', 4.476197829246184
26, 27, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0027.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0028.png', 4.496538721410811
27, 28, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0028.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0029.png', 3.975466502537407
28, 29, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0029.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0030.png', 4.488492074889191
29, 30, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0030.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0031.png', 4.416107425823496
30, 31, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0031.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0032.png', 4.378117248509744
31, 32, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0032.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0033.png', 4.454534764415446
32, 33, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0033.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0034.png', 4.445508907020736
33, 34, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0034.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0035.png', 4.422543668152284
34, 35, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0035.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0036.png', 4.349970408289123
35, 36, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0036.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0037.png', 4.385492598799276
36, 37, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0037.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0038.png', 4.213584065115396
37, 38, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0038.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0039.png', 4.449603129911623
38, 39, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0039.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0040.png', 4.311519583554373
39, 40, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0040.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0041.png', 4.445072927865328
40, 41, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0041.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0042.png', 4.6491307950647744
41, 42, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0042.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0043.png', 4.5300352432691255
42, 43, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0043.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0044.png', 4.289784377980232
43, 44, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0044.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0045.png', 4.394835475742831
44, 45, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0045.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0046.png', 4.622694146732094
45, 46, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0046.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0047.png', 4.239364694725046
46, 47, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0047.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0048.png', 4.193886944427431
47, 48, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0048.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0049.png', 4.205204302844162
48, 49, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0049.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0050.png', 4.102963865902916
49, 50, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0050.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0051.png', 4.090135655109657
50, 51, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0051.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0052.png', 4.09206965982077
51, 52, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0052.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0053.png', 3.894431410503776
52, 53, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0053.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0054.png', 4.184698337008913
53, 54, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0054.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0055.png', 3.9750690730459364
54, 55, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0055.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0056.png', 4.004633522629656
55, 56, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0056.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0057.png', 4.2550028240822115
56, 57, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0057.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0058.png', 4.379214653955929
57, 58, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0058.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0059.png', 4.32186211597229
58, 59, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0059.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0060.png', 4.4244689379165685
59, 60, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0060.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0061.png', 4.6100018607299695
60, 61, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0061.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0062.png', 4.209468277292561
61, 62, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0062.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0063.png', 4.149992685013354
62, 63, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0063.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0064.png', 4.082549414566261
63, 64, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0064.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0065.png', 4.313631669427599
64, 65, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0065.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0066.png', 4.332720162943514
65, 66, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0066.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0067.png', 4.278644508197316
66, 67, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0067.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0068.png', 4.099614549641884
67, 68, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0068.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0069.png', 4.337835447908972
68, 69, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0069.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0070.png', 4.050304727921409
69, 70, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0070.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0071.png', 3.877475564772487
70, 71, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0071.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0072.png', 4.038056927563817
71, 72, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0072.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0073.png', 4.229047134451852
72, 73, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0073.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0074.png', 3.854025491554231
73, 74, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0074.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0075.png', 4.1141468689199
74, 75, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0075.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0076.png', 4.086189853312098
75, 76, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0076.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0077.png', 4.05772200977231
76, 77, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0077.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0078.png', 4.11295064942036
77, 78, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0078.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0079.png', 4.209300382539674
78, 79, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0079.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0080.png', 4.126274967057552
79, 80, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0080.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0081.png', 4.568939947264341
80, 81, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0081.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0082.png', 4.69091103030373
81, 82, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0082.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0083.png', 4.033368595403604
82, 83, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0083.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0084.png', 4.318254930288324
83, 84, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0084.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0085.png', 4.274215392164919
84, 85, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0085.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0086.png', 4.031626946783407
85, 86, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0086.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0087.png', 4.2421866328853755
86, 87, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0087.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0088.png', 4.293136992196289
87, 88, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0088.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0089.png', 3.9022473736191747
88, 89, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0089.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0090.png', 3.9817509546514334
89, 90, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0090.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0091.png', 4.098674913437344
90, 91, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0091.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0092.png', 4.111997896954277
91, 92, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0092.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0093.png', 4.202490520792044
92, 93, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0093.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0094.png', 4.10772331952237
93, 94, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0094.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0095.png', 3.917033442578024
94, 95, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0095.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0096.png', 4.25385185677197
95, 96, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0096.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0097.png', 4.23973615786692
96, 97, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0097.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0098.png', 4.240854686925937
97, 98, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0098.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0099.png', 4.213926330934496
98, 99, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0099.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0100.png', 3.9245105081433813
99, 100, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0100.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0101.png', 4.313043671377028
100, 101, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0101.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0102.png', 4.835578990940334
101, 102, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0102.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0103.png', 4.524011349575206
102, 103, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0103.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0104.png', 4.5972418429346344
103, 104, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0104.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0105.png', 4.920095841470054
104, 105, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0105.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0106.png', 5.010163867081044
105, 106, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0106.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0107.png', 4.945953313771664
106, 107, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0107.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0108.png', 5.383833062168106
107, 108, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0108.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0109.png', 5.440775784340792
108, 109, './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0109.png', './GTEA61/processed_frames2/S4/pour_water,cup/1/rgb/rgb0110.png', 5.410682962182704
