0, 1, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0001.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0002.png', 5.478162973043095
24, 25, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0025.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0026.png', 4.850719552090591
25, 26, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0026.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0027.png', 5.278284279676659
26, 27, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0027.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0028.png', 4.995962188802205
27, 28, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0028.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0029.png', 4.8000233965851375
28, 29, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0029.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0030.png', 5.102602141012528
29, 30, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0030.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0031.png', 5.062901179447052
30, 31, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0031.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0032.png', 4.518952276178406
31, 32, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0032.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0033.png', 4.385991089030249
32, 33, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0033.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0034.png', 4.819848498603687
33, 34, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0034.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0035.png', 4.664188153057618
34, 35, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0035.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0036.png', 4.381391237222735
35, 36, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0036.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0037.png', 4.341151344710294
36, 37, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0037.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0038.png', 4.761520338545373
37, 38, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0038.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0039.png', 4.964753403776551
38, 39, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0039.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0040.png', 5.055551156524888
39, 40, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0040.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0041.png', 5.260191715389606
40, 41, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0041.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0042.png', 5.144167880239301
41, 42, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0042.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0043.png', 4.9905625188659
42, 43, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0043.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0044.png', 5.471161565530378
43, 44, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0044.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0045.png', 4.861415529095672
44, 45, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0045.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0046.png', 5.074432209795632
45, 46, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0046.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0047.png', 4.853495921316062
46, 47, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0047.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0048.png', 5.067600504131464
47, 48, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0048.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0049.png', 4.916144644836075
48, 49, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0049.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0050.png', 4.644987975083342
49, 50, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0050.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0051.png', 5.045805420054287
50, 51, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0051.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0052.png', 5.1333465205224815
51, 52, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0052.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0053.png', 5.056313797887353
52, 53, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0053.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0054.png', 5.56664070708275
53, 54, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0054.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0055.png', 5.417035425063811
54, 55, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0055.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0056.png', 5.073874121789509
55, 56, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0056.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0057.png', 5.132526142436726
56, 57, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0057.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0058.png', 5.041327815860722
57, 58, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0058.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0059.png', 4.8331415887965745
58, 59, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0059.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0060.png', 5.306603003150498
59, 60, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0060.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0061.png', 4.970303923192581
60, 61, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0061.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0062.png', 4.663130995818024
61, 62, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0062.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0063.png', 4.526711061706659
62, 63, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0063.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0064.png', 4.636562030354919
63, 64, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0064.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0065.png', 5.23217312374256
64, 65, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0065.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0066.png', 4.909877039926304
65, 66, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0066.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0067.png', 5.180527404403185
66, 67, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0067.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0068.png', 5.242130680264776
67, 68, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0068.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0069.png', 5.103890045494935
68, 69, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0069.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0070.png', 4.991089794205983
69, 70, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0070.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0071.png', 5.30846609255265
70, 71, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0071.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0072.png', 5.123468560747949
71, 72, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0072.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0073.png', 5.241121856647982
72, 73, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0073.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0074.png', 5.1344489299058855
73, 74, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0074.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0075.png', 5.002505950719386
74, 75, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0075.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0076.png', 5.025033668986824
75, 76, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0076.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0077.png', 5.22854761625122
76, 77, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0077.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0078.png', 5.196329754195688
77, 78, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0078.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0079.png', 4.831868665210613
78, 79, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0079.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0080.png', 5.243956077169412
79, 80, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0080.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0081.png', 4.924588312000499
80, 81, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0081.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0082.png', 4.4946611689655045
81, 82, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0082.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0083.png', 4.931431296532856
82, 83, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0083.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0084.png', 4.740845481122267
83, 84, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0084.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0085.png', 4.618944676687893
84, 85, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0085.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0086.png', 5.279187928914005
85, 86, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0086.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0087.png', 4.885045123154526
86, 87, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0087.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0088.png', 5.503279917773765
87, 88, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0088.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0089.png', 5.020168261581261
88, 89, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0089.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0090.png', 5.094221171598022
89, 90, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0090.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0091.png', 5.0126229689800414
90, 91, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0091.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0092.png', 4.636319491797731
91, 92, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0092.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0093.png', 5.203204447992839
92, 93, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0093.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0094.png', 4.723056227614536
93, 94, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0094.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0095.png', 4.986743980448087
94, 95, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0095.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0096.png', 4.84748320347707
95, 96, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0096.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0097.png', 4.930775143277057
96, 97, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0097.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0098.png', 4.908239131288091
97, 98, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0098.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0099.png', 4.80819901878268
98, 99, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0099.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0100.png', 5.269033098979379
99, 100, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0100.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0101.png', 5.608162946013235
100, 101, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0101.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0102.png', 6.110846258807253
101, 102, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0102.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0103.png', 5.679393852787376
102, 103, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0103.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0104.png', 5.128136185081084
103, 104, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0104.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0105.png', 5.805773525274501
104, 105, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0105.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0106.png', 5.556607305604248
105, 106, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0106.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0107.png', 5.381742306347453
106, 107, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0107.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0108.png', 5.265246024285618
107, 108, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0108.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0109.png', 4.739835524552057
108, 109, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0109.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0110.png', 5.422675653427159
109, 110, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0110.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0111.png', 5.132591418754839
110, 111, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0111.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0112.png', 5.19010461418542
111, 112, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0112.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0113.png', 5.229591042349189
112, 113, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0113.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0114.png', 4.6190418197728125
113, 114, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0114.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0115.png', 5.0660083017414035
114, 115, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0115.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0116.png', 5.201928393537479
115, 116, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0116.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0117.png', 4.723729383800903
116, 117, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0117.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0118.png', 4.995057439827832
117, 118, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0118.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0119.png', 4.873441686916509
118, 119, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0119.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0120.png', 4.452755438963577
119, 120, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0120.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0121.png', 4.873922501406178
120, 121, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0121.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0122.png', 5.529306329409608
121, 122, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0122.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0123.png', 5.771614157768967
122, 123, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0123.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0124.png', 5.590727812874475
123, 124, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0124.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0125.png', 5.694310992149286
124, 125, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0125.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0126.png', 5.248024879701579
125, 126, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0126.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0127.png', 5.674385807587627
126, 127, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0127.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0128.png', 5.6824603082655285
127, 128, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0128.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0129.png', 5.265831137462253
128, 129, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0129.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0130.png', 5.2041155334535825
129, 130, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0130.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0131.png', 4.748557620352289
130, 131, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0131.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0132.png', 5.120476420289153
131, 132, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0132.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0133.png', 5.328768057717114
132, 133, './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0133.png', './GTEA61/processed_frames2/S2/spread_peanut,spoon,bread/3/rgb/rgb0134.png', 5.094930566937928
