0, 1, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0001.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0002.png', 0.2020239928863118
17, 18, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0018.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0019.png', 0.18371374899370826
18, 19, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0019.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0020.png', 0.18472432105394443
19, 20, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0020.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0021.png', 0.1826570270156219
20, 21, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0021.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0022.png', 0.20388699154780177
21, 22, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0022.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0023.png', 0.15824521070314457
22, 23, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0023.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0024.png', 0.1950630589771048
23, 24, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0024.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0025.png', 0.18538227888812828
24, 25, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0025.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0026.png', 0.23030786596980085
25, 26, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0026.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0027.png', 0.25103324383089404
26, 27, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0027.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0028.png', 0.2295833599904072
27, 28, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0028.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0029.png', 0.23920551648694371
28, 29, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0029.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0030.png', 0.2301067104291657
29, 30, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0030.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0031.png', 0.21831051014341735
30, 31, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0031.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0032.png', 0.2604885521473974
31, 32, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0032.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0033.png', 0.2352731126112445
32, 33, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0033.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0034.png', 0.24169355644638832
33, 34, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0034.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0035.png', 0.221590418557241
34, 35, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0035.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0036.png', 0.2478852153735805
35, 36, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0036.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0037.png', 0.2552805831054432
36, 37, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0037.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0038.png', 0.1794731435194321
37, 38, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0038.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0039.png', 0.18314163935259462
38, 39, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0039.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0040.png', 0.1772943921296477
39, 40, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0040.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0041.png', 0.15745562493638562
40, 41, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0041.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0042.png', 0.13933369425182657
41, 42, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0042.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0043.png', 0.17385069353331004
42, 43, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0043.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0044.png', 0.15344002673813348
43, 44, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0044.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0045.png', 0.18344978089927938
44, 45, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0045.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0046.png', 0.16934108228273365
45, 46, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0046.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0047.png', 0.18371374899370826
46, 47, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0047.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0048.png', 0.19200102008352588
47, 48, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0048.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0049.png', 0.19174140414480215
48, 49, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0049.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0050.png', 0.18349378539635866
49, 50, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0050.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0051.png', 0.22817184548971353
50, 51, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0051.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0052.png', 0.20977074244028818
51, 52, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0052.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0053.png', 0.1859518031593863
52, 53, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0053.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0054.png', 0.22163129109356186
53, 54, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0054.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0055.png', 0.23239552294937205
54, 55, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0055.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0056.png', 0.22558130536912038
55, 56, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0056.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0057.png', 0.21093960666130812
56, 57, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0057.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0058.png', 0.20931083438629197
57, 58, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0058.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0059.png', 0.2116896528196292
58, 59, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0059.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0060.png', 0.23455512102966725
59, 60, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0060.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0061.png', 0.20662697698932392
60, 61, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0061.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0062.png', 0.20880865687554998
61, 62, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0062.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0063.png', 0.2221623523092358
62, 63, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0063.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0064.png', 0.18542611168063353
63, 64, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0064.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0065.png', 0.2503351928673459
64, 65, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0065.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0066.png', 0.18909433919213736
65, 66, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0066.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0067.png', 0.2147206497640238
66, 67, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0067.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0068.png', 0.1981494954282097
67, 68, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0068.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0069.png', 0.18739459254253665
68, 69, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0069.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0070.png', 0.20223603531420395
69, 70, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0070.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0071.png', 0.1709694686771839
70, 71, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0071.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0072.png', 0.20485817479364854
71, 72, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0072.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0073.png', 0.17969491753699332
72, 73, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0073.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0074.png', 0.2248098570210018
73, 74, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0074.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0075.png', 0.16125170378482692
74, 75, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0075.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0076.png', 0.1803153491133159
75, 76, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0076.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0077.png', 0.13244730100737628
76, 77, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0077.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0078.png', 0.1436234123875723
77, 78, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0078.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0079.png', 0.12085804886930199
78, 79, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0079.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0080.png', 0.1526419874972153
79, 80, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0080.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0081.png', 0.14900933199022945
80, 81, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0081.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0082.png', 0.1337748009881646
81, 82, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0082.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0083.png', 0.12101008513312404
82, 83, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0083.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0084.png', 0.1467296150824741
83, 84, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0084.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0085.png', 0.12963065248359384
84, 85, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0085.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0086.png', 0.1398662218030909
85, 86, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0086.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0087.png', 0.12754269806127108
86, 87, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0087.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0088.png', 0.1250929967808002
87, 88, './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0088.png', './GTEA61/processed_frames2/S2/stir_spoon,cup/3/mmaps/map0089.png', 0.14314355357680947
