0, 1, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0002.png', 0.22228483068568797
59, 60, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0060.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0061.png', 0.07575360630969302
60, 61, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0061.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0062.png', 0.05424784976985948
61, 62, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0062.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0063.png', 0.06143587268219519
62, 63, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0063.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0064.png', 0.05418492108877962
63, 64, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0064.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0065.png', 0.05606534699512437
64, 65, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0065.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0066.png', 0.056564238938817006
65, 66, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0066.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0067.png', 0.04107944421262204
66, 67, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0067.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0068.png', 0.0581784148162782
67, 68, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0068.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0069.png', 0.1107401090191017
68, 69, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0069.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0070.png', 0.10226108572492922
69, 70, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0070.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0071.png', 0.12423957860817698
70, 71, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0071.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0072.png', 0.22635165958181352
71, 72, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0072.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0073.png', 0.2105641831601744
72, 73, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0073.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0074.png', 0.22301911805777008
73, 74, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0074.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0075.png', 0.20019682261488694
74, 75, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0075.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0076.png', 0.18555758680441065
75, 76, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0076.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0077.png', 0.18111189128055044
76, 77, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0077.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0078.png', 0.17916249028306894
77, 78, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0078.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0079.png', 0.171691407690717
78, 79, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0079.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0080.png', 0.2160438693883751
79, 80, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0080.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0081.png', 0.17398532596431296
80, 81, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0081.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0082.png', 0.19480500968357767
81, 82, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0082.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0083.png', 0.21999396462598342
82, 83, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0083.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0084.png', 0.21794026245652653
83, 84, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0084.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0085.png', 0.1973368302601209
84, 85, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0085.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0086.png', 0.1747923286085145
85, 86, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0086.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0087.png', 0.1776507749908634
86, 87, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0087.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0088.png', 0.1720519672242512
87, 88, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0088.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0089.png', 0.18371374899370826
88, 89, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0089.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0090.png', 0.177917890352025
89, 90, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0090.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0091.png', 0.19562171673238493
90, 91, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0091.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0092.png', 0.20964535287231162
91, 92, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0092.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0093.png', 0.17702693284023377
92, 93, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0093.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0094.png', 0.19273587379813648
93, 94, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0094.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0095.png', 0.19156825251788
94, 95, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0095.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0096.png', 0.15810597143728095
95, 96, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0096.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0097.png', 0.1678889070910895
96, 97, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0097.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0098.png', 0.1900072001794582
97, 98, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0098.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0099.png', 0.18656440700939608
98, 99, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0099.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0100.png', 0.18568902707158963
99, 100, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0100.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0101.png', 0.1451553938496283
100, 101, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0101.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0102.png', 0.14725309706518344
101, 102, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0102.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0103.png', 0.13957583493908593
102, 103, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0103.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0104.png', 0.14486855928737002
103, 104, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0104.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0105.png', 0.15991278036432974
104, 105, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0105.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0106.png', 0.12494252652841731
105, 106, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0106.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0107.png', 0.15245400652482244
106, 107, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0107.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0108.png', 0.15498512261138092
107, 108, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0108.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0109.png', 0.21235546727590887
108, 109, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0109.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0110.png', 0.032070236167140186
109, 110, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0110.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0111.png', 0.022951540121012557
110, 111, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0111.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0112.png', 0.018719402445230373
111, 112, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0112.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0113.png', 0.053491556281702754
112, 113, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0113.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0114.png', 0.09165361754006202
113, 114, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0114.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0115.png', 0.11266119973969695
114, 115, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0115.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0116.png', 0.10781336404842892
115, 116, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0116.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0117.png', 0.09335370369600382
116, 117, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0117.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0118.png', 0.11354055792498872
117, 118, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0118.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0119.png', 0.10859960898484745
118, 119, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0119.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0120.png', 0.10390933234194351
119, 120, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0120.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0121.png', 0.09225787808120207
120, 121, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0121.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0122.png', 0.0995325000595133
121, 122, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0122.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0123.png', 0.08855988969829406
122, 123, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0123.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0124.png', 0.07476771847299821
123, 124, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0124.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0125.png', 0.052479214684179
124, 125, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0125.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0126.png', 0.00874590784647976
125, 126, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0126.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0127.png', 0.046500098827367393
126, 127, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0127.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0128.png', 0.08861539546777605
127, 128, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0128.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0129.png', 0.12181994839824029
128, 129, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0129.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0130.png', 0.14102579407382915
129, 130, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0130.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0131.png', 0.190267712614475
130, 131, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0131.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0132.png', 0.20079242659087657
131, 132, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0132.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0133.png', 0.17604498162562104
132, 133, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0133.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0134.png', 0.17241225439314792
133, 134, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0134.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0135.png', 0.17362622211153325
134, 135, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0135.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0136.png', 0.16277058951370954
135, 136, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0136.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0137.png', 0.1900072001794582
136, 137, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0137.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0138.png', 0.1980640124886941
