0, 1, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00001.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00002.png', 6.6164150642111945
11, 12, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00012.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00013.png', 4.327570153020307
12, 13, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00013.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00014.png', 4.016076156053574
13, 14, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00014.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00015.png', 4.2650904594021215
14, 15, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00015.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00016.png', 4.046994472545632
15, 16, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00016.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00017.png', 4.196833483781289
16, 17, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00017.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00018.png', 4.439884915176645
17, 18, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00018.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00019.png', 5.047872200193145
18, 19, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00019.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00020.png', 4.691531053562018
19, 20, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00020.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00021.png', 4.530144800193918
20, 21, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00021.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00022.png', 3.9655221151507187
21, 22, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00022.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00023.png', 4.901873843061434
22, 23, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00023.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00024.png', 3.181419739870895
23, 24, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00024.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00025.png', 4.419823485728876
24, 25, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00025.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00026.png', 4.68644241740617
25, 26, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00026.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00027.png', 3.9270323845870583
26, 27, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00027.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00028.png', 3.764680872575435
27, 28, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00028.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00029.png', 4.903718660899452
28, 29, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00029.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00030.png', 4.805022531640483
29, 30, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00030.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00031.png', 4.849081655717388
30, 31, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00031.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00032.png', 5.655390245800542
31, 32, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00032.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00033.png', 5.746452087074562
32, 33, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00033.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00034.png', 4.469645463310703
33, 34, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00034.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00035.png', 4.470107142272485
34, 35, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00035.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00036.png', 4.356830765430378
35, 36, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00036.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00037.png', 4.2785060277743225
36, 37, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00037.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00038.png', 3.625385132427778
37, 38, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00038.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00039.png', 4.576299684317516
38, 39, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00039.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00040.png', 4.861570705656336
39, 40, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00040.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00041.png', 4.725491968891415
40, 41, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00041.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00042.png', 4.810098805983548
41, 42, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00042.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00043.png', 4.95053767215553
42, 43, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00043.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00044.png', 4.823722701746545
43, 44, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00044.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00045.png', 4.652037888523225
44, 45, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00045.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00046.png', 5.564834890395002
45, 46, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00046.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00047.png', 5.636756150521765
46, 47, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00047.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00048.png', 5.074677866867253
47, 48, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00048.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00049.png', 4.330261825663781
48, 49, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00049.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00050.png', 5.068899143468483
49, 50, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00050.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00051.png', 3.9844857960543165
50, 51, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00051.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00052.png', 5.3402787407683565
51, 52, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00052.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00053.png', 6.050399762181707
52, 53, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00053.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00054.png', 6.174012730483359
53, 54, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00054.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00055.png', 4.959608170511171
54, 55, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00055.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00056.png', 5.258416293562512
55, 56, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00056.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00057.png', 5.171009667056681
56, 57, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00057.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00058.png', 4.802055611200656
57, 58, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00058.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00059.png', 5.620448637427467
58, 59, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00059.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00060.png', 4.495234902034237
59, 60, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00060.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00061.png', 5.4657847375617825
60, 61, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00061.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00062.png', 5.215793534510895
61, 62, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00062.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00063.png', 5.374311611377438
62, 63, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00063.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00064.png', 4.768726482792088
63, 64, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00064.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00065.png', 5.6695361863578135
64, 65, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00065.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00066.png', 5.419707488042539
65, 66, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00066.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00067.png', 6.064867258445754
66, 67, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00067.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00068.png', 5.869067448655321
67, 68, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00068.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00069.png', 4.508481956506703
68, 69, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00069.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00070.png', 5.112476926671771
69, 70, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00070.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00071.png', 5.443976980695999
70, 71, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00071.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00072.png', 4.785570792153953
71, 72, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00072.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00073.png', 4.499352639392642
72, 73, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00073.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00074.png', 5.746149080990563
73, 74, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00074.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00075.png', 3.8548947625808885
74, 75, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00075.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00076.png', 4.588609543662828
75, 76, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00076.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00077.png', 5.383462400347311
76, 77, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00077.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00078.png', 4.773222374190506
77, 78, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00078.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00079.png', 5.642057700938
78, 79, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00079.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00080.png', 6.11431254151613
79, 80, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00080.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00081.png', 4.864467875428036
80, 81, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00081.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00082.png', 5.520955744498921
81, 82, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00082.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00083.png', 4.748423869845634
82, 83, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00083.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00084.png', 4.6035460308091105
83, 84, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00084.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00085.png', 5.133780974456631
84, 85, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00085.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00086.png', 4.9604904611732445
85, 86, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00086.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00087.png', 5.457989567724539
86, 87, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00087.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00088.png', 5.326312512691697
87, 88, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00088.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00089.png', 5.860193415502886
88, 89, './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00089.png', './GTEA61/flow_y_processed/S1/pour_mayonnaise,cheese,bread/1/flow_y_00090.png', 5.930639511922082
